finding_id,org_id,obligation_id,policy_id,severity,finding_type,finding_summary,recommended_fix,owner_team,status,target_date,created_at,ground_truth_compliance_label
FND-000445,ORG-0007,OBL-000425,POL-000070,High,Policy Gap,Policy Gap: Incident Management obligation is partially covered with coverage score 45.,"Update policy clause, assign owner, and add evidence workflow for: monitor threshold breaches and escalate unresolved cases.",Data Governance,In Progress,2026-04-08,2025-10-16T09:28:00,Partially Compliant
FND-000446,ORG-0026,OBL-000013,POL-000268,Low,Policy Gap,Policy Gap: Capital Adequacy obligation is not covered with coverage score 0.,"Update policy clause, assign owner, and add evidence workflow for: monitor threshold breaches and escalate unresolved cases.",Compliance,In Progress,2026-04-23,2026-01-22T11:49:00,Non-Compliant
FND-000447,ORG-0004,OBL-000161,POL-000040,Medium,Review Delay,Review Delay: Audit & Reporting obligation is fully covered with coverage score 83.,"Update policy clause, assign owner, and add evidence workflow for: submit a compliance confirmation report to management.",Finance,Resolved,2026-07-21,2025-07-12T18:04:00,Compliant
FND-000448,ORG-0002,OBL-000087,POL-000020,Medium,Control Operating Gap,Control Operating Gap: Audit & Reporting obligation is needs human review with coverage score 58.,"Update policy clause, assign owner, and add evidence workflow for: perform periodic control testing and document exceptions.",IT,Risk Accepted,2026-03-18,2025-12-30T08:43:00,Partially Compliant
FND-000449,ORG-0003,OBL-000095,POL-000027,Critical,Control Design Gap,Control Design Gap: Capital Adequacy obligation is not covered with coverage score 6.,"Update policy clause, assign owner, and add evidence workflow for: retain supporting records for audit and supervisory review.",Audit,Open,2026-09-07,2025-08-27T11:06:00,Non-Compliant
FND-000450,ORG-0015,OBL-000595,POL-000149,Low,Control Operating Gap,Control Operating Gap: Liquidity Risk obligation is fully covered with coverage score 89.,"Update policy clause, assign owner, and add evidence workflow for: review customer or transaction risk indicators.",Operations,Open,2026-01-22,2025-11-01T13:41:00,Compliant
FND-000451,ORG-0001,OBL-000119,POL-000004,Low,Control Design Gap,Control Design Gap: Audit & Reporting obligation is fully covered with coverage score 94.,"Update policy clause, assign owner, and add evidence workflow for: retain supporting records for audit and supervisory review.",Security,In Progress,2026-07-19,2026-01-30T12:48:00,Compliant
FND-000452,ORG-0001,OBL-000660,POL-000010,Low,Review Delay,Review Delay: Audit & Reporting obligation is fully covered with coverage score 90.,"Update policy clause, assign owner, and add evidence workflow for: update the internal policy and maintain approval evidence.",Finance,In Progress,2026-04-18,2025-10-10T14:35:00,Compliant
FND-000453,ORG-0001,OBL-000712,POL-000001,High,Evidence Gap,Evidence Gap: Disclosure obligation is partially covered with coverage score 78.,"Update policy clause, assign owner, and add evidence workflow for: monitor threshold breaches and escalate unresolved cases.",Risk,Open,2026-05-20,2025-10-31T17:18:00,Partially Compliant
FND-000454,ORG-0020,OBL-000606,POL-000199,Medium,Policy Gap,Policy Gap: Cybersecurity obligation is needs human review with coverage score 29.,"Update policy clause, assign owner, and add evidence workflow for: retain supporting records for audit and supervisory review.",Trading Desk,Resolved,2025-12-12,2026-02-14T16:54:00,Non-Compliant
FND-000455,ORG-0020,OBL-000686,POL-000202,Medium,Control Design Gap,Control Design Gap: Cybersecurity obligation is partially covered with coverage score 80.,"Update policy clause, assign owner, and add evidence workflow for: monitor threshold breaches and escalate unresolved cases.",IT,Open,2026-09-01,2025-12-05T08:11:00,Partially Compliant
FND-000456,ORG-0004,OBL-000158,POL-000042,Low,Control Operating Gap,Control Operating Gap: Audit & Reporting obligation is partially covered with coverage score 78.,"Update policy clause, assign owner, and add evidence workflow for: validate system calculations against approved methodology.",Trading Desk,Risk Accepted,2025-12-03,2025-09-08T09:35:00,Partially Compliant
FND-000457,ORG-0019,OBL-000544,POL-000186,Low,Control Operating Gap,Control Operating Gap: Cybersecurity obligation is fully covered with coverage score 87.,"Update policy clause, assign owner, and add evidence workflow for: review customer or transaction risk indicators.",Trading Desk,Open,2026-03-01,2026-02-18T17:12:00,Compliant
FND-000458,ORG-0020,OBL-000685,POL-000197,Medium,Control Design Gap,Control Design Gap: Cybersecurity obligation is fully covered with coverage score 87.,"Update policy clause, assign owner, and add evidence workflow for: submit a compliance confirmation report to management.",Security,Risk Accepted,2026-05-29,2025-09-04T19:51:00,Compliant
FND-000459,ORG-0020,OBL-000664,POL-000202,Medium,Control Operating Gap,Control Operating Gap: Data Privacy obligation is partially covered with coverage score 62.,"Update policy clause, assign owner, and add evidence workflow for: update the internal policy and maintain approval evidence.",Security,In Progress,2026-01-03,2025-07-07T16:12:00,Partially Compliant
FND-000460,ORG-0001,OBL-000399,POL-000007,Medium,Evidence Gap,Evidence Gap: Disclosure obligation is partially covered with coverage score 47.,"Update policy clause, assign owner, and add evidence workflow for: perform periodic control testing and document exceptions.",Trading Desk,Open,2026-08-23,2025-11-12T10:21:00,Partially Compliant
FND-000461,ORG-0028,OBL-000155,POL-000282,Medium,Unmapped Obligation,Unmapped Obligation: Trading Risk obligation is partially covered with coverage score 72.,"Update policy clause, assign owner, and add evidence workflow for: update the internal policy and maintain approval evidence.",Data Governance,Risk Accepted,2026-03-05,2025-10-29T15:15:00,Partially Compliant
FND-000462,ORG-0017,OBL-000195,POL-000169,High,Review Delay,Review Delay: Audit & Reporting obligation is partially covered with coverage score 69.,"Update policy clause, assign owner, and add evidence workflow for: retain supporting records for audit and supervisory review.",Trading Desk,Open,2026-05-09,2026-03-28T14:33:00,Partially Compliant
FND-000463,ORG-0028,OBL-000616,POL-000283,Medium,Unmapped Obligation,Unmapped Obligation: Cybersecurity obligation is not covered with coverage score 15.,"Update policy clause, assign owner, and add evidence workflow for: update the internal policy and maintain approval evidence.",Operations,Open,2026-05-20,2025-10-25T13:01:00,Non-Compliant
FND-000464,ORG-0001,OBL-000302,POL-000012,Low,Control Operating Gap,Control Operating Gap: Operational Resilience obligation is fully covered with coverage score 92.,"Update policy clause, assign owner, and add evidence workflow for: validate system calculations against approved methodology.",Security,In Progress,2025-12-04,2025-10-10T11:33:00,Compliant
FND-000465,ORG-0013,OBL-000210,POL-000125,High,Evidence Gap,Evidence Gap: Incident Management obligation is partially covered with coverage score 65.,"Update policy clause, assign owner, and add evidence workflow for: monitor threshold breaches and escalate unresolved cases.",Trading Desk,Resolved,2026-05-23,2026-03-31T15:56:00,Partially Compliant
FND-000466,ORG-0015,OBL-000692,POL-000158,High,Control Operating Gap,Control Operating Gap: KYC/AML obligation is partially covered with coverage score 54.,"Update policy clause, assign owner, and add evidence workflow for: perform periodic control testing and document exceptions.",Data Governance,Open,2026-03-04,2025-08-15T18:56:00,Partially Compliant
FND-000467,ORG-0016,OBL-000474,POL-000166,High,Evidence Gap,Evidence Gap: Capital Adequacy obligation is partially covered with coverage score 74.,"Update policy clause, assign owner, and add evidence workflow for: monitor threshold breaches and escalate unresolved cases.",Compliance,Open,2026-05-06,2025-07-10T18:09:00,Partially Compliant
FND-000468,ORG-0030,OBL-000567,POL-000309,Low,Policy Gap,Policy Gap: Audit & Reporting obligation is fully covered with coverage score 93.,"Update policy clause, assign owner, and add evidence workflow for: validate system calculations against approved methodology.",Operations,Open,2026-09-06,2026-03-06T18:13:00,Compliant
FND-000469,ORG-0015,OBL-000218,POL-000158,Medium,Control Design Gap,Control Design Gap: Trading Risk obligation is partially covered with coverage score 58.,"Update policy clause, assign owner, and add evidence workflow for: notify stakeholders when material incidents occur.",Operations,Open,2025-12-17,2025-07-31T10:06:00,Partially Compliant
FND-000470,ORG-0028,OBL-000703,POL-000291,High,Evidence Gap,Evidence Gap: Data Privacy obligation is partially covered with coverage score 75.,"Update policy clause, assign owner, and add evidence workflow for: submit a compliance confirmation report to management.",IT,Open,2026-06-12,2026-02-01T17:17:00,Partially Compliant
FND-000471,ORG-0002,OBL-000629,POL-000017,Low,Unmapped Obligation,Unmapped Obligation: Data Privacy obligation is fully covered with coverage score 95.,"Update policy clause, assign owner, and add evidence workflow for: validate system calculations against approved methodology.",Audit,Risk Accepted,2026-01-06,2026-05-10T17:30:00,Compliant
FND-000472,ORG-0010,OBL-000187,POL-000094,Medium,Policy Gap,Policy Gap: Trading Risk obligation is fully covered with coverage score 86.,"Update policy clause, assign owner, and add evidence workflow for: perform periodic control testing and document exceptions.",Operations,Resolved,2026-05-08,2025-12-01T13:46:00,Compliant
FND-000473,ORG-0012,OBL-000137,POL-000119,Medium,Unmapped Obligation,Unmapped Obligation: KYC/AML obligation is needs human review with coverage score 62.,"Update policy clause, assign owner, and add evidence workflow for: validate system calculations against approved methodology.",Legal,In Progress,2026-08-12,2026-03-15T11:31:00,Partially Compliant
FND-000474,ORG-0004,OBL-000557,POL-000043,High,Review Delay,Review Delay: Customer Protection obligation is partially covered with coverage score 63.,"Update policy clause, assign owner, and add evidence workflow for: update the internal policy and maintain approval evidence.",Security,Resolved,2026-02-18,2026-04-07T11:05:00,Partially Compliant
FND-000475,ORG-0025,OBL-000646,POL-000260,Medium,Unmapped Obligation,Unmapped Obligation: Data Privacy obligation is partially covered with coverage score 66.,"Update policy clause, assign owner, and add evidence workflow for: update the internal policy and maintain approval evidence.",Finance,Open,2026-07-03,2026-01-24T11:15:00,Partially Compliant
FND-000476,ORG-0007,OBL-000620,POL-000071,High,Evidence Gap,Evidence Gap: Operational Resilience obligation is not covered with coverage score 1.,"Update policy clause, assign owner, and add evidence workflow for: notify stakeholders when material incidents occur.",IT,Resolved,2026-01-11,2025-08-22T13:16:00,Non-Compliant
FND-000477,ORG-0013,OBL-000144,POL-000129,High,Control Operating Gap,Control Operating Gap: Customer Protection obligation is partially covered with coverage score 52.,"Update policy clause, assign owner, and add evidence workflow for: submit a compliance confirmation report to management.",IT,Open,2026-07-26,2026-02-22T08:48:00,Partially Compliant
FND-000478,ORG-0027,OBL-000244,POL-000280,Low,Policy Gap,Policy Gap: Capital Adequacy obligation is fully covered with coverage score 96.,"Update policy clause, assign owner, and add evidence workflow for: review customer or transaction risk indicators.",Risk,Risk Accepted,2026-04-13,2025-07-20T14:23:00,Compliant
FND-000479,ORG-0030,OBL-000009,POL-000311,Low,Policy Gap,Policy Gap: Audit & Reporting obligation is fully covered with coverage score 85.,"Update policy clause, assign owner, and add evidence workflow for: validate system calculations against approved methodology.",Legal,Risk Accepted,2026-07-06,2026-03-08T18:40:00,Compliant
FND-000480,ORG-0017,OBL-000587,POL-000171,Medium,Review Delay,Review Delay: Liquidity Risk obligation is fully covered with coverage score 85.,"Update policy clause, assign owner, and add evidence workflow for: validate system calculations against approved methodology.",Compliance,In Progress,2026-03-26,2025-12-29T09:12:00,Compliant
FND-000481,ORG-0008,OBL-000673,POL-000084,Medium,Evidence Gap,Evidence Gap: Incident Management obligation is partially covered with coverage score 70.,"Update policy clause, assign owner, and add evidence workflow for: review customer or transaction risk indicators.",Audit,Open,2026-05-04,2026-06-10T17:20:00,Partially Compliant
FND-000482,ORG-0007,OBL-000410,POL-000071,Medium,Control Design Gap,Control Design Gap: Capital Adequacy obligation is partially covered with coverage score 66.,"Update policy clause, assign owner, and add evidence workflow for: notify stakeholders when material incidents occur.",IT,Open,2026-03-20,2025-07-30T17:52:00,Partially Compliant
FND-000483,ORG-0019,OBL-000296,POL-000186,Low,Policy Gap,Policy Gap: Trading Risk obligation is fully covered with coverage score 89.,"Update policy clause, assign owner, and add evidence workflow for: review customer or transaction risk indicators.",Data Governance,In Progress,2026-07-18,2026-01-29T19:52:00,Compliant
FND-000484,ORG-0011,OBL-000394,POL-000115,Low,Control Design Gap,Control Design Gap: Cybersecurity obligation is fully covered with coverage score 84.,"Update policy clause, assign owner, and add evidence workflow for: review customer or transaction risk indicators.",Audit,Risk Accepted,2026-03-22,2025-10-29T12:16:00,Compliant
FND-000485,ORG-0027,OBL-000134,POL-000275,Low,Control Operating Gap,Control Operating Gap: Cybersecurity obligation is partially covered with coverage score 51.,"Update policy clause, assign owner, and add evidence workflow for: notify stakeholders when material incidents occur.",Trading Desk,Resolved,2026-06-15,2026-04-27T19:47:00,Partially Compliant
FND-000486,ORG-0025,OBL-000316,POL-000251,Low,Evidence Gap,Evidence Gap: Audit & Reporting obligation is fully covered with coverage score 82.,"Update policy clause, assign owner, and add evidence workflow for: submit a compliance confirmation report to management.",Data Governance,In Progress,2026-01-21,2025-11-27T18:38:00,Compliant
FND-000487,ORG-0008,OBL-000399,POL-000075,Medium,Evidence Gap,Evidence Gap: Disclosure obligation is not covered with coverage score 30.,"Update policy clause, assign owner, and add evidence workflow for: perform periodic control testing and document exceptions.",Data Governance,In Progress,2026-02-20,2026-05-13T08:33:00,Non-Compliant
FND-000488,ORG-0010,OBL-000685,POL-000103,Critical,Policy Gap,Policy Gap: Cybersecurity obligation is needs human review with coverage score 24.,"Update policy clause, assign owner, and add evidence workflow for: submit a compliance confirmation report to management.",Risk,Resolved,2026-08-21,2026-02-04T15:44:00,Non-Compliant
FND-000489,ORG-0028,OBL-000294,POL-000283,Medium,Expired Policy,Expired Policy: Trading Risk obligation is partially covered with coverage score 49.,"Update policy clause, assign owner, and add evidence workflow for: validate system calculations against approved methodology.",Security,Resolved,2026-07-18,2026-03-29T14:53:00,Partially Compliant
FND-000490,ORG-0004,OBL-000730,POL-000042,Medium,Evidence Gap,Evidence Gap: Disclosure obligation is partially covered with coverage score 74.,"Update policy clause, assign owner, and add evidence workflow for: review customer or transaction risk indicators.",Compliance,In Progress,2026-08-30,2025-08-17T09:25:00,Partially Compliant
FND-000491,ORG-0005,OBL-000130,POL-000045,High,Control Operating Gap,Control Operating Gap: Capital Adequacy obligation is not covered with coverage score 13.,"Update policy clause, assign owner, and add evidence workflow for: review customer or transaction risk indicators.",Risk,In Progress,2026-07-28,2026-06-20T08:45:00,Non-Compliant
FND-000492,ORG-0007,OBL-000719,POL-000067,Low,Evidence Gap,Evidence Gap: Cybersecurity obligation is partially covered with coverage score 61.,"Update policy clause, assign owner, and add evidence workflow for: retain supporting records for audit and supervisory review.",Audit,In Progress,2026-07-25,2025-11-18T08:22:00,Partially Compliant
FND-000493,ORG-0001,OBL-000106,POL-000009,Low,Policy Gap,Policy Gap: Disclosure obligation is fully covered with coverage score 94.,"Update policy clause, assign owner, and add evidence workflow for: perform periodic control testing and document exceptions.",Audit,Resolved,2026-05-03,2026-07-06T19:38:00,Compliant
FND-000494,ORG-0007,OBL-000098,POL-000068,High,Expired Policy,Expired Policy: Capital Adequacy obligation is partially covered with coverage score 70.,"Update policy clause, assign owner, and add evidence workflow for: update the internal policy and maintain approval evidence.",Risk,Risk Accepted,2026-04-27,2025-09-28T14:05:00,Partially Compliant
FND-000495,ORG-0015,OBL-000454,POL-000148,Medium,Evidence Gap,Evidence Gap: Trading Risk obligation is partially covered with coverage score 62.,"Update policy clause, assign owner, and add evidence workflow for: validate system calculations against approved methodology.",Trading Desk,Open,2026-05-01,2026-01-03T09:10:00,Partially Compliant
FND-000496,ORG-0026,OBL-000043,POL-000269,Low,Control Design Gap,Control Design Gap: Customer Protection obligation is fully covered with coverage score 87.,"Update policy clause, assign owner, and add evidence workflow for: retain supporting records for audit and supervisory review.",IT,In Progress,2026-03-22,2026-06-01T15:01:00,Compliant
FND-000497,ORG-0004,OBL-000397,POL-000040,Medium,Policy Gap,Policy Gap: Customer Protection obligation is partially covered with coverage score 78.,"Update policy clause, assign owner, and add evidence workflow for: submit a compliance confirmation report to management.",Operations,Open,2026-04-21,2025-10-26T09:35:00,Partially Compliant
FND-000498,ORG-0003,OBL-000097,POL-000031,Medium,Policy Gap,Policy Gap: Capital Adequacy obligation is not covered with coverage score 26.,"Update policy clause, assign owner, and add evidence workflow for: monitor threshold breaches and escalate unresolved cases.",Compliance,Open,2026-03-02,2025-11-11T14:02:00,Non-Compliant
FND-000499,ORG-0010,OBL-000642,POL-000101,Low,Expired Policy,Expired Policy: KYC/AML obligation is fully covered with coverage score 82.,"Update policy clause, assign owner, and add evidence workflow for: monitor threshold breaches and escalate unresolved cases.",Legal,In Progress,2026-06-02,2025-11-13T18:41:00,Compliant
FND-000500,ORG-0017,OBL-000335,POL-000175,Critical,Control Operating Gap,Control Operating Gap: Customer Protection obligation is partially covered with coverage score 70.,"Update policy clause, assign owner, and add evidence workflow for: validate system calculations against approved methodology.",Legal,In Progress,2026-03-27,2025-08-24T18:21:00,Partially Compliant
FND-000501,ORG-0027,OBL-000270,POL-000270,Low,Policy Gap,Policy Gap: Operational Resilience obligation is partially covered with coverage score 57.,"Update policy clause, assign owner, and add evidence workflow for: review customer or transaction risk indicators.",Compliance,In Progress,2026-07-12,2026-02-15T08:17:00,Partially Compliant
FND-000502,ORG-0022,OBL-000709,POL-000217,Critical,Expired Policy,Expired Policy: Outsourcing obligation is not covered with coverage score 20.,"Update policy clause, assign owner, and add evidence workflow for: update the internal policy and maintain approval evidence.",Legal,Resolved,2026-06-02,2026-06-20T15:38:00,Non-Compliant
FND-000503,ORG-0007,OBL-000456,POL-000070,Low,Expired Policy,Expired Policy: Outsourcing obligation is needs human review with coverage score 66.,"Update policy clause, assign owner, and add evidence workflow for: monitor threshold breaches and escalate unresolved cases.",Finance,Open,2026-08-28,2025-09-23T11:54:00,Partially Compliant
FND-000504,ORG-0024,OBL-000124,POL-000246,High,Control Design Gap,Control Design Gap: Capital Adequacy obligation is partially covered with coverage score 68.,"Update policy clause, assign owner, and add evidence workflow for: monitor threshold breaches and escalate unresolved cases.",IT,In Progress,2026-08-06,2026-01-23T17:42:00,Partially Compliant
FND-000505,ORG-0008,OBL-000567,POL-000073,Low,Unmapped Obligation,Unmapped Obligation: Audit & Reporting obligation is needs human review with coverage score 52.,"Update policy clause, assign owner, and add evidence workflow for: validate system calculations against approved methodology.",Finance,Open,2026-08-23,2026-06-24T12:04:00,Partially Compliant
FND-000506,ORG-0018,OBL-000145,POL-000181,Low,Evidence Gap,Evidence Gap: Data Privacy obligation is fully covered with coverage score 82.,"Update policy clause, assign owner, and add evidence workflow for: validate system calculations against approved methodology.",Security,In Progress,2025-12-18,2025-12-30T17:57:00,Compliant
FND-000507,ORG-0018,OBL-000727,POL-000181,High,Expired Policy,Expired Policy: Audit & Reporting obligation is partially covered with coverage score 65.,"Update policy clause, assign owner, and add evidence workflow for: monitor threshold breaches and escalate unresolved cases.",Trading Desk,Open,2026-06-19,2025-09-16T15:09:00,Partially Compliant
FND-000508,ORG-0019,OBL-000193,POL-000188,Low,Control Design Gap,Control Design Gap: Audit & Reporting obligation is partially covered with coverage score 77.,"Update policy clause, assign owner, and add evidence workflow for: monitor threshold breaches and escalate unresolved cases.",Operations,Open,2026-01-26,2025-11-06T16:50:00,Partially Compliant
FND-000509,ORG-0023,OBL-000450,POL-000232,High,Control Operating Gap,Control Operating Gap: Capital Adequacy obligation is partially covered with coverage score 79.,"Update policy clause, assign owner, and add evidence workflow for: perform periodic control testing and document exceptions.",Compliance,Resolved,2026-07-29,2025-08-25T14:10:00,Partially Compliant
FND-000510,ORG-0024,OBL-000220,POL-000243,Low,Control Operating Gap,Control Operating Gap: Trading Risk obligation is fully covered with coverage score 94.,"Update policy clause, assign owner, and add evidence workflow for: validate system calculations against approved methodology.",Data Governance,Risk Accepted,2026-08-15,2026-03-13T08:47:00,Compliant
FND-000511,ORG-0008,OBL-000596,POL-000084,High,Review Delay,Review Delay: Liquidity Risk obligation is not covered with coverage score 23.,"Update policy clause, assign owner, and add evidence workflow for: validate system calculations against approved methodology.",Finance,Open,2026-01-30,2025-11-17T14:36:00,Non-Compliant
FND-000512,ORG-0019,OBL-000235,POL-000192,Medium,Expired Policy,Expired Policy: Cybersecurity obligation is partially covered with coverage score 55.,"Update policy clause, assign owner, and add evidence workflow for: notify stakeholders when material incidents occur.",IT,Resolved,2026-05-30,2026-01-27T19:02:00,Partially Compliant
FND-000513,ORG-0028,OBL-000701,POL-000284,Low,Expired Policy,Expired Policy: Disclosure obligation is partially covered with coverage score 63.,"Update policy clause, assign owner, and add evidence workflow for: monitor threshold breaches and escalate unresolved cases.",Finance,In Progress,2026-06-30,2026-02-21T15:33:00,Partially Compliant
FND-000514,ORG-0022,OBL-000065,POL-000223,High,Evidence Gap,Evidence Gap: Incident Management obligation is needs human review with coverage score 34.,"Update policy clause, assign owner, and add evidence workflow for: perform periodic control testing and document exceptions.",Legal,Open,2026-07-19,2025-12-23T11:39:00,Non-Compliant
FND-000515,ORG-0011,OBL-000364,POL-000107,Medium,Evidence Gap,Evidence Gap: Operational Resilience obligation is needs human review with coverage score 29.,"Update policy clause, assign owner, and add evidence workflow for: notify stakeholders when material incidents occur.",Finance,Risk Accepted,2026-03-17,2025-09-06T14:46:00,Non-Compliant
FND-000516,ORG-0014,OBL-000221,POL-000138,Low,Expired Policy,Expired Policy: Cybersecurity obligation is partially covered with coverage score 60.,"Update policy clause, assign owner, and add evidence workflow for: retain supporting records for audit and supervisory review.",IT,Risk Accepted,2026-06-22,2025-08-30T18:23:00,Partially Compliant
FND-000517,ORG-0001,OBL-000050,POL-000007,Medium,Control Design Gap,Control Design Gap: Cybersecurity obligation is fully covered with coverage score 91.,"Update policy clause, assign owner, and add evidence workflow for: notify stakeholders when material incidents occur.",Legal,Resolved,2026-03-07,2026-01-21T16:12:00,Compliant
FND-000518,ORG-0016,OBL-000052,POL-000162,Medium,Review Delay,Review Delay: Disclosure obligation is partially covered with coverage score 76.,"Update policy clause, assign owner, and add evidence workflow for: review customer or transaction risk indicators.",Compliance,In Progress,2026-07-20,2025-08-13T15:04:00,Partially Compliant
FND-000519,ORG-0001,OBL-000564,POL-000002,Medium,Control Design Gap,Control Design Gap: Audit & Reporting obligation is not covered with coverage score 26.,"Update policy clause, assign owner, and add evidence workflow for: retain supporting records for audit and supervisory review.",IT,Resolved,2025-12-11,2026-02-22T12:25:00,Non-Compliant
FND-000520,ORG-0018,OBL-000238,POL-000184,Low,Policy Gap,Policy Gap: Trading Risk obligation is fully covered with coverage score 87.,"Update policy clause, assign owner, and add evidence workflow for: validate system calculations against approved methodology.",Security,Resolved,2026-05-22,2025-12-05T13:24:00,Compliant
FND-000521,ORG-0004,OBL-000318,POL-000043,High,Evidence Gap,Evidence Gap: Outsourcing obligation is partially covered with coverage score 66.,"Update policy clause, assign owner, and add evidence workflow for: monitor threshold breaches and escalate unresolved cases.",Finance,Open,2026-01-28,2025-10-18T17:09:00,Partially Compliant
FND-000522,ORG-0009,OBL-000625,POL-000092,Medium,Evidence Gap,Evidence Gap: Cybersecurity obligation is fully covered with coverage score 98.,"Update policy clause, assign owner, and add evidence workflow for: retain supporting records for audit and supervisory review.",Operations,Resolved,2026-04-25,2025-10-05T09:03:00,Compliant
FND-000523,ORG-0011,OBL-000258,POL-000110,Medium,Review Delay,Review Delay: Outsourcing obligation is partially covered with coverage score 76.,"Update policy clause, assign owner, and add evidence workflow for: update the internal policy and maintain approval evidence.",Audit,In Progress,2026-03-06,2025-07-19T12:41:00,Partially Compliant
FND-000524,ORG-0024,OBL-000715,POL-000243,Medium,Review Delay,Review Delay: Disclosure obligation is partially covered with coverage score 66.,"Update policy clause, assign owner, and add evidence workflow for: perform periodic control testing and document exceptions.",Operations,In Progress,2025-12-24,2025-08-20T10:14:00,Partially Compliant
FND-000525,ORG-0018,OBL-000242,POL-000180,Medium,Expired Policy,Expired Policy: Trading Risk obligation is partially covered with coverage score 80.,"Update policy clause, assign owner, and add evidence workflow for: monitor threshold breaches and escalate unresolved cases.",Trading Desk,Resolved,2026-03-22,2026-03-14T18:30:00,Partially Compliant
FND-000526,ORG-0010,OBL-000750,POL-000098,Low,Evidence Gap,Evidence Gap: Audit & Reporting obligation is partially covered with coverage score 68.,"Update policy clause, assign owner, and add evidence workflow for: monitor threshold breaches and escalate unresolved cases.",Audit,Open,2026-02-05,2026-05-16T10:56:00,Partially Compliant
FND-000527,ORG-0024,OBL-000724,POL-000238,Medium,Control Operating Gap,Control Operating Gap: Audit & Reporting obligation is partially covered with coverage score 63.,"Update policy clause, assign owner, and add evidence workflow for: retain supporting records for audit and supervisory review.",Compliance,Resolved,2026-05-14,2026-03-03T12:45:00,Partially Compliant
FND-000528,ORG-0013,OBL-000260,POL-000132,Medium,Control Design Gap,Control Design Gap: Outsourcing obligation is partially covered with coverage score 57.,"Update policy clause, assign owner, and add evidence workflow for: review customer or transaction risk indicators.",Compliance,Risk Accepted,2026-07-30,2026-06-30T12:38:00,Partially Compliant
FND-000529,ORG-0029,OBL-000607,POL-000292,Low,Evidence Gap,Evidence Gap: Cybersecurity obligation is fully covered with coverage score 87.,"Update policy clause, assign owner, and add evidence workflow for: update the internal policy and maintain approval evidence.",Audit,Open,2026-02-07,2025-10-12T14:37:00,Compliant
FND-000530,ORG-0022,OBL-000525,POL-000224,Medium,Control Design Gap,Control Design Gap: Cybersecurity obligation is not covered with coverage score 28.,"Update policy clause, assign owner, and add evidence workflow for: submit a compliance confirmation report to management.",Audit,Open,2026-02-14,2026-02-10T16:14:00,Non-Compliant
FND-000531,ORG-0014,OBL-000683,POL-000140,Medium,Evidence Gap,Evidence Gap: KYC/AML obligation is partially covered with coverage score 65.,"Update policy clause, assign owner, and add evidence workflow for: update the internal policy and maintain approval evidence.",IT,Open,2026-03-31,2026-02-11T19:29:00,Partially Compliant
FND-000532,ORG-0003,OBL-000343,POL-000033,High,Evidence Gap,Evidence Gap: Audit & Reporting obligation is needs human review with coverage score 61.,"Update policy clause, assign owner, and add evidence workflow for: perform periodic control testing and document exceptions.",Finance,Open,2026-01-01,2025-11-26T15:43:00,Partially Compliant
FND-000533,ORG-0029,OBL-000640,POL-000302,High,Control Design Gap,Control Design Gap: Disclosure obligation is partially covered with coverage score 57.,"Update policy clause, assign owner, and add evidence workflow for: monitor threshold breaches and escalate unresolved cases.",Finance,Open,2026-05-13,2026-04-04T09:32:00,Partially Compliant
FND-000534,ORG-0019,OBL-000246,POL-000191,Low,Control Operating Gap,Control Operating Gap: Incident Management obligation is not covered with coverage score 42.,"Update policy clause, assign owner, and add evidence workflow for: validate system calculations against approved methodology.",Audit,In Progress,2026-02-16,2026-04-26T10:10:00,Non-Compliant
FND-000535,ORG-0016,OBL-000094,POL-000168,Low,Review Delay,Review Delay: Data Privacy obligation is fully covered with coverage score 94.,"Update policy clause, assign owner, and add evidence workflow for: perform periodic control testing and document exceptions.",Trading Desk,Resolved,2026-05-25,2026-07-04T18:33:00,Compliant
FND-000536,ORG-0003,OBL-000627,POL-000022,Low,Unmapped Obligation,Unmapped Obligation: Data Privacy obligation is fully covered with coverage score 86.,"Update policy clause, assign owner, and add evidence workflow for: monitor threshold breaches and escalate unresolved cases.",Legal,Open,2025-12-20,2026-06-17T16:38:00,Compliant
FND-000537,ORG-0007,OBL-000451,POL-000071,Low,Policy Gap,Policy Gap: Capital Adequacy obligation is fully covered with coverage score 91.,"Update policy clause, assign owner, and add evidence workflow for: perform periodic control testing and document exceptions.",Trading Desk,Open,2026-02-14,2025-09-14T18:57:00,Compliant
FND-000538,ORG-0006,OBL-000186,POL-000061,High,Unmapped Obligation,Unmapped Obligation: Trading Risk obligation is needs human review with coverage score 29.,"Update policy clause, assign owner, and add evidence workflow for: submit a compliance confirmation report to management.",Trading Desk,Open,2026-07-14,2026-03-26T11:51:00,Non-Compliant
FND-000539,ORG-0003,OBL-000020,POL-000024,Low,Review Delay,Review Delay: Audit & Reporting obligation is partially covered with coverage score 50.,"Update policy clause, assign owner, and add evidence workflow for: retain supporting records for audit and supervisory review.",Security,Open,2025-12-04,2026-03-21T16:13:00,Partially Compliant
FND-000540,ORG-0026,OBL-000561,POL-000269,Low,Control Design Gap,Control Design Gap: Cybersecurity obligation is fully covered with coverage score 82.,"Update policy clause, assign owner, and add evidence workflow for: review customer or transaction risk indicators.",Operations,In Progress,2026-02-09,2025-11-17T17:48:00,Compliant
