control_id,org_id,control_name,control_description,control_owner_team,control_owner_role,control_frequency,automation_level,linked_policy_id,linked_obligation_id,control_effectiveness_score,last_tested_at,test_result
CTL-001046,ORG-0022,Cybersecurity Review Control,Control validates that validate system calculations against approved methodology is performed and evidence is retained for Training log.,Compliance,Admin,Weekly,Semi-automated,POL-000223,OBL-000443,67,2025-12-02,Pass with Exceptions
CTL-001047,ORG-0011,Outsourcing Attestation Control,Control validates that retain supporting records for audit and supervisory review is performed and evidence is retained for Access review.,Finance,Legal Reviewer,Quarterly,Semi-automated,POL-000115,OBL-000173,97,2026-02-11,Pass
CTL-001048,ORG-0001,Liquidity Risk Attestation Control,Control validates that update the internal policy and maintain approval evidence is performed and evidence is retained for Incident record.,Audit,Data Protection Officer,Weekly,Manual,POL-000009,OBL-000597,23,2025-05-16,Fail
CTL-001049,ORG-0024,Disclosure Review Control,Control validates that retain supporting records for audit and supervisory review is performed and evidence is retained for Risk assessment.,Legal,Security Officer,One-time,Manual,POL-000239,OBL-000046,96,2025-07-11,Pass
CTL-001050,ORG-0005,Audit & Reporting Approval Control,Control validates that review customer or transaction risk indicators is performed and evidence is retained for Training log.,Trading Desk,Data Protection Officer,Quarterly,Automated,POL-000051,OBL-000362,35,2025-11-11,Fail
CTL-001051,ORG-0009,Outsourcing Escalation Control,Control validates that review customer or transaction risk indicators is performed and evidence is retained for System report.,Trading Desk,Data Protection Officer,Annual,Semi-automated,POL-000085,OBL-000305,86,2025-05-30,Pass
CTL-001052,ORG-0021,Audit & Reporting Review Control,Control validates that retain supporting records for audit and supervisory review is performed and evidence is retained for Incident record.,Security,Operations Lead,Quarterly,Semi-automated,POL-000214,OBL-000564,88,2025-05-02,Pass
CTL-001053,ORG-0018,Trading Risk Review Control,Control validates that notify stakeholders when material incidents occur is performed and evidence is retained for Audit sample.,Compliance,Policy Owner,Half-yearly,Semi-automated,POL-000180,OBL-000240,69,2024-11-25,Pass with Exceptions
CTL-001054,ORG-0002,Audit & Reporting Attestation Control,Control validates that update the internal policy and maintain approval evidence is performed and evidence is retained for Transaction report.,Compliance,Data Protection Officer,Monthly,Semi-automated,POL-000013,OBL-000089,52,2026-02-20,Pass with Exceptions
CTL-001055,ORG-0029,Data Privacy Reconciliation Control,Control validates that notify stakeholders when material incidents occur is performed and evidence is retained for Data retention proof.,Legal,Risk Manager,Daily,Semi-automated,POL-000300,OBL-000492,21,2026-05-04,Fail
CTL-001056,ORG-0021,Audit & Reporting Monitoring Control,Control validates that retain supporting records for audit and supervisory review is performed and evidence is retained for Access review.,IT,Admin,Quarterly,Manual,POL-000208,OBL-000119,76,2025-12-09,Pass
CTL-001057,ORG-0011,Outsourcing Monitoring Control,Control validates that update the internal policy and maintain approval evidence is performed and evidence is retained for Audit sample.,Legal,Admin,One-time,Manual,POL-000110,OBL-000258,67,2025-05-07,Pass with Exceptions
CTL-001058,ORG-0024,Audit & Reporting Reconciliation Control,Control validates that update the internal policy and maintain approval evidence is performed and evidence is retained for Board minutes.,Data Governance,Legal Reviewer,Event-based,Semi-automated,POL-000248,OBL-000662,100,2026-06-21,Pass
CTL-001059,ORG-0006,Incident Management Approval Control,Control validates that validate system calculations against approved methodology is performed and evidence is retained for Training log.,IT,Risk Manager,One-time,Semi-automated,POL-000062,OBL-000346,100,2025-05-27,Pass
CTL-001060,ORG-0009,Capital Adequacy Reconciliation Control,Control validates that notify stakeholders when material incidents occur is performed and evidence is retained for Vendor attestation.,Security,Security Officer,One-time,Automated,POL-000091,OBL-000340,82,2026-01-26,Pass
CTL-001061,ORG-0006,Cybersecurity Approval Control,Control validates that update the internal policy and maintain approval evidence is performed and evidence is retained for Board minutes.,Audit,ML Reviewer,Monthly,Semi-automated,POL-000060,OBL-000607,72,2024-11-07,Pass with Exceptions
CTL-001062,ORG-0012,Incident Management Attestation Control,Control validates that validate system calculations against approved methodology is performed and evidence is retained for Risk assessment.,Compliance,Risk Manager,Annual,Semi-automated,POL-000116,OBL-000415,34,2025-12-15,Fail
CTL-001063,ORG-0029,Liquidity Risk Review Control,Control validates that validate system calculations against approved methodology is performed and evidence is retained for Audit sample.,Risk,Compliance Officer,Daily,Automated,POL-000292,OBL-000477,22,2025-07-27,Fail
CTL-001064,ORG-0003,Capital Adequacy Reconciliation Control,Control validates that update the internal policy and maintain approval evidence is performed and evidence is retained for Transaction report.,Legal,Compliance Officer,Event-based,Automated,POL-000027,OBL-000098,85,2026-04-20,Pass
CTL-001065,ORG-0026,KYC/AML Attestation Control,Control validates that perform periodic control testing and document exceptions is performed and evidence is retained for Transaction report.,Finance,Legal Reviewer,Daily,Semi-automated,POL-000267,OBL-000678,8,2025-07-29,Fail
CTL-001066,ORG-0005,Cybersecurity Monitoring Control,Control validates that notify stakeholders when material incidents occur is performed and evidence is retained for Audit sample.,Audit,Compliance Officer,Weekly,Manual,POL-000045,OBL-000429,82,2026-04-09,Pass
CTL-001067,ORG-0023,Audit & Reporting Reconciliation Control,Control validates that notify stakeholders when material incidents occur is performed and evidence is retained for Incident record.,Data Governance,Auditor,One-time,Semi-automated,POL-000225,OBL-000344,20,2025-09-28,Fail
CTL-001068,ORG-0016,Trading Risk Escalation Control,Control validates that validate system calculations against approved methodology is performed and evidence is retained for Training log.,Security,Compliance Officer,Monthly,Automated,POL-000161,OBL-000253,85,2025-07-22,Pass
CTL-001069,ORG-0003,Customer Protection Reconciliation Control,Control validates that validate system calculations against approved methodology is performed and evidence is retained for Risk assessment.,Security,Policy Owner,Annual,Semi-automated,POL-000030,OBL-000207,71,2024-11-06,Pass with Exceptions
CTL-001070,ORG-0020,KYC/AML Review Control,Control validates that submit a compliance confirmation report to management is performed and evidence is retained for Training log.,Operations,Data Protection Officer,Quarterly,Semi-automated,POL-000196,OBL-000436,50,2026-03-29,Pass with Exceptions
CTL-001071,ORG-0030,KYC/AML Escalation Control,Control validates that notify stakeholders when material incidents occur is performed and evidence is retained for Transaction report.,IT,Security Officer,Weekly,Automated,POL-000313,OBL-000690,83,2025-07-16,Pass
CTL-001072,ORG-0009,Operational Resilience Escalation Control,Control validates that update the internal policy and maintain approval evidence is performed and evidence is retained for Policy document.,IT,Risk Manager,Weekly,Semi-automated,POL-000086,OBL-000757,76,2026-04-11,Pass
CTL-001073,ORG-0002,Capital Adequacy Escalation Control,Control validates that monitor threshold breaches and escalate unresolved cases is performed and evidence is retained for Risk assessment.,Legal,Admin,Daily,Semi-automated,POL-000014,OBL-000449,91,2025-07-27,Pass
CTL-001074,ORG-0023,Audit & Reporting Approval Control,Control validates that submit a compliance confirmation report to management is performed and evidence is retained for Policy document.,Trading Desk,Compliance Officer,Weekly,Semi-automated,POL-000230,OBL-000382,99,2026-06-05,Pass
CTL-001075,ORG-0003,Audit & Reporting Escalation Control,Control validates that notify stakeholders when material incidents occur is performed and evidence is retained for Access review.,Trading Desk,Admin,Daily,Manual,POL-000021,OBL-000022,83,2025-05-19,Pass
CTL-001076,ORG-0007,Audit & Reporting Escalation Control,Control validates that notify stakeholders when material incidents occur is performed and evidence is retained for Access review.,Data Governance,Compliance Officer,Daily,Semi-automated,POL-000068,OBL-000022,56,2025-11-11,Pass with Exceptions
CTL-001077,ORG-0018,Operational Resilience Review Control,Control validates that retain supporting records for audit and supervisory review is performed and evidence is retained for Access review.,Audit,Operations Lead,Monthly,Manual,POL-000178,OBL-000511,98,2024-12-21,Pass
CTL-001078,ORG-0004,KYC/AML Escalation Control,Control validates that monitor threshold breaches and escalate unresolved cases is performed and evidence is retained for Data retention proof.,Trading Desk,Operations Lead,Half-yearly,Manual,POL-000036,OBL-000684,85,2024-12-04,Pass
CTL-001079,ORG-0014,Incident Management Attestation Control,Control validates that submit a compliance confirmation report to management is performed and evidence is retained for Data retention proof.,Data Governance,Admin,Quarterly,Semi-automated,POL-000145,OBL-000347,81,2025-12-12,Pass
CTL-001080,ORG-0018,Data Privacy Monitoring Control,Control validates that retain supporting records for audit and supervisory review is performed and evidence is retained for Access review.,Data Governance,Auditor,Weekly,Manual,POL-000181,OBL-000702,93,2026-07-03,Pass
CTL-001081,ORG-0010,Customer Protection Monitoring Control,Control validates that update the internal policy and maintain approval evidence is performed and evidence is retained for Data retention proof.,IT,Operations Lead,Weekly,Automated,POL-000099,OBL-000558,81,2025-12-10,Pass
CTL-001082,ORG-0009,Operational Resilience Approval Control,Control validates that perform periodic control testing and document exceptions is performed and evidence is retained for Policy document.,Trading Desk,Compliance Officer,Quarterly,Automated,POL-000085,OBL-000755,86,2024-11-26,Pass
CTL-001083,ORG-0008,Outsourcing Attestation Control,Control validates that update the internal policy and maintain approval evidence is performed and evidence is retained for Data retention proof.,IT,Admin,Annual,Manual,POL-000079,OBL-000487,100,2025-10-23,Pass
CTL-001084,ORG-0015,KYC/AML Review Control,Control validates that review customer or transaction risk indicators is performed and evidence is retained for System report.,Risk,Policy Owner,Event-based,Semi-automated,POL-000147,OBL-000633,69,2025-05-28,Pass with Exceptions
CTL-001085,ORG-0027,Cybersecurity Review Control,Control validates that validate system calculations against approved methodology is performed and evidence is retained for Vendor attestation.,Security,Risk Manager,Event-based,Manual,POL-000277,OBL-000108,81,2025-10-27,Pass
CTL-001086,ORG-0011,Cybersecurity Review Control,Control validates that review customer or transaction risk indicators is performed and evidence is retained for Policy document.,Finance,ML Reviewer,Half-yearly,Automated,POL-000115,OBL-000394,82,2025-09-26,Pass
CTL-001087,ORG-0026,Cybersecurity Review Control,Control validates that update the internal policy and maintain approval evidence is performed and evidence is retained for Board minutes.,Operations,Legal Reviewer,Daily,Manual,POL-000261,OBL-000694,73,2025-01-15,Pass with Exceptions
CTL-001088,ORG-0026,Outsourcing Monitoring Control,Control validates that update the internal policy and maintain approval evidence is performed and evidence is retained for Transaction report.,Security,Compliance Officer,Daily,Semi-automated,POL-000265,OBL-000579,71,2025-11-24,Pass with Exceptions
CTL-001089,ORG-0015,KYC/AML Monitoring Control,Control validates that retain supporting records for audit and supervisory review is performed and evidence is retained for Training log.,Security,Compliance Officer,Half-yearly,Semi-automated,POL-000157,OBL-000691,100,2025-03-03,Pass
CTL-001090,ORG-0018,KYC/AML Attestation Control,Control validates that submit a compliance confirmation report to management is performed and evidence is retained for System report.,IT,Auditor,Quarterly,Automated,POL-000179,OBL-000356,59,2024-12-23,Pass with Exceptions
CTL-001091,ORG-0014,Data Privacy Approval Control,Control validates that validate system calculations against approved methodology is performed and evidence is retained for Audit sample.,Operations,ML Reviewer,Weekly,Manual,POL-000137,OBL-000099,97,2026-01-29,Pass
CTL-001092,ORG-0003,Data Privacy Attestation Control,Control validates that monitor threshold breaches and escalate unresolved cases is performed and evidence is retained for Transaction report.,Finance,Operations Lead,Half-yearly,Semi-automated,POL-000022,OBL-000627,84,2026-03-08,Pass
CTL-001093,ORG-0028,Disclosure Monitoring Control,Control validates that notify stakeholders when material incidents occur is performed and evidence is retained for Training log.,Legal,Admin,Event-based,Automated,POL-000287,OBL-000438,84,2025-03-29,Pass
CTL-001094,ORG-0028,Disclosure Escalation Control,Control validates that notify stakeholders when material incidents occur is performed and evidence is retained for Transaction report.,Finance,Operations Lead,Annual,Semi-automated,POL-000281,OBL-000437,21,2025-09-27,Fail
CTL-001095,ORG-0001,Incident Management Attestation Control,Control validates that validate system calculations against approved methodology is performed and evidence is retained for Data retention proof.,IT,Risk Manager,Quarterly,Semi-automated,POL-000001,OBL-000672,25,2025-01-21,Fail
CTL-001096,ORG-0008,Audit & Reporting Monitoring Control,Control validates that submit a compliance confirmation report to management is performed and evidence is retained for System report.,Audit,Data Protection Officer,Weekly,Manual,POL-000077,OBL-000566,100,2025-05-07,Pass
CTL-001097,ORG-0029,Cybersecurity Monitoring Control,Control validates that submit a compliance confirmation report to management is performed and evidence is retained for Incident record.,Risk,Security Officer,Annual,Automated,POL-000292,OBL-000609,88,2025-03-10,Pass
CTL-001098,ORG-0006,Liquidity Risk Review Control,Control validates that submit a compliance confirmation report to management is performed and evidence is retained for Board minutes.,IT,ML Reviewer,Daily,Semi-automated,POL-000062,OBL-000041,95,2025-11-02,Pass
CTL-001099,ORG-0022,Disclosure Escalation Control,Control validates that notify stakeholders when material incidents occur is performed and evidence is retained for Audit sample.,IT,Data Protection Officer,Weekly,Semi-automated,POL-000221,OBL-000518,24,2026-04-20,Fail
CTL-001100,ORG-0028,Cybersecurity Escalation Control,Control validates that validate system calculations against approved methodology is performed and evidence is retained for Data retention proof.,Risk,Risk Manager,One-time,Semi-automated,POL-000284,OBL-000273,100,2025-10-08,Pass
CTL-001101,ORG-0025,Liquidity Risk Monitoring Control,Control validates that update the internal policy and maintain approval evidence is performed and evidence is retained for Access review.,Security,Compliance Officer,Half-yearly,Automated,POL-000254,OBL-000653,50,2025-03-02,Pass with Exceptions
CTL-001102,ORG-0027,Cybersecurity Escalation Control,Control validates that monitor threshold breaches and escalate unresolved cases is performed and evidence is retained for Access review.,Legal,Admin,Daily,Semi-automated,POL-000274,OBL-000035,46,2025-09-02,Fail
CTL-001103,ORG-0013,Incident Management Escalation Control,Control validates that retain supporting records for audit and supervisory review is performed and evidence is retained for Board minutes.,Audit,ML Reviewer,Event-based,Semi-automated,POL-000124,OBL-000277,85,2025-02-09,Pass
CTL-001104,ORG-0003,Audit & Reporting Review Control,Control validates that perform periodic control testing and document exceptions is performed and evidence is retained for Risk assessment.,Finance,Legal Reviewer,Weekly,Semi-automated,POL-000026,OBL-000019,95,2025-08-11,Pass
CTL-001105,ORG-0025,Disclosure Escalation Control,Control validates that review customer or transaction risk indicators is performed and evidence is retained for Risk assessment.,Data Governance,Operations Lead,Half-yearly,Semi-automated,POL-000257,OBL-000519,86,2026-04-02,Pass
CTL-001106,ORG-0021,Capital Adequacy Escalation Control,Control validates that update the internal policy and maintain approval evidence is performed and evidence is retained for Board minutes.,Compliance,Legal Reviewer,Daily,Manual,POL-000213,OBL-000190,51,2025-08-20,Pass with Exceptions
CTL-001107,ORG-0004,Customer Protection Monitoring Control,Control validates that submit a compliance confirmation report to management is performed and evidence is retained for Incident record.,IT,Operations Lead,Daily,Manual,POL-000040,OBL-000337,53,2025-12-23,Pass with Exceptions
CTL-001108,ORG-0026,Outsourcing Approval Control,Control validates that update the internal policy and maintain approval evidence is performed and evidence is retained for Training log.,Security,Operations Lead,Daily,Semi-automated,POL-000268,OBL-000578,66,2025-05-30,Pass with Exceptions
CTL-001109,ORG-0029,Disclosure Approval Control,Control validates that submit a compliance confirmation report to management is performed and evidence is retained for Board minutes.,Audit,ML Reviewer,Monthly,Semi-automated,POL-000295,OBL-000639,51,2024-12-29,Pass with Exceptions
CTL-001110,ORG-0017,Disclosure Escalation Control,Control validates that validate system calculations against approved methodology is performed and evidence is retained for Policy document.,Data Governance,Policy Owner,One-time,Semi-automated,POL-000171,OBL-000499,100,2026-01-27,Pass
CTL-001111,ORG-0021,Outsourcing Approval Control,Control validates that notify stakeholders when material incidents occur is performed and evidence is retained for Training log.,Security,Legal Reviewer,Event-based,Semi-automated,POL-000204,OBL-000488,99,2026-02-01,Pass
CTL-001112,ORG-0001,Operational Resilience Reconciliation Control,Control validates that perform periodic control testing and document exceptions is performed and evidence is retained for Policy document.,Data Governance,Legal Reviewer,Quarterly,Semi-automated,POL-000003,OBL-000298,72,2025-04-29,Pass with Exceptions
CTL-001113,ORG-0002,Data Privacy Approval Control,Control validates that submit a compliance confirmation report to management is performed and evidence is retained for Board minutes.,Operations,Risk Manager,Event-based,Manual,POL-000015,OBL-000229,92,2026-04-06,Pass
CTL-001114,ORG-0024,Operational Resilience Monitoring Control,Control validates that perform periodic control testing and document exceptions is performed and evidence is retained for Policy document.,Audit,Legal Reviewer,Weekly,Semi-automated,POL-000245,OBL-000267,43,2025-07-08,Fail
CTL-001115,ORG-0028,Cybersecurity Attestation Control,Control validates that perform periodic control testing and document exceptions is performed and evidence is retained for Training log.,Compliance,Data Protection Officer,Weekly,Semi-automated,POL-000289,OBL-000617,100,2024-11-13,Pass
CTL-001116,ORG-0013,Incident Management Review Control,Control validates that notify stakeholders when material incidents occur is performed and evidence is retained for Policy document.,Audit,Legal Reviewer,Daily,Automated,POL-000125,OBL-000209,100,2025-11-03,Pass
CTL-001117,ORG-0011,Customer Protection Attestation Control,Control validates that update the internal policy and maintain approval evidence is performed and evidence is retained for Vendor attestation.,Finance,Legal Reviewer,Event-based,Semi-automated,POL-000105,OBL-000141,54,2025-12-27,Pass with Exceptions
CTL-001118,ORG-0008,Disclosure Approval Control,Control validates that update the internal policy and maintain approval evidence is performed and evidence is retained for Policy document.,Audit,Risk Manager,One-time,Semi-automated,POL-000077,OBL-000047,19,2025-03-11,Fail
CTL-001119,ORG-0027,Cybersecurity Escalation Control,Control validates that notify stakeholders when material incidents occur is performed and evidence is retained for Transaction report.,Security,Admin,One-time,Semi-automated,POL-000275,OBL-000134,48,2026-01-01,Fail
CTL-001120,ORG-0016,Disclosure Review Control,Control validates that review customer or transaction risk indicators is performed and evidence is retained for Transaction report.,Operations,Policy Owner,Event-based,Semi-automated,POL-000162,OBL-000127,99,2026-06-19,Pass
CTL-001121,ORG-0004,KYC/AML Approval Control,Control validates that perform periodic control testing and document exceptions is performed and evidence is retained for System report.,IT,Compliance Officer,Monthly,Automated,POL-000040,OBL-000435,61,2026-01-31,Pass with Exceptions
CTL-001122,ORG-0008,Liquidity Risk Reconciliation Control,Control validates that update the internal policy and maintain approval evidence is performed and evidence is retained for Incident record.,Legal,Legal Reviewer,Weekly,Semi-automated,POL-000081,OBL-000597,60,2024-11-17,Pass with Exceptions
CTL-001123,ORG-0026,Capital Adequacy Approval Control,Control validates that retain supporting records for audit and supervisory review is performed and evidence is retained for Risk assessment.,Security,Risk Manager,Half-yearly,Semi-automated,POL-000268,OBL-000473,92,2025-04-01,Pass
CTL-001124,ORG-0026,Data Privacy Monitoring Control,Control validates that monitor threshold breaches and escalate unresolved cases is performed and evidence is retained for Incident record.,Operations,Data Protection Officer,Half-yearly,Semi-automated,POL-000266,OBL-000091,100,2025-05-17,Pass
CTL-001125,ORG-0012,Disclosure Approval Control,Control validates that validate system calculations against approved methodology is performed and evidence is retained for System report.,IT,Operations Lead,Annual,Automated,POL-000120,OBL-000053,45,2025-05-21,Fail
CTL-001126,ORG-0005,Incident Management Review Control,Control validates that perform periodic control testing and document exceptions is performed and evidence is retained for Transaction report.,Audit,Data Protection Officer,Weekly,Automated,POL-000046,OBL-000275,94,2024-12-16,Pass
CTL-001127,ORG-0019,Audit & Reporting Approval Control,Control validates that retain supporting records for audit and supervisory review is performed and evidence is retained for Transaction report.,Legal,Legal Reviewer,Event-based,Automated,POL-000193,OBL-000195,70,2025-10-06,Pass with Exceptions
CTL-001128,ORG-0013,Outsourcing Monitoring Control,Control validates that submit a compliance confirmation report to management is performed and evidence is retained for Audit sample.,Operations,Legal Reviewer,Daily,Semi-automated,POL-000130,OBL-000259,99,2025-10-06,Pass
CTL-001129,ORG-0021,Incident Management Reconciliation Control,Control validates that review customer or transaction risk indicators is performed and evidence is retained for Policy document.,IT,Policy Owner,Quarterly,Automated,POL-000208,OBL-000673,96,2026-01-04,Pass
CTL-001130,ORG-0028,Cybersecurity Escalation Control,Control validates that perform periodic control testing and document exceptions is performed and evidence is retained for System report.,Audit,Auditor,Weekly,Manual,POL-000283,OBL-000562,100,2026-03-06,Pass
CTL-001131,ORG-0002,Customer Protection Reconciliation Control,Control validates that validate system calculations against approved methodology is performed and evidence is retained for Risk assessment.,Operations,ML Reviewer,Annual,Manual,POL-000018,OBL-000207,86,2025-10-26,Pass
CTL-001132,ORG-0027,Capital Adequacy Approval Control,Control validates that retain supporting records for audit and supervisory review is performed and evidence is retained for Policy document.,Legal,Admin,One-time,Manual,POL-000273,OBL-000176,5,2026-03-25,Fail
CTL-001133,ORG-0016,Data Privacy Escalation Control,Control validates that notify stakeholders when material incidents occur is performed and evidence is retained for Vendor attestation.,Operations,Compliance Officer,Quarterly,Manual,POL-000160,OBL-000093,100,2025-01-16,Pass
CTL-001134,ORG-0021,Operational Resilience Review Control,Control validates that perform periodic control testing and document exceptions is performed and evidence is retained for Policy document.,Compliance,Operations Lead,Weekly,Automated,POL-000213,OBL-000267,100,2026-02-21,Pass
CTL-001135,ORG-0024,Disclosure Approval Control,Control validates that submit a compliance confirmation report to management is performed and evidence is retained for Access review.,Risk,Policy Owner,Annual,Manual,POL-000242,OBL-000103,72,2026-06-11,Pass with Exceptions
CTL-001136,ORG-0016,Incident Management Attestation Control,Control validates that submit a compliance confirmation report to management is performed and evidence is retained for Risk assessment.,Security,Auditor,Weekly,Manual,POL-000161,OBL-000503,100,2026-05-19,Pass
CTL-001137,ORG-0010,Data Privacy Review Control,Control validates that update the internal policy and maintain approval evidence is performed and evidence is retained for Policy document.,Security,Admin,Monthly,Semi-automated,POL-000101,OBL-000289,98,2025-07-02,Pass
CTL-001138,ORG-0026,Disclosure Escalation Control,Control validates that validate system calculations against approved methodology is performed and evidence is retained for System report.,Security,Security Officer,Annual,Manual,POL-000265,OBL-000053,27,2026-06-08,Fail
CTL-001139,ORG-0020,Customer Protection Attestation Control,Control validates that retain supporting records for audit and supervisory review is performed and evidence is retained for Data retention proof.,Trading Desk,ML Reviewer,Quarterly,Semi-automated,POL-000197,OBL-000522,48,2024-11-21,Fail
CTL-001140,ORG-0013,Trading Risk Review Control,Control validates that monitor threshold breaches and escalate unresolved cases is performed and evidence is retained for Data retention proof.,Legal,Operations Lead,Annual,Semi-automated,POL-000134,OBL-000357,84,2026-05-15,Pass
CTL-001141,ORG-0014,Customer Protection Attestation Control,Control validates that submit a compliance confirmation report to management is performed and evidence is retained for Transaction report.,Risk,Risk Manager,Monthly,Manual,POL-000143,OBL-000555,5,2025-11-09,Fail
CTL-001142,ORG-0015,Operational Resilience Monitoring Control,Control validates that notify stakeholders when material incidents occur is performed and evidence is retained for Data retention proof.,Compliance,Compliance Officer,Daily,Manual,POL-000155,OBL-000300,38,2025-08-14,Fail
CTL-001143,ORG-0002,Audit & Reporting Review Control,Control validates that perform periodic control testing and document exceptions is performed and evidence is retained for Training log.,Data Governance,Admin,Daily,Semi-automated,POL-000016,OBL-000342,80,2025-06-27,Pass
CTL-001144,ORG-0007,Data Privacy Attestation Control,Control validates that submit a compliance confirmation report to management is performed and evidence is retained for Board minutes.,Trading Desk,Security Officer,Event-based,Manual,POL-000064,OBL-000229,43,2026-06-20,Fail
CTL-001145,ORG-0002,Capital Adequacy Monitoring Control,Control validates that validate system calculations against approved methodology is performed and evidence is retained for Transaction report.,Compliance,Compliance Officer,Annual,Semi-automated,POL-000013,OBL-000448,12,2025-06-25,Fail
CTL-001146,ORG-0005,KYC/AML Attestation Control,Control validates that submit a compliance confirmation report to management is performed and evidence is retained for Training log.,Data Governance,Data Protection Officer,Event-based,Semi-automated,POL-000049,OBL-000329,100,2024-12-30,Pass
CTL-001147,ORG-0006,KYC/AML Attestation Control,Control validates that retain supporting records for audit and supervisory review is performed and evidence is retained for Risk assessment.,Legal,Admin,Annual,Manual,POL-000061,OBL-000641,100,2025-08-27,Pass
CTL-001148,ORG-0001,Incident Management Reconciliation Control,Control validates that update the internal policy and maintain approval evidence is performed and evidence is retained for Board minutes.,IT,ML Reviewer,Quarterly,Manual,POL-000001,OBL-000704,94,2025-12-23,Pass
CTL-001149,ORG-0006,Customer Protection Reconciliation Control,Control validates that update the internal policy and maintain approval evidence is performed and evidence is retained for Data retention proof.,Legal,Security Officer,Weekly,Manual,POL-000055,OBL-000558,69,2025-08-02,Pass with Exceptions
CTL-001150,ORG-0022,Liquidity Risk Escalation Control,Control validates that retain supporting records for audit and supervisory review is performed and evidence is retained for Board minutes.,Compliance,Compliance Officer,Daily,Semi-automated,POL-000223,OBL-000655,14,2025-08-29,Fail
CTL-001151,ORG-0016,Audit & Reporting Escalation Control,Control validates that monitor threshold breaches and escalate unresolved cases is performed and evidence is retained for Risk assessment.,Operations,Risk Manager,Daily,Manual,POL-000162,OBL-000553,100,2025-05-05,Pass
CTL-001152,ORG-0004,Disclosure Reconciliation Control,Control validates that review customer or transaction risk indicators is performed and evidence is retained for Vendor attestation.,Risk,Legal Reviewer,Event-based,Semi-automated,POL-000042,OBL-000730,84,2025-03-28,Pass
CTL-001153,ORG-0028,Data Privacy Approval Control,Control validates that update the internal policy and maintain approval evidence is performed and evidence is retained for Training log.,Compliance,Legal Reviewer,Quarterly,Automated,POL-000289,OBL-000264,37,2025-07-17,Fail
CTL-001154,ORG-0027,Data Privacy Escalation Control,Control validates that monitor threshold breaches and escalate unresolved cases is performed and evidence is retained for Audit sample.,Operations,ML Reviewer,Annual,Manual,POL-000270,OBL-000568,100,2025-04-15,Pass
CTL-001155,ORG-0023,Data Privacy Attestation Control,Control validates that update the internal policy and maintain approval evidence is performed and evidence is retained for Vendor attestation.,Risk,Security Officer,Half-yearly,Semi-automated,POL-000226,OBL-000325,85,2026-01-22,Pass
CTL-001156,ORG-0010,Disclosure Attestation Control,Control validates that review customer or transaction risk indicators is performed and evidence is retained for Vendor attestation.,Legal,Risk Manager,Event-based,Semi-automated,POL-000097,OBL-000730,70,2026-05-12,Pass with Exceptions
CTL-001157,ORG-0027,Trading Risk Reconciliation Control,Control validates that retain supporting records for audit and supervisory review is performed and evidence is retained for Data retention proof.,Data Governance,Legal Reviewer,Event-based,Manual,POL-000280,OBL-000006,97,2026-05-30,Pass
CTL-001158,ORG-0024,Disclosure Approval Control,Control validates that update the internal policy and maintain approval evidence is performed and evidence is retained for Policy document.,Operations,Security Officer,One-time,Semi-automated,POL-000247,OBL-000047,89,2025-01-25,Pass
CTL-001159,ORG-0004,Audit & Reporting Approval Control,Control validates that update the internal policy and maintain approval evidence is performed and evidence is retained for Board minutes.,IT,Security Officer,One-time,Automated,POL-000043,OBL-000483,93,2025-06-06,Pass
CTL-001160,ORG-0020,Customer Protection Monitoring Control,Control validates that notify stakeholders when material incidents occur is performed and evidence is retained for Board minutes.,Audit,Risk Manager,Annual,Automated,POL-000202,OBL-000434,56,2025-09-30,Pass with Exceptions
CTL-001161,ORG-0019,KYC/AML Reconciliation Control,Control validates that validate system calculations against approved methodology is performed and evidence is retained for Training log.,Operations,Legal Reviewer,Annual,Semi-automated,POL-000186,OBL-000371,95,2025-05-15,Pass
CTL-001162,ORG-0015,Incident Management Review Control,Control validates that review customer or transaction risk indicators is performed and evidence is retained for Policy document.,Risk,Policy Owner,Quarterly,Semi-automated,POL-000147,OBL-000673,84,2026-06-16,Pass
CTL-001163,ORG-0020,Cybersecurity Attestation Control,Control validates that retain supporting records for audit and supervisory review is performed and evidence is retained for Data retention proof.,Legal,Admin,Monthly,Automated,POL-000194,OBL-000408,53,2025-07-28,Pass with Exceptions
CTL-001164,ORG-0019,Incident Management Reconciliation Control,Control validates that validate system calculations against approved methodology is performed and evidence is retained for Access review.,Trading Desk,Security Officer,Half-yearly,Semi-automated,POL-000191,OBL-000246,51,2026-04-11,Pass with Exceptions
CTL-001165,ORG-0029,Cybersecurity Review Control,Control validates that submit a compliance confirmation report to management is performed and evidence is retained for Audit sample.,Risk,ML Reviewer,Monthly,Manual,POL-000301,OBL-000222,7,2025-03-18,Fail
CTL-001166,ORG-0018,Data Privacy Monitoring Control,Control validates that perform periodic control testing and document exceptions is performed and evidence is retained for Vendor attestation.,Security,Policy Owner,Monthly,Manual,POL-000177,OBL-000262,91,2026-05-23,Pass
CTL-001167,ORG-0005,Data Privacy Monitoring Control,Control validates that retain supporting records for audit and supervisory review is performed and evidence is retained for System report.,Legal,Policy Owner,One-time,Automated,POL-000044,OBL-000032,71,2025-06-15,Pass with Exceptions
CTL-001168,ORG-0012,Disclosure Monitoring Control,Control validates that perform periodic control testing and document exceptions is performed and evidence is retained for Incident record.,Data Governance,Auditor,One-time,Semi-automated,POL-000118,OBL-000128,97,2026-05-21,Pass
