obligation_id,circular_id,regulator_code,sector,category,obligation_type,obligation_text,accountable_actor,action_required,frequency,evidence_required,due_days_from_effective_date,penalty_risk,risk_weight,expected_control,created_by_extractor,extractor_confidence
OBL-000629,CIR-00181,RBI,Brokerage,Data Privacy,Approve,Operations Lead must validate system calculations against approved methodology for Data Privacy under RBI circular CIR-00181 on a quarterly basis.,Operations Lead,validate system calculations against approved methodology,Quarterly,Incident record,120,Low,20,Data quality validation,llm_extractor_v1,0.794
OBL-000630,CIR-00181,RBI,Brokerage,Data Privacy,Retain,Risk Manager must review customer or transaction risk indicators for Data Privacy under RBI circular CIR-00181 on a event-based basis.,Risk Manager,review customer or transaction risk indicators,Event-based,Data retention proof,7,Critical,85,Risk committee sign-off,rule_engine_v1,0.683
OBL-000631,CIR-00182,SEBI,Insurance,Data Privacy,Monitor,Policy Owner must perform periodic control testing and document exceptions for Data Privacy under SEBI circular CIR-00182 on a annual basis.,Policy Owner,perform periodic control testing and document exceptions,Annual,Training log,120,Medium,45,Maker-checker approval,llm_extractor_v1,0.932
OBL-000632,CIR-00182,SEBI,Insurance,Data Privacy,Approve,Compliance Officer must retain supporting records for audit and supervisory review for Data Privacy under SEBI circular CIR-00182 on a one-time basis.,Compliance Officer,retain supporting records for audit and supervisory review,One-time,System report,30,Low,24,Independent audit sample,rule_engine_v1,0.729
OBL-000633,CIR-00183,NPCI,NBFC,KYC/AML,Notify,Policy Owner must review customer or transaction risk indicators for KYC/AML under NPCI circular CIR-00183 on a event-based basis.,Policy Owner,review customer or transaction risk indicators,Event-based,System report,120,High,74,Independent audit sample,llm_extractor_v1,0.874
OBL-000634,CIR-00183,NPCI,NBFC,KYC/AML,Validate,Data Protection Officer must notify stakeholders when material incidents occur for KYC/AML under NPCI circular CIR-00183 on a monthly basis.,Data Protection Officer,notify stakeholders when material incidents occur,Monthly,Transaction report,30,Critical,92,Risk committee sign-off,rule_engine_v1,0.902
OBL-000635,CIR-00183,NPCI,NBFC,KYC/AML,Maintain,Auditor must monitor threshold breaches and escalate unresolved cases for KYC/AML under NPCI circular CIR-00183 on a half-yearly basis.,Auditor,monitor threshold breaches and escalate unresolved cases,Half-yearly,Audit sample,7,High,72,Maker-checker approval,rule_engine_v1,0.874
OBL-000636,CIR-00184,RBI,Mutual Funds,Disclosure,Disclose,Risk Manager must review customer or transaction risk indicators for Disclosure under RBI circular CIR-00184 on a monthly basis.,Risk Manager,review customer or transaction risk indicators,Monthly,Vendor attestation,60,Medium,48,Dashboard alert,llm_extractor_v1,0.77
OBL-000637,CIR-00184,RBI,Mutual Funds,Disclosure,Retain,Risk Manager must submit a compliance confirmation report to management for Disclosure under RBI circular CIR-00184 on a weekly basis.,Risk Manager,submit a compliance confirmation report to management,Weekly,Audit sample,30,Medium,46,Data quality validation,llm_extractor_v1,0.829
OBL-000638,CIR-00184,RBI,Mutual Funds,Disclosure,Disclose,Legal Reviewer must validate system calculations against approved methodology for Disclosure under RBI circular CIR-00184 on a monthly basis.,Legal Reviewer,validate system calculations against approved methodology,Monthly,System report,30,Low,24,Automated reconciliation,rule_engine_v1,0.934
OBL-000639,CIR-00184,RBI,Mutual Funds,Disclosure,Maintain,Data Protection Officer must submit a compliance confirmation report to management for Disclosure under RBI circular CIR-00184 on a monthly basis.,Data Protection Officer,submit a compliance confirmation report to management,Monthly,Board minutes,45,Medium,50,Data quality validation,llm_extractor_v1,0.714
OBL-000640,CIR-00184,RBI,Mutual Funds,Disclosure,Validate,Security Officer must monitor threshold breaches and escalate unresolved cases for Disclosure under RBI circular CIR-00184 on a daily basis.,Security Officer,monitor threshold breaches and escalate unresolved cases,Daily,Incident record,60,Low,21,Dashboard alert,rule_engine_v1,0.759
OBL-000641,CIR-00185,SEBI,Mutual Funds,KYC/AML,Report,Auditor must retain supporting records for audit and supervisory review for KYC/AML under SEBI circular CIR-00185 on a annual basis.,Auditor,retain supporting records for audit and supervisory review,Annual,Risk assessment,15,Medium,49,Exception workflow,llm_extractor_v1,0.823
OBL-000642,CIR-00185,SEBI,Mutual Funds,KYC/AML,Disclose,Compliance Officer must monitor threshold breaches and escalate unresolved cases for KYC/AML under SEBI circular CIR-00185 on a daily basis.,Compliance Officer,monitor threshold breaches and escalate unresolved cases,Daily,Data retention proof,15,Critical,86,Maker-checker approval,llm_extractor_v1,0.847
OBL-000643,CIR-00186,SEBI,NBFC,Data Privacy,Maintain,Auditor must validate system calculations against approved methodology for Data Privacy under SEBI circular CIR-00186 on a daily basis.,Auditor,validate system calculations against approved methodology,Daily,Access review,7,Medium,43,Exception workflow,llm_extractor_v1,0.73
OBL-000644,CIR-00186,SEBI,NBFC,Data Privacy,Implement,Legal Reviewer must retain supporting records for audit and supervisory review for Data Privacy under SEBI circular CIR-00186 on a half-yearly basis.,Legal Reviewer,retain supporting records for audit and supervisory review,Half-yearly,Data retention proof,7,High,67,Data quality validation,llm_extractor_v1,0.927
OBL-000645,CIR-00186,SEBI,NBFC,Data Privacy,Implement,Risk Manager must submit a compliance confirmation report to management for Data Privacy under SEBI circular CIR-00186 on a weekly basis.,Risk Manager,submit a compliance confirmation report to management,Weekly,Incident record,45,Medium,42,Maker-checker approval,llm_extractor_v1,0.804
OBL-000646,CIR-00187,IRDAI,Capital Markets,Data Privacy,Review,Policy Owner must update the internal policy and maintain approval evidence for Data Privacy under IRDAI circular CIR-00187 on a quarterly basis.,Policy Owner,update the internal policy and maintain approval evidence,Quarterly,System report,45,High,74,Maker-checker approval,llm_extractor_v1,0.752
OBL-000647,CIR-00187,IRDAI,Capital Markets,Data Privacy,Maintain,Admin must retain supporting records for audit and supervisory review for Data Privacy under IRDAI circular CIR-00187 on a one-time basis.,Admin,retain supporting records for audit and supervisory review,One-time,Board minutes,60,High,73,Monthly review checklist,llm_extractor_v1,0.905
OBL-000648,CIR-00188,SEBI,Insurance,Customer Protection,Approve,Data Protection Officer must review customer or transaction risk indicators for Customer Protection under SEBI circular CIR-00188 on a half-yearly basis.,Data Protection Officer,review customer or transaction risk indicators,Half-yearly,Vendor attestation,30,Critical,95,Data quality validation,rule_engine_v1,0.813
OBL-000649,CIR-00188,SEBI,Insurance,Customer Protection,Monitor,ML Reviewer must notify stakeholders when material incidents occur for Customer Protection under SEBI circular CIR-00188 on a quarterly basis.,ML Reviewer,notify stakeholders when material incidents occur,Quarterly,Incident record,90,Low,23,Maker-checker approval,rule_engine_v1,0.799
OBL-000650,CIR-00189,NPCI,Mutual Funds,KYC/AML,Review,Compliance Officer must monitor threshold breaches and escalate unresolved cases for KYC/AML under NPCI circular CIR-00189 on a half-yearly basis.,Compliance Officer,monitor threshold breaches and escalate unresolved cases,Half-yearly,Vendor attestation,90,Medium,46,Dashboard alert,rule_engine_v1,0.706
OBL-000651,CIR-00189,NPCI,Mutual Funds,KYC/AML,Disclose,ML Reviewer must notify stakeholders when material incidents occur for KYC/AML under NPCI circular CIR-00189 on a daily basis.,ML Reviewer,notify stakeholders when material incidents occur,Daily,Access review,60,Critical,87,Exception workflow,llm_extractor_v1,0.781
OBL-000652,CIR-00189,NPCI,Mutual Funds,KYC/AML,Monitor,Security Officer must retain supporting records for audit and supervisory review for KYC/AML under NPCI circular CIR-00189 on a annual basis.,Security Officer,retain supporting records for audit and supervisory review,Annual,Transaction report,7,Medium,49,Dashboard alert,llm_extractor_v1,0.716
OBL-000653,CIR-00190,FIU-IND,Capital Markets,Liquidity Risk,Notify,Risk Manager must update the internal policy and maintain approval evidence for Liquidity Risk under FIU-IND circular CIR-00190 on a half-yearly basis.,Risk Manager,update the internal policy and maintain approval evidence,Half-yearly,Access review,90,Medium,42,Data quality validation,llm_extractor_v1,0.832
OBL-000654,CIR-00190,FIU-IND,Capital Markets,Liquidity Risk,Approve,Data Protection Officer must retain supporting records for audit and supervisory review for Liquidity Risk under FIU-IND circular CIR-00190 on a weekly basis.,Data Protection Officer,retain supporting records for audit and supervisory review,Weekly,Access review,30,Low,15,Data quality validation,rule_engine_v1,0.762
OBL-000655,CIR-00190,FIU-IND,Capital Markets,Liquidity Risk,Notify,Data Protection Officer must retain supporting records for audit and supervisory review for Liquidity Risk under FIU-IND circular CIR-00190 on a daily basis.,Data Protection Officer,retain supporting records for audit and supervisory review,Daily,Board minutes,30,Low,25,Maker-checker approval,rule_engine_v1,0.72
OBL-000656,CIR-00190,FIU-IND,Capital Markets,Liquidity Risk,Approve,Legal Reviewer must submit a compliance confirmation report to management for Liquidity Risk under FIU-IND circular CIR-00190 on a weekly basis.,Legal Reviewer,submit a compliance confirmation report to management,Weekly,System report,15,Critical,91,Automated reconciliation,rule_engine_v1,0.689
OBL-000657,CIR-00190,FIU-IND,Capital Markets,Liquidity Risk,Monitor,Security Officer must validate system calculations against approved methodology for Liquidity Risk under FIU-IND circular CIR-00190 on a monthly basis.,Security Officer,validate system calculations against approved methodology,Monthly,Data retention proof,7,Medium,44,Exception workflow,llm_extractor_v1,0.73
OBL-000658,CIR-00191,NPCI,NBFC,Audit & Reporting,Monitor,Auditor must retain supporting records for audit and supervisory review for Audit & Reporting under NPCI circular CIR-00191 on a weekly basis.,Auditor,retain supporting records for audit and supervisory review,Weekly,Data retention proof,60,Low,18,Exception workflow,llm_extractor_v1,0.766
OBL-000659,CIR-00191,NPCI,NBFC,Audit & Reporting,Retain,Security Officer must perform periodic control testing and document exceptions for Audit & Reporting under NPCI circular CIR-00191 on a weekly basis.,Security Officer,perform periodic control testing and document exceptions,Weekly,Risk assessment,45,Low,20,Dashboard alert,llm_extractor_v1,0.804
OBL-000660,CIR-00191,NPCI,NBFC,Audit & Reporting,Disclose,Compliance Officer must update the internal policy and maintain approval evidence for Audit & Reporting under NPCI circular CIR-00191 on a annual basis.,Compliance Officer,update the internal policy and maintain approval evidence,Annual,Vendor attestation,45,Critical,86,Monthly review checklist,llm_extractor_v1,0.768
OBL-000661,CIR-00191,NPCI,NBFC,Audit & Reporting,Implement,Admin must retain supporting records for audit and supervisory review for Audit & Reporting under NPCI circular CIR-00191 on a half-yearly basis.,Admin,retain supporting records for audit and supervisory review,Half-yearly,Policy document,120,Low,21,Monthly review checklist,llm_extractor_v1,0.682
OBL-000662,CIR-00191,NPCI,NBFC,Audit & Reporting,Validate,Risk Manager must update the internal policy and maintain approval evidence for Audit & Reporting under NPCI circular CIR-00191 on a event-based basis.,Risk Manager,update the internal policy and maintain approval evidence,Event-based,Board minutes,90,Medium,41,Dashboard alert,llm_extractor_v1,0.918
OBL-000663,CIR-00192,IRDAI,Mutual Funds,Data Privacy,Monitor,Admin must update the internal policy and maintain approval evidence for Data Privacy under IRDAI circular CIR-00192 on a one-time basis.,Admin,update the internal policy and maintain approval evidence,One-time,System report,60,High,67,Data quality validation,rule_engine_v1,0.94
OBL-000664,CIR-00192,IRDAI,Mutual Funds,Data Privacy,Review,Legal Reviewer must update the internal policy and maintain approval evidence for Data Privacy under IRDAI circular CIR-00192 on a quarterly basis.,Legal Reviewer,update the internal policy and maintain approval evidence,Quarterly,Data retention proof,60,High,68,Automated reconciliation,rule_engine_v1,0.724
OBL-000665,CIR-00192,IRDAI,Mutual Funds,Data Privacy,Maintain,Auditor must perform periodic control testing and document exceptions for Data Privacy under IRDAI circular CIR-00192 on a daily basis.,Auditor,perform periodic control testing and document exceptions,Daily,Training log,120,Medium,48,Data quality validation,llm_extractor_v1,0.949
OBL-000666,CIR-00192,IRDAI,Mutual Funds,Data Privacy,Approve,Policy Owner must monitor threshold breaches and escalate unresolved cases for Data Privacy under IRDAI circular CIR-00192 on a annual basis.,Policy Owner,monitor threshold breaches and escalate unresolved cases,Annual,Vendor attestation,60,High,69,Data quality validation,llm_extractor_v1,0.859
OBL-000667,CIR-00192,IRDAI,Mutual Funds,Data Privacy,Disclose,Compliance Officer must submit a compliance confirmation report to management for Data Privacy under IRDAI circular CIR-00192 on a weekly basis.,Compliance Officer,submit a compliance confirmation report to management,Weekly,Data retention proof,90,Low,25,Risk committee sign-off,rule_engine_v1,0.895
OBL-000668,CIR-00193,SEBI,Banking,Liquidity Risk,Retain,Legal Reviewer must perform periodic control testing and document exceptions for Liquidity Risk under SEBI circular CIR-00193 on a event-based basis.,Legal Reviewer,perform periodic control testing and document exceptions,Event-based,Access review,45,Critical,90,Exception workflow,llm_extractor_v1,0.882
OBL-000669,CIR-00193,SEBI,Banking,Liquidity Risk,Maintain,Security Officer must submit a compliance confirmation report to management for Liquidity Risk under SEBI circular CIR-00193 on a event-based basis.,Security Officer,submit a compliance confirmation report to management,Event-based,Risk assessment,45,Low,16,Independent audit sample,rule_engine_v1,0.768
OBL-000670,CIR-00193,SEBI,Banking,Liquidity Risk,Notify,Operations Lead must submit a compliance confirmation report to management for Liquidity Risk under SEBI circular CIR-00193 on a event-based basis.,Operations Lead,submit a compliance confirmation report to management,Event-based,Board minutes,90,Medium,47,Exception workflow,rule_engine_v1,0.726
OBL-000671,CIR-00194,SEBI,NBFC,Incident Management,Monitor,Risk Manager must submit a compliance confirmation report to management for Incident Management under SEBI circular CIR-00194 on a annual basis.,Risk Manager,submit a compliance confirmation report to management,Annual,Audit sample,30,High,75,Dashboard alert,llm_extractor_v1,0.929
OBL-000672,CIR-00194,SEBI,NBFC,Incident Management,Review,Legal Reviewer must validate system calculations against approved methodology for Incident Management under SEBI circular CIR-00194 on a quarterly basis.,Legal Reviewer,validate system calculations against approved methodology,Quarterly,Data retention proof,120,Low,25,Data quality validation,llm_extractor_v1,0.817
OBL-000673,CIR-00194,SEBI,NBFC,Incident Management,Review,Operations Lead must review customer or transaction risk indicators for Incident Management under SEBI circular CIR-00194 on a quarterly basis.,Operations Lead,review customer or transaction risk indicators,Quarterly,Policy document,120,High,71,Automated reconciliation,rule_engine_v1,0.927
OBL-000674,CIR-00195,MOF,Mutual Funds,Cybersecurity,Implement,Risk Manager must notify stakeholders when material incidents occur for Cybersecurity under MOF circular CIR-00195 on a daily basis.,Risk Manager,notify stakeholders when material incidents occur,Daily,Data retention proof,45,Critical,90,Risk committee sign-off,llm_extractor_v1,0.914
OBL-000675,CIR-00195,MOF,Mutual Funds,Cybersecurity,Implement,Security Officer must validate system calculations against approved methodology for Cybersecurity under MOF circular CIR-00195 on a daily basis.,Security Officer,validate system calculations against approved methodology,Daily,Policy document,7,Critical,94,Exception workflow,rule_engine_v1,0.926
OBL-000676,CIR-00195,MOF,Mutual Funds,Cybersecurity,Maintain,Admin must update the internal policy and maintain approval evidence for Cybersecurity under MOF circular CIR-00195 on a event-based basis.,Admin,update the internal policy and maintain approval evidence,Event-based,Incident record,30,Critical,86,Data quality validation,llm_extractor_v1,0.967
OBL-000677,CIR-00196,MOF,Banking,KYC/AML,Implement,Data Protection Officer must retain supporting records for audit and supervisory review for KYC/AML under MOF circular CIR-00196 on a quarterly basis.,Data Protection Officer,retain supporting records for audit and supervisory review,Quarterly,Vendor attestation,90,Medium,42,Independent audit sample,llm_extractor_v1,0.915
OBL-000678,CIR-00196,MOF,Banking,KYC/AML,Implement,Compliance Officer must perform periodic control testing and document exceptions for KYC/AML under MOF circular CIR-00196 on a daily basis.,Compliance Officer,perform periodic control testing and document exceptions,Daily,Transaction report,120,Medium,42,Maker-checker approval,llm_extractor_v1,0.798
OBL-000679,CIR-00196,MOF,Banking,KYC/AML,Validate,Policy Owner must notify stakeholders when material incidents occur for KYC/AML under MOF circular CIR-00196 on a daily basis.,Policy Owner,notify stakeholders when material incidents occur,Daily,Incident record,15,Medium,49,Data quality validation,llm_extractor_v1,0.783
OBL-000680,CIR-00197,FIU-IND,NBFC,Disclosure,Maintain,Security Officer must perform periodic control testing and document exceptions for Disclosure under FIU-IND circular CIR-00197 on a event-based basis.,Security Officer,perform periodic control testing and document exceptions,Event-based,Risk assessment,15,Medium,48,Exception workflow,rule_engine_v1,0.825
OBL-000681,CIR-00197,FIU-IND,NBFC,Disclosure,Report,Auditor must retain supporting records for audit and supervisory review for Disclosure under FIU-IND circular CIR-00197 on a half-yearly basis.,Auditor,retain supporting records for audit and supervisory review,Half-yearly,Board minutes,30,Critical,91,Dashboard alert,rule_engine_v1,0.933
OBL-000682,CIR-00197,FIU-IND,NBFC,Disclosure,Approve,Admin must monitor threshold breaches and escalate unresolved cases for Disclosure under FIU-IND circular CIR-00197 on a daily basis.,Admin,monitor threshold breaches and escalate unresolved cases,Daily,Audit sample,60,High,73,Exception workflow,llm_extractor_v1,0.696
OBL-000683,CIR-00198,IRDAI,Mutual Funds,KYC/AML,Notify,Compliance Officer must update the internal policy and maintain approval evidence for KYC/AML under IRDAI circular CIR-00198 on a event-based basis.,Compliance Officer,update the internal policy and maintain approval evidence,Event-based,Access review,30,Medium,43,Dashboard alert,llm_extractor_v1,0.697
OBL-000684,CIR-00198,IRDAI,Mutual Funds,KYC/AML,Implement,Compliance Officer must monitor threshold breaches and escalate unresolved cases for KYC/AML under IRDAI circular CIR-00198 on a half-yearly basis.,Compliance Officer,monitor threshold breaches and escalate unresolved cases,Half-yearly,Data retention proof,120,Medium,49,Maker-checker approval,llm_extractor_v1,0.701
OBL-000685,CIR-00199,FIU-IND,Mutual Funds,Cybersecurity,Notify,Data Protection Officer must submit a compliance confirmation report to management for Cybersecurity under FIU-IND circular CIR-00199 on a daily basis.,Data Protection Officer,submit a compliance confirmation report to management,Daily,Audit sample,7,Medium,41,Maker-checker approval,llm_extractor_v1,0.745
OBL-000686,CIR-00199,FIU-IND,Mutual Funds,Cybersecurity,Monitor,Legal Reviewer must monitor threshold breaches and escalate unresolved cases for Cybersecurity under FIU-IND circular CIR-00199 on a annual basis.,Legal Reviewer,monitor threshold breaches and escalate unresolved cases,Annual,Vendor attestation,7,Low,15,Risk committee sign-off,llm_extractor_v1,0.929
OBL-000687,CIR-00199,FIU-IND,Mutual Funds,Cybersecurity,Report,Security Officer must validate system calculations against approved methodology for Cybersecurity under FIU-IND circular CIR-00199 on a event-based basis.,Security Officer,validate system calculations against approved methodology,Event-based,Board minutes,45,High,71,Monthly review checklist,rule_engine_v1,0.714
OBL-000688,CIR-00199,FIU-IND,Mutual Funds,Cybersecurity,Notify,Auditor must review customer or transaction risk indicators for Cybersecurity under FIU-IND circular CIR-00199 on a half-yearly basis.,Auditor,review customer or transaction risk indicators,Half-yearly,Incident record,7,Medium,43,Risk committee sign-off,rule_engine_v1,0.683
OBL-000689,CIR-00199,FIU-IND,Mutual Funds,Cybersecurity,Disclose,Auditor must update the internal policy and maintain approval evidence for Cybersecurity under FIU-IND circular CIR-00199 on a one-time basis.,Auditor,update the internal policy and maintain approval evidence,One-time,Board minutes,15,Low,22,Monthly review checklist,rule_engine_v1,0.771
OBL-000690,CIR-00200,SEBI,NBFC,KYC/AML,Approve,Security Officer must notify stakeholders when material incidents occur for KYC/AML under SEBI circular CIR-00200 on a weekly basis.,Security Officer,notify stakeholders when material incidents occur,Weekly,Transaction report,90,High,66,Automated reconciliation,rule_engine_v1,0.838
OBL-000691,CIR-00200,SEBI,NBFC,KYC/AML,Retain,Data Protection Officer must retain supporting records for audit and supervisory review for KYC/AML under SEBI circular CIR-00200 on a half-yearly basis.,Data Protection Officer,retain supporting records for audit and supervisory review,Half-yearly,Training log,120,Critical,93,Exception workflow,llm_extractor_v1,0.751
OBL-000692,CIR-00200,SEBI,NBFC,KYC/AML,Approve,ML Reviewer must perform periodic control testing and document exceptions for KYC/AML under SEBI circular CIR-00200 on a half-yearly basis.,ML Reviewer,perform periodic control testing and document exceptions,Half-yearly,Audit sample,45,Low,24,Data quality validation,rule_engine_v1,0.739
OBL-000693,CIR-00201,SEBI,Banking,Cybersecurity,Validate,ML Reviewer must monitor threshold breaches and escalate unresolved cases for Cybersecurity under SEBI circular CIR-00201 on a monthly basis.,ML Reviewer,monitor threshold breaches and escalate unresolved cases,Monthly,Access review,90,Low,17,Maker-checker approval,llm_extractor_v1,0.883
OBL-000694,CIR-00201,SEBI,Banking,Cybersecurity,Retain,Data Protection Officer must update the internal policy and maintain approval evidence for Cybersecurity under SEBI circular CIR-00201 on a daily basis.,Data Protection Officer,update the internal policy and maintain approval evidence,Daily,Board minutes,60,Medium,46,Exception workflow,llm_extractor_v1,0.705
OBL-000695,CIR-00201,SEBI,Banking,Cybersecurity,Approve,Compliance Officer must validate system calculations against approved methodology for Cybersecurity under SEBI circular CIR-00201 on a annual basis.,Compliance Officer,validate system calculations against approved methodology,Annual,Vendor attestation,7,Medium,43,Risk committee sign-off,llm_extractor_v1,0.871
OBL-000696,CIR-00202,IRDAI,FinTech,Incident Management,Approve,Operations Lead must update the internal policy and maintain approval evidence for Incident Management under IRDAI circular CIR-00202 on a one-time basis.,Operations Lead,update the internal policy and maintain approval evidence,One-time,Audit sample,120,High,70,Exception workflow,llm_extractor_v1,0.851
OBL-000697,CIR-00202,IRDAI,FinTech,Incident Management,Report,Security Officer must validate system calculations against approved methodology for Incident Management under IRDAI circular CIR-00202 on a half-yearly basis.,Security Officer,validate system calculations against approved methodology,Half-yearly,Transaction report,90,High,65,Automated reconciliation,llm_extractor_v1,0.956
OBL-000698,CIR-00203,IRDAI,FinTech,Disclosure,Validate,Admin must retain supporting records for audit and supervisory review for Disclosure under IRDAI circular CIR-00203 on a event-based basis.,Admin,retain supporting records for audit and supervisory review,Event-based,Risk assessment,45,Low,22,Risk committee sign-off,rule_engine_v1,0.684
OBL-000699,CIR-00203,IRDAI,FinTech,Disclosure,Approve,ML Reviewer must retain supporting records for audit and supervisory review for Disclosure under IRDAI circular CIR-00203 on a daily basis.,ML Reviewer,retain supporting records for audit and supervisory review,Daily,Training log,45,Medium,40,Exception workflow,llm_extractor_v1,0.871
OBL-000700,CIR-00203,IRDAI,FinTech,Disclosure,Notify,Legal Reviewer must review customer or transaction risk indicators for Disclosure under IRDAI circular CIR-00203 on a one-time basis.,Legal Reviewer,review customer or transaction risk indicators,One-time,System report,120,High,67,Data quality validation,llm_extractor_v1,0.808
OBL-000701,CIR-00203,IRDAI,FinTech,Disclosure,Retain,Data Protection Officer must monitor threshold breaches and escalate unresolved cases for Disclosure under IRDAI circular CIR-00203 on a one-time basis.,Data Protection Officer,monitor threshold breaches and escalate unresolved cases,One-time,Incident record,60,Medium,41,Exception workflow,llm_extractor_v1,0.84
OBL-000702,CIR-00204,IRDAI,FinTech,Data Privacy,Retain,Legal Reviewer must retain supporting records for audit and supervisory review for Data Privacy under IRDAI circular CIR-00204 on a weekly basis.,Legal Reviewer,retain supporting records for audit and supervisory review,Weekly,Access review,15,High,68,Monthly review checklist,rule_engine_v1,0.859
OBL-000703,CIR-00204,IRDAI,FinTech,Data Privacy,Report,Compliance Officer must submit a compliance confirmation report to management for Data Privacy under IRDAI circular CIR-00204 on a monthly basis.,Compliance Officer,submit a compliance confirmation report to management,Monthly,System report,120,High,72,Dashboard alert,rule_engine_v1,0.888
OBL-000704,CIR-00205,MOF,NBFC,Incident Management,Approve,Operations Lead must update the internal policy and maintain approval evidence for Incident Management under MOF circular CIR-00205 on a quarterly basis.,Operations Lead,update the internal policy and maintain approval evidence,Quarterly,Board minutes,30,High,66,Automated reconciliation,llm_extractor_v1,0.713
OBL-000705,CIR-00205,MOF,NBFC,Incident Management,Maintain,Operations Lead must review customer or transaction risk indicators for Incident Management under MOF circular CIR-00205 on a monthly basis.,Operations Lead,review customer or transaction risk indicators,Monthly,Training log,90,High,71,Automated reconciliation,llm_extractor_v1,0.934
OBL-000706,CIR-00206,FIU-IND,FinTech,Disclosure,Report,Operations Lead must review customer or transaction risk indicators for Disclosure under FIU-IND circular CIR-00206 on a half-yearly basis.,Operations Lead,review customer or transaction risk indicators,Half-yearly,Transaction report,90,Critical,90,Data quality validation,llm_extractor_v1,0.765
OBL-000707,CIR-00206,FIU-IND,FinTech,Disclosure,Report,Compliance Officer must retain supporting records for audit and supervisory review for Disclosure under FIU-IND circular CIR-00206 on a weekly basis.,Compliance Officer,retain supporting records for audit and supervisory review,Weekly,Incident record,60,Critical,85,Automated reconciliation,llm_extractor_v1,0.914
OBL-000708,CIR-00206,FIU-IND,FinTech,Disclosure,Validate,Security Officer must update the internal policy and maintain approval evidence for Disclosure under FIU-IND circular CIR-00206 on a half-yearly basis.,Security Officer,update the internal policy and maintain approval evidence,Half-yearly,Training log,15,High,71,Automated reconciliation,llm_extractor_v1,0.958
OBL-000709,CIR-00207,RBI,Capital Markets,Outsourcing,Notify,Risk Manager must update the internal policy and maintain approval evidence for Outsourcing under RBI circular CIR-00207 on a annual basis.,Risk Manager,update the internal policy and maintain approval evidence,Annual,Audit sample,90,High,73,Data quality validation,llm_extractor_v1,0.737
OBL-000710,CIR-00207,RBI,Capital Markets,Outsourcing,Notify,Operations Lead must monitor threshold breaches and escalate unresolved cases for Outsourcing under RBI circular CIR-00207 on a quarterly basis.,Operations Lead,monitor threshold breaches and escalate unresolved cases,Quarterly,Training log,30,High,68,Data quality validation,llm_extractor_v1,0.962
OBL-000711,CIR-00207,RBI,Capital Markets,Outsourcing,Implement,Operations Lead must perform periodic control testing and document exceptions for Outsourcing under RBI circular CIR-00207 on a event-based basis.,Operations Lead,perform periodic control testing and document exceptions,Event-based,Risk assessment,60,Medium,41,Dashboard alert,llm_extractor_v1,0.856
OBL-000712,CIR-00208,RBI,NBFC,Disclosure,Disclose,Policy Owner must monitor threshold breaches and escalate unresolved cases for Disclosure under RBI circular CIR-00208 on a monthly basis.,Policy Owner,monitor threshold breaches and escalate unresolved cases,Monthly,Transaction report,45,High,75,Monthly review checklist,llm_extractor_v1,0.911
OBL-000713,CIR-00208,RBI,NBFC,Disclosure,Monitor,Risk Manager must validate system calculations against approved methodology for Disclosure under RBI circular CIR-00208 on a half-yearly basis.,Risk Manager,validate system calculations against approved methodology,Half-yearly,System report,15,Medium,49,Data quality validation,llm_extractor_v1,0.904
OBL-000714,CIR-00208,RBI,NBFC,Disclosure,Review,Policy Owner must perform periodic control testing and document exceptions for Disclosure under RBI circular CIR-00208 on a event-based basis.,Policy Owner,perform periodic control testing and document exceptions,Event-based,Board minutes,120,Medium,48,Data quality validation,llm_extractor_v1,0.717
OBL-000715,CIR-00208,RBI,NBFC,Disclosure,Report,Policy Owner must perform periodic control testing and document exceptions for Disclosure under RBI circular CIR-00208 on a annual basis.,Policy Owner,perform periodic control testing and document exceptions,Annual,Board minutes,120,Low,23,Independent audit sample,llm_extractor_v1,0.783
OBL-000716,CIR-00208,RBI,NBFC,Disclosure,Disclose,Risk Manager must review customer or transaction risk indicators for Disclosure under RBI circular CIR-00208 on a monthly basis.,Risk Manager,review customer or transaction risk indicators,Monthly,Access review,30,High,74,Automated reconciliation,llm_extractor_v1,0.693
OBL-000717,CIR-00209,RBI,Brokerage,Cybersecurity,Retain,Data Protection Officer must validate system calculations against approved methodology for Cybersecurity under RBI circular CIR-00209 on a annual basis.,Data Protection Officer,validate system calculations against approved methodology,Annual,Data retention proof,45,Medium,42,Monthly review checklist,llm_extractor_v1,0.851
OBL-000718,CIR-00209,RBI,Brokerage,Cybersecurity,Validate,Compliance Officer must review customer or transaction risk indicators for Cybersecurity under RBI circular CIR-00209 on a daily basis.,Compliance Officer,review customer or transaction risk indicators,Daily,Policy document,45,High,71,Dashboard alert,llm_extractor_v1,0.828
OBL-000719,CIR-00209,RBI,Brokerage,Cybersecurity,Notify,Auditor must retain supporting records for audit and supervisory review for Cybersecurity under RBI circular CIR-00209 on a quarterly basis.,Auditor,retain supporting records for audit and supervisory review,Quarterly,System report,7,Medium,49,Independent audit sample,rule_engine_v1,0.791
OBL-000720,CIR-00209,RBI,Brokerage,Cybersecurity,Review,Auditor must validate system calculations against approved methodology for Cybersecurity under RBI circular CIR-00209 on a weekly basis.,Auditor,validate system calculations against approved methodology,Weekly,Board minutes,60,Medium,49,Dashboard alert,rule_engine_v1,0.763
