drift_id,org_id,previous_policy_id,new_circular_id,drift_type,old_requirement,new_requirement,drift_score,impacted_departments,recommended_action,ground_truth_label,created_at
DRF-000351,ORG-0017,POL-000176,CIR-00010,Timeline Tightened,static limits,dynamic risk-based limits,59,"Finance,Legal","Revise policy from static limits to dynamic risk-based limits, update controls, and collect new evidence.",Minor Drift,2025-04-03T11:28:00
DRF-000352,ORG-0010,POL-000097,CIR-00188,Retention Period Changed,basic due diligence,enhanced due diligence for high-risk customers,29,"Audit,Risk,Finance","Revise policy from basic due diligence to enhanced due diligence for high-risk customers, update controls, and collect new evidence.",No Action Required,2026-03-09T15:12:00
DRF-000353,ORG-0010,POL-000095,CIR-00219,Reporting Frequency Changed,manual evidence upload,system-generated evidence hash,38,Risk,"Revise policy from manual evidence upload to system-generated evidence hash, update controls, and collect new evidence.",No Action Required,2025-08-15T08:29:00
DRF-000354,ORG-0021,POL-000212,CIR-00198,Approval Level Increased,manual evidence upload,system-generated evidence hash,75,"Finance,Security,Legal","Revise policy from manual evidence upload to system-generated evidence hash, update controls, and collect new evidence.",Material Drift,2026-05-22T17:00:00
DRF-000355,ORG-0016,POL-000159,CIR-00050,Reporting Frequency Changed,sample testing,complete population testing for high-risk items,42,"Risk,Operations","Revise policy from sample testing to complete population testing for high-risk items, update controls, and collect new evidence.",Minor Drift,2026-04-02T12:09:00
DRF-000356,ORG-0010,POL-000100,CIR-00015,Reporting Frequency Changed,static limits,dynamic risk-based limits,92,Legal,"Revise policy from static limits to dynamic risk-based limits, update controls, and collect new evidence.",Material Drift,2026-05-25T10:20:00
DRF-000357,ORG-0023,POL-000232,CIR-00205,Threshold Changed,manual evidence upload,system-generated evidence hash,57,Compliance,"Revise policy from manual evidence upload to system-generated evidence hash, update controls, and collect new evidence.",Minor Drift,2025-08-16T16:57:00
DRF-000358,ORG-0023,POL-000234,CIR-00093,Reporting Frequency Changed,informal escalation,formal incident notification within 24 hours,35,"Operations,Security","Revise policy from informal escalation to formal incident notification within 24 hours, update controls, and collect new evidence.",No Action Required,2026-05-02T19:45:00
DRF-000359,ORG-0023,POL-000230,CIR-00110,Threshold Changed,board noting,board approval with action tracker,70,Audit,"Revise policy from board noting to board approval with action tracker, update controls, and collect new evidence.",Material Drift,2025-11-27T09:52:00
DRF-000360,ORG-0017,POL-000169,CIR-00216,Scope Expanded,manual evidence upload,system-generated evidence hash,25,"Operations,Audit","Revise policy from manual evidence upload to system-generated evidence hash, update controls, and collect new evidence.",No Action Required,2025-09-23T15:22:00
DRF-000361,ORG-0021,POL-000213,CIR-00157,Reporting Frequency Changed,periodic audit,continuous monitoring dashboard,96,"Data Governance,Finance","Revise policy from periodic audit to continuous monitoring dashboard, update controls, and collect new evidence.",Material Drift,2025-11-16T13:26:00
DRF-000362,ORG-0009,POL-000091,CIR-00169,Retention Period Changed,static limits,dynamic risk-based limits,68,"Trading Desk,Security","Revise policy from static limits to dynamic risk-based limits, update controls, and collect new evidence.",Minor Drift,2026-01-14T19:05:00
DRF-000363,ORG-0008,POL-000077,CIR-00180,Threshold Changed,manual evidence upload,system-generated evidence hash,94,"Security,Compliance,Operations","Revise policy from manual evidence upload to system-generated evidence hash, update controls, and collect new evidence.",Material Drift,2025-06-19T12:49:00
DRF-000364,ORG-0005,POL-000046,CIR-00029,Reporting Frequency Changed,static limits,dynamic risk-based limits,65,Legal,"Revise policy from static limits to dynamic risk-based limits, update controls, and collect new evidence.",Minor Drift,2026-06-15T18:18:00
DRF-000365,ORG-0024,POL-000242,CIR-00177,Evidence Standard Changed,informal escalation,formal incident notification within 24 hours,59,"Risk,Compliance","Revise policy from informal escalation to formal incident notification within 24 hours, update controls, and collect new evidence.",Minor Drift,2025-04-03T12:36:00
DRF-000366,ORG-0017,POL-000172,CIR-00081,Timeline Tightened,annual review,quarterly review,62,"Risk,IT,Operations","Revise policy from annual review to quarterly review, update controls, and collect new evidence.",Minor Drift,2025-10-28T13:04:00
DRF-000367,ORG-0025,POL-000253,CIR-00103,New Control Required,annual review,quarterly review,96,"Risk,IT,Operations","Revise policy from annual review to quarterly review, update controls, and collect new evidence.",Material Drift,2025-11-27T14:22:00
DRF-000368,ORG-0007,POL-000072,CIR-00118,Timeline Tightened,annual review,quarterly review,61,"IT,Operations","Revise policy from annual review to quarterly review, update controls, and collect new evidence.",Minor Drift,2026-04-21T12:05:00
DRF-000369,ORG-0001,POL-000009,CIR-00013,New Control Required,periodic audit,continuous monitoring dashboard,24,"Data Governance,Compliance,Operations","Revise policy from periodic audit to continuous monitoring dashboard, update controls, and collect new evidence.",No Action Required,2025-09-07T12:57:00
DRF-000370,ORG-0012,POL-000117,CIR-00054,Reporting Frequency Changed,static limits,dynamic risk-based limits,24,Audit,"Revise policy from static limits to dynamic risk-based limits, update controls, and collect new evidence.",No Action Required,2026-06-24T12:11:00
DRF-000371,ORG-0024,POL-000240,CIR-00177,New Control Required,annual review,quarterly review,94,"Compliance,Operations","Revise policy from annual review to quarterly review, update controls, and collect new evidence.",Material Drift,2026-05-05T09:09:00
DRF-000372,ORG-0026,POL-000262,CIR-00093,New Control Required,basic due diligence,enhanced due diligence for high-risk customers,93,"Data Governance,Legal,Security","Revise policy from basic due diligence to enhanced due diligence for high-risk customers, update controls, and collect new evidence.",Material Drift,2025-04-30T17:44:00
DRF-000373,ORG-0015,POL-000148,CIR-00111,New Control Required,static limits,dynamic risk-based limits,61,Finance,"Revise policy from static limits to dynamic risk-based limits, update controls, and collect new evidence.",Minor Drift,2026-05-14T08:07:00
DRF-000374,ORG-0018,POL-000178,CIR-00028,Timeline Tightened,periodic audit,continuous monitoring dashboard,46,IT,"Revise policy from periodic audit to continuous monitoring dashboard, update controls, and collect new evidence.",Minor Drift,2025-04-17T18:15:00
DRF-000375,ORG-0005,POL-000049,CIR-00052,Threshold Changed,sample testing,complete population testing for high-risk items,29,"Security,Risk","Revise policy from sample testing to complete population testing for high-risk items, update controls, and collect new evidence.",No Action Required,2025-11-21T17:09:00
DRF-000376,ORG-0027,POL-000271,CIR-00168,New Control Required,static limits,dynamic risk-based limits,29,"IT,Risk","Revise policy from static limits to dynamic risk-based limits, update controls, and collect new evidence.",No Action Required,2026-06-16T09:06:00
DRF-000377,ORG-0028,POL-000285,CIR-00105,Scope Expanded,periodic audit,continuous monitoring dashboard,68,Risk,"Revise policy from periodic audit to continuous monitoring dashboard, update controls, and collect new evidence.",Minor Drift,2025-12-03T11:30:00
DRF-000378,ORG-0001,POL-000003,CIR-00032,Approval Level Increased,basic due diligence,enhanced due diligence for high-risk customers,89,"Data Governance,Compliance","Revise policy from basic due diligence to enhanced due diligence for high-risk customers, update controls, and collect new evidence.",Material Drift,2026-06-11T11:23:00
DRF-000379,ORG-0011,POL-000114,CIR-00150,Retention Period Changed,static limits,dynamic risk-based limits,48,Operations,"Revise policy from static limits to dynamic risk-based limits, update controls, and collect new evidence.",Minor Drift,2026-03-01T09:09:00
DRF-000380,ORG-0004,POL-000037,CIR-00206,Scope Expanded,manual evidence upload,system-generated evidence hash,59,Security,"Revise policy from manual evidence upload to system-generated evidence hash, update controls, and collect new evidence.",Minor Drift,2026-03-23T18:24:00
DRF-000381,ORG-0013,POL-000135,CIR-00100,Evidence Standard Changed,informal escalation,formal incident notification within 24 hours,45,"Finance,Legal,Risk","Revise policy from informal escalation to formal incident notification within 24 hours, update controls, and collect new evidence.",Minor Drift,2025-09-13T11:37:00
DRF-000382,ORG-0009,POL-000089,CIR-00004,Timeline Tightened,static limits,dynamic risk-based limits,29,"Finance,Risk","Revise policy from static limits to dynamic risk-based limits, update controls, and collect new evidence.",No Action Required,2026-03-17T10:00:00
DRF-000383,ORG-0011,POL-000115,CIR-00142,Reporting Frequency Changed,board noting,board approval with action tracker,52,"Data Governance,Operations","Revise policy from board noting to board approval with action tracker, update controls, and collect new evidence.",Minor Drift,2026-02-05T11:27:00
DRF-000384,ORG-0030,POL-000304,CIR-00008,Reporting Frequency Changed,periodic audit,continuous monitoring dashboard,86,Operations,"Revise policy from periodic audit to continuous monitoring dashboard, update controls, and collect new evidence.",Material Drift,2026-06-04T18:12:00
DRF-000385,ORG-0012,POL-000119,CIR-00055,Threshold Changed,sample testing,complete population testing for high-risk items,55,Trading Desk,"Revise policy from sample testing to complete population testing for high-risk items, update controls, and collect new evidence.",Minor Drift,2025-09-21T09:32:00
DRF-000386,ORG-0001,POL-000011,CIR-00001,New Control Required,periodic audit,continuous monitoring dashboard,69,"IT,Legal","Revise policy from periodic audit to continuous monitoring dashboard, update controls, and collect new evidence.",Minor Drift,2025-09-14T13:16:00
DRF-000387,ORG-0017,POL-000172,CIR-00130,Threshold Changed,static limits,dynamic risk-based limits,31,Operations,"Revise policy from static limits to dynamic risk-based limits, update controls, and collect new evidence.",No Action Required,2026-06-25T18:21:00
DRF-000388,ORG-0025,POL-000257,CIR-00125,New Control Required,annual review,quarterly review,20,"Operations,Compliance","Revise policy from annual review to quarterly review, update controls, and collect new evidence.",No Action Required,2026-03-20T19:38:00
DRF-000389,ORG-0002,POL-000020,CIR-00033,New Control Required,board noting,board approval with action tracker,69,Finance,"Revise policy from board noting to board approval with action tracker, update controls, and collect new evidence.",Minor Drift,2025-10-30T14:28:00
DRF-000390,ORG-0007,POL-000064,CIR-00055,Scope Expanded,static limits,dynamic risk-based limits,86,"Operations,Audit","Revise policy from static limits to dynamic risk-based limits, update controls, and collect new evidence.",Material Drift,2025-12-29T17:29:00
DRF-000391,ORG-0011,POL-000108,CIR-00126,Evidence Standard Changed,annual review,quarterly review,30,Risk,"Revise policy from annual review to quarterly review, update controls, and collect new evidence.",No Action Required,2025-08-20T11:54:00
DRF-000392,ORG-0023,POL-000230,CIR-00156,Approval Level Increased,sample testing,complete population testing for high-risk items,92,"Legal,Trading Desk","Revise policy from sample testing to complete population testing for high-risk items, update controls, and collect new evidence.",Material Drift,2025-06-21T16:52:00
DRF-000393,ORG-0024,POL-000240,CIR-00204,New Control Required,manual evidence upload,system-generated evidence hash,73,"Audit,Finance","Revise policy from manual evidence upload to system-generated evidence hash, update controls, and collect new evidence.",Material Drift,2025-04-02T12:03:00
DRF-000394,ORG-0006,POL-000060,CIR-00169,Reporting Frequency Changed,periodic audit,continuous monitoring dashboard,59,"Trading Desk,Compliance","Revise policy from periodic audit to continuous monitoring dashboard, update controls, and collect new evidence.",Minor Drift,2025-10-08T12:34:00
DRF-000395,ORG-0003,POL-000024,CIR-00062,Retention Period Changed,basic due diligence,enhanced due diligence for high-risk customers,86,Audit,"Revise policy from basic due diligence to enhanced due diligence for high-risk customers, update controls, and collect new evidence.",Material Drift,2026-06-02T17:50:00
DRF-000396,ORG-0005,POL-000048,CIR-00191,Scope Expanded,board noting,board approval with action tracker,49,"Compliance,Finance","Revise policy from board noting to board approval with action tracker, update controls, and collect new evidence.",Minor Drift,2025-12-30T16:19:00
DRF-000397,ORG-0007,POL-000072,CIR-00064,Threshold Changed,sample testing,complete population testing for high-risk items,23,"Legal,Finance","Revise policy from sample testing to complete population testing for high-risk items, update controls, and collect new evidence.",No Action Required,2025-07-04T16:45:00
DRF-000398,ORG-0005,POL-000047,CIR-00159,Scope Expanded,manual evidence upload,system-generated evidence hash,94,"Trading Desk,IT","Revise policy from manual evidence upload to system-generated evidence hash, update controls, and collect new evidence.",Material Drift,2026-03-12T18:30:00
DRF-000399,ORG-0009,POL-000090,CIR-00203,New Control Required,board noting,board approval with action tracker,73,"Compliance,Operations,Risk","Revise policy from board noting to board approval with action tracker, update controls, and collect new evidence.",Material Drift,2026-02-21T18:53:00
DRF-000400,ORG-0030,POL-000312,CIR-00106,New Control Required,static limits,dynamic risk-based limits,94,Trading Desk,"Revise policy from static limits to dynamic risk-based limits, update controls, and collect new evidence.",Material Drift,2026-01-25T17:56:00
DRF-000401,ORG-0010,POL-000101,CIR-00030,Threshold Changed,informal escalation,formal incident notification within 24 hours,57,"Security,IT","Revise policy from informal escalation to formal incident notification within 24 hours, update controls, and collect new evidence.",Minor Drift,2026-05-27T10:29:00
DRF-000402,ORG-0016,POL-000160,CIR-00145,Evidence Standard Changed,basic due diligence,enhanced due diligence for high-risk customers,35,"Audit,Security,Risk","Revise policy from basic due diligence to enhanced due diligence for high-risk customers, update controls, and collect new evidence.",No Action Required,2026-05-24T19:14:00
DRF-000403,ORG-0013,POL-000128,CIR-00080,Retention Period Changed,periodic audit,continuous monitoring dashboard,40,"Risk,Audit,Security","Revise policy from periodic audit to continuous monitoring dashboard, update controls, and collect new evidence.",Minor Drift,2026-06-10T12:02:00
DRF-000404,ORG-0024,POL-000239,CIR-00205,Retention Period Changed,board noting,board approval with action tracker,20,"Legal,Operations,Risk","Revise policy from board noting to board approval with action tracker, update controls, and collect new evidence.",No Action Required,2026-03-11T17:50:00
DRF-000405,ORG-0013,POL-000125,CIR-00121,New Control Required,informal escalation,formal incident notification within 24 hours,85,"Legal,IT,Security","Revise policy from informal escalation to formal incident notification within 24 hours, update controls, and collect new evidence.",Material Drift,2026-03-13T12:58:00
DRF-000406,ORG-0024,POL-000240,CIR-00114,Timeline Tightened,manual evidence upload,system-generated evidence hash,53,"Data Governance,Risk","Revise policy from manual evidence upload to system-generated evidence hash, update controls, and collect new evidence.",Minor Drift,2025-06-23T16:55:00
DRF-000407,ORG-0030,POL-000313,CIR-00145,Evidence Standard Changed,basic due diligence,enhanced due diligence for high-risk customers,40,Trading Desk,"Revise policy from basic due diligence to enhanced due diligence for high-risk customers, update controls, and collect new evidence.",Minor Drift,2026-07-01T12:48:00
DRF-000408,ORG-0030,POL-000314,CIR-00079,New Control Required,periodic audit,continuous monitoring dashboard,74,"Operations,Finance,Data Governance","Revise policy from periodic audit to continuous monitoring dashboard, update controls, and collect new evidence.",Material Drift,2025-05-28T16:13:00
DRF-000409,ORG-0026,POL-000268,CIR-00007,Retention Period Changed,board noting,board approval with action tracker,25,"Legal,Operations,Trading Desk","Revise policy from board noting to board approval with action tracker, update controls, and collect new evidence.",No Action Required,2026-04-20T09:41:00
DRF-000410,ORG-0023,POL-000227,CIR-00093,Threshold Changed,annual review,quarterly review,85,Risk,"Revise policy from annual review to quarterly review, update controls, and collect new evidence.",Material Drift,2026-04-05T10:00:00
DRF-000411,ORG-0030,POL-000307,CIR-00220,Evidence Standard Changed,basic due diligence,enhanced due diligence for high-risk customers,50,"Trading Desk,Data Governance,Risk","Revise policy from basic due diligence to enhanced due diligence for high-risk customers, update controls, and collect new evidence.",Minor Drift,2026-02-07T20:54:00
DRF-000412,ORG-0029,POL-000302,CIR-00111,Reporting Frequency Changed,informal escalation,formal incident notification within 24 hours,67,Security,"Revise policy from informal escalation to formal incident notification within 24 hours, update controls, and collect new evidence.",Minor Drift,2025-04-11T13:23:00
DRF-000413,ORG-0017,POL-000176,CIR-00045,New Control Required,sample testing,complete population testing for high-risk items,96,Audit,"Revise policy from sample testing to complete population testing for high-risk items, update controls, and collect new evidence.",Material Drift,2026-03-02T17:32:00
DRF-000414,ORG-0026,POL-000269,CIR-00081,Scope Expanded,basic due diligence,enhanced due diligence for high-risk customers,41,"Legal,Trading Desk,IT","Revise policy from basic due diligence to enhanced due diligence for high-risk customers, update controls, and collect new evidence.",Minor Drift,2026-05-02T08:11:00
DRF-000415,ORG-0012,POL-000120,CIR-00091,New Control Required,basic due diligence,enhanced due diligence for high-risk customers,56,Legal,"Revise policy from basic due diligence to enhanced due diligence for high-risk customers, update controls, and collect new evidence.",Minor Drift,2026-05-30T08:20:00
DRF-000416,ORG-0010,POL-000101,CIR-00186,Scope Expanded,periodic audit,continuous monitoring dashboard,93,Legal,"Revise policy from periodic audit to continuous monitoring dashboard, update controls, and collect new evidence.",Material Drift,2026-01-27T16:42:00
DRF-000417,ORG-0023,POL-000235,CIR-00145,Retention Period Changed,static limits,dynamic risk-based limits,50,Data Governance,"Revise policy from static limits to dynamic risk-based limits, update controls, and collect new evidence.",Minor Drift,2026-03-07T18:15:00
DRF-000418,ORG-0015,POL-000147,CIR-00217,Approval Level Increased,static limits,dynamic risk-based limits,38,Compliance,"Revise policy from static limits to dynamic risk-based limits, update controls, and collect new evidence.",No Action Required,2025-03-27T18:04:00
DRF-000419,ORG-0015,POL-000148,CIR-00156,New Control Required,basic due diligence,enhanced due diligence for high-risk customers,81,"Operations,Legal","Revise policy from basic due diligence to enhanced due diligence for high-risk customers, update controls, and collect new evidence.",Material Drift,2026-01-24T13:41:00
DRF-000420,ORG-0027,POL-000271,CIR-00101,Scope Expanded,static limits,dynamic risk-based limits,29,"Finance,Trading Desk","Revise policy from static limits to dynamic risk-based limits, update controls, and collect new evidence.",No Action Required,2025-08-11T20:35:00
DRF-000421,ORG-0024,POL-000244,CIR-00053,Reporting Frequency Changed,periodic audit,continuous monitoring dashboard,82,Operations,"Revise policy from periodic audit to continuous monitoring dashboard, update controls, and collect new evidence.",Material Drift,2026-02-18T08:13:00
DRF-000422,ORG-0014,POL-000143,CIR-00063,Timeline Tightened,static limits,dynamic risk-based limits,36,"IT,Trading Desk","Revise policy from static limits to dynamic risk-based limits, update controls, and collect new evidence.",No Action Required,2026-05-23T09:43:00
DRF-000423,ORG-0015,POL-000152,CIR-00129,Timeline Tightened,board noting,board approval with action tracker,62,Risk,"Revise policy from board noting to board approval with action tracker, update controls, and collect new evidence.",Minor Drift,2025-12-23T18:35:00
DRF-000424,ORG-0014,POL-000142,CIR-00140,Scope Expanded,basic due diligence,enhanced due diligence for high-risk customers,43,"IT,Trading Desk,Finance","Revise policy from basic due diligence to enhanced due diligence for high-risk customers, update controls, and collect new evidence.",Minor Drift,2026-04-05T09:28:00
DRF-000425,ORG-0006,POL-000059,CIR-00070,Timeline Tightened,static limits,dynamic risk-based limits,21,Security,"Revise policy from static limits to dynamic risk-based limits, update controls, and collect new evidence.",No Action Required,2025-05-11T08:48:00
DRF-000426,ORG-0012,POL-000118,CIR-00206,Timeline Tightened,periodic audit,continuous monitoring dashboard,50,"Risk,Trading Desk","Revise policy from periodic audit to continuous monitoring dashboard, update controls, and collect new evidence.",Minor Drift,2025-05-09T17:37:00
DRF-000427,ORG-0009,POL-000092,CIR-00067,Timeline Tightened,basic due diligence,enhanced due diligence for high-risk customers,22,"Trading Desk,Compliance,Finance","Revise policy from basic due diligence to enhanced due diligence for high-risk customers, update controls, and collect new evidence.",No Action Required,2025-08-09T18:16:00
DRF-000428,ORG-0002,POL-000020,CIR-00169,Scope Expanded,manual evidence upload,system-generated evidence hash,61,Security,"Revise policy from manual evidence upload to system-generated evidence hash, update controls, and collect new evidence.",Minor Drift,2025-10-26T09:06:00
DRF-000429,ORG-0011,POL-000109,CIR-00161,Scope Expanded,basic due diligence,enhanced due diligence for high-risk customers,53,"Compliance,Legal,Trading Desk","Revise policy from basic due diligence to enhanced due diligence for high-risk customers, update controls, and collect new evidence.",Minor Drift,2026-01-06T20:43:00
DRF-000430,ORG-0024,POL-000240,CIR-00014,New Control Required,manual evidence upload,system-generated evidence hash,90,Risk,"Revise policy from manual evidence upload to system-generated evidence hash, update controls, and collect new evidence.",Material Drift,2025-07-21T08:57:00
DRF-000431,ORG-0017,POL-000172,CIR-00153,Approval Level Increased,basic due diligence,enhanced due diligence for high-risk customers,34,Finance,"Revise policy from basic due diligence to enhanced due diligence for high-risk customers, update controls, and collect new evidence.",No Action Required,2026-02-15T17:20:00
DRF-000432,ORG-0021,POL-000214,CIR-00215,New Control Required,manual evidence upload,system-generated evidence hash,36,Operations,"Revise policy from manual evidence upload to system-generated evidence hash, update controls, and collect new evidence.",No Action Required,2025-08-07T13:50:00
DRF-000433,ORG-0025,POL-000249,CIR-00213,Timeline Tightened,static limits,dynamic risk-based limits,81,Operations,"Revise policy from static limits to dynamic risk-based limits, update controls, and collect new evidence.",Material Drift,2025-11-30T20:24:00
DRF-000434,ORG-0013,POL-000136,CIR-00120,Timeline Tightened,annual review,quarterly review,69,Finance,"Revise policy from annual review to quarterly review, update controls, and collect new evidence.",Minor Drift,2025-04-22T13:45:00
DRF-000435,ORG-0029,POL-000292,CIR-00183,Reporting Frequency Changed,static limits,dynamic risk-based limits,23,"Risk,Audit","Revise policy from static limits to dynamic risk-based limits, update controls, and collect new evidence.",No Action Required,2025-12-27T11:11:00
DRF-000436,ORG-0018,POL-000181,CIR-00006,Reporting Frequency Changed,manual evidence upload,system-generated evidence hash,55,Trading Desk,"Revise policy from manual evidence upload to system-generated evidence hash, update controls, and collect new evidence.",Minor Drift,2026-02-06T08:17:00
DRF-000437,ORG-0007,POL-000071,CIR-00145,New Control Required,sample testing,complete population testing for high-risk items,48,Trading Desk,"Revise policy from sample testing to complete population testing for high-risk items, update controls, and collect new evidence.",Minor Drift,2025-07-01T19:09:00
DRF-000438,ORG-0028,POL-000285,CIR-00111,New Control Required,manual evidence upload,system-generated evidence hash,65,Legal,"Revise policy from manual evidence upload to system-generated evidence hash, update controls, and collect new evidence.",Minor Drift,2025-08-21T18:45:00
DRF-000439,ORG-0003,POL-000022,CIR-00064,Evidence Standard Changed,board noting,board approval with action tracker,57,"Risk,Legal,Finance","Revise policy from board noting to board approval with action tracker, update controls, and collect new evidence.",Minor Drift,2026-04-04T16:36:00
DRF-000440,ORG-0005,POL-000050,CIR-00095,New Control Required,sample testing,complete population testing for high-risk items,42,"Operations,IT","Revise policy from sample testing to complete population testing for high-risk items, update controls, and collect new evidence.",Minor Drift,2025-07-08T19:41:00
DRF-000441,ORG-0020,POL-000200,CIR-00202,Threshold Changed,basic due diligence,enhanced due diligence for high-risk customers,23,"Finance,Security,Data Governance","Revise policy from basic due diligence to enhanced due diligence for high-risk customers, update controls, and collect new evidence.",No Action Required,2026-04-16T14:32:00
DRF-000442,ORG-0021,POL-000208,CIR-00113,Approval Level Increased,annual review,quarterly review,30,"Data Governance,Trading Desk,Finance","Revise policy from annual review to quarterly review, update controls, and collect new evidence.",No Action Required,2025-09-11T17:06:00
DRF-000443,ORG-0006,POL-000062,CIR-00063,Reporting Frequency Changed,board noting,board approval with action tracker,97,"Audit,Operations","Revise policy from board noting to board approval with action tracker, update controls, and collect new evidence.",Material Drift,2025-03-28T15:41:00
DRF-000444,ORG-0023,POL-000233,CIR-00080,Retention Period Changed,basic due diligence,enhanced due diligence for high-risk customers,84,"Security,Compliance","Revise policy from basic due diligence to enhanced due diligence for high-risk customers, update controls, and collect new evidence.",Material Drift,2026-04-06T20:10:00
DRF-000445,ORG-0026,POL-000264,CIR-00015,Retention Period Changed,periodic audit,continuous monitoring dashboard,34,"Finance,Data Governance","Revise policy from periodic audit to continuous monitoring dashboard, update controls, and collect new evidence.",No Action Required,2026-07-10T18:02:00
DRF-000446,ORG-0021,POL-000214,CIR-00039,Timeline Tightened,static limits,dynamic risk-based limits,29,IT,"Revise policy from static limits to dynamic risk-based limits, update controls, and collect new evidence.",No Action Required,2025-07-31T15:26:00
DRF-000447,ORG-0027,POL-000279,CIR-00018,Evidence Standard Changed,annual review,quarterly review,89,"Audit,IT,Risk","Revise policy from annual review to quarterly review, update controls, and collect new evidence.",Material Drift,2026-03-16T18:48:00
DRF-000448,ORG-0008,POL-000080,CIR-00136,Evidence Standard Changed,annual review,quarterly review,34,Security,"Revise policy from annual review to quarterly review, update controls, and collect new evidence.",No Action Required,2025-11-16T08:32:00
DRF-000449,ORG-0021,POL-000214,CIR-00069,Reporting Frequency Changed,board noting,board approval with action tracker,52,"Operations,Legal","Revise policy from board noting to board approval with action tracker, update controls, and collect new evidence.",Minor Drift,2025-09-20T14:30:00
DRF-000450,ORG-0005,POL-000045,CIR-00212,New Control Required,manual evidence upload,system-generated evidence hash,29,Compliance,"Revise policy from manual evidence upload to system-generated evidence hash, update controls, and collect new evidence.",No Action Required,2026-01-10T12:23:00
DRF-000451,ORG-0024,POL-000248,CIR-00174,Threshold Changed,informal escalation,formal incident notification within 24 hours,65,"Legal,Risk,Finance","Revise policy from informal escalation to formal incident notification within 24 hours, update controls, and collect new evidence.",Minor Drift,2025-09-16T13:05:00
DRF-000452,ORG-0010,POL-000099,CIR-00045,Timeline Tightened,annual review,quarterly review,20,"IT,Audit,Trading Desk","Revise policy from annual review to quarterly review, update controls, and collect new evidence.",No Action Required,2026-02-17T14:19:00
DRF-000453,ORG-0024,POL-000239,CIR-00079,Retention Period Changed,sample testing,complete population testing for high-risk items,76,Legal,"Revise policy from sample testing to complete population testing for high-risk items, update controls, and collect new evidence.",Material Drift,2025-06-25T16:23:00
DRF-000454,ORG-0011,POL-000110,CIR-00202,Evidence Standard Changed,sample testing,complete population testing for high-risk items,55,"Operations,Data Governance,Security","Revise policy from sample testing to complete population testing for high-risk items, update controls, and collect new evidence.",Minor Drift,2025-12-25T16:04:00
DRF-000455,ORG-0024,POL-000238,CIR-00185,Approval Level Increased,periodic audit,continuous monitoring dashboard,38,"Finance,Risk","Revise policy from periodic audit to continuous monitoring dashboard, update controls, and collect new evidence.",No Action Required,2026-01-22T18:38:00
DRF-000456,ORG-0024,POL-000238,CIR-00061,Retention Period Changed,periodic audit,continuous monitoring dashboard,77,Risk,"Revise policy from periodic audit to continuous monitoring dashboard, update controls, and collect new evidence.",Material Drift,2025-05-14T08:50:00
DRF-000457,ORG-0006,POL-000057,CIR-00177,Retention Period Changed,sample testing,complete population testing for high-risk items,60,"Operations,Audit,Data Governance","Revise policy from sample testing to complete population testing for high-risk items, update controls, and collect new evidence.",Minor Drift,2026-07-19T16:20:00
DRF-000458,ORG-0004,POL-000039,CIR-00171,Reporting Frequency Changed,manual evidence upload,system-generated evidence hash,93,"Compliance,Audit","Revise policy from manual evidence upload to system-generated evidence hash, update controls, and collect new evidence.",Material Drift,2025-12-04T12:59:00
DRF-000459,ORG-0027,POL-000276,CIR-00218,Scope Expanded,periodic audit,continuous monitoring dashboard,49,"Trading Desk,IT,Risk","Revise policy from periodic audit to continuous monitoring dashboard, update controls, and collect new evidence.",Minor Drift,2025-05-18T16:32:00
DRF-000460,ORG-0005,POL-000045,CIR-00194,Retention Period Changed,annual review,quarterly review,68,"Compliance,Data Governance,IT","Revise policy from annual review to quarterly review, update controls, and collect new evidence.",Minor Drift,2026-06-25T13:34:00
DRF-000461,ORG-0022,POL-000222,CIR-00198,Reporting Frequency Changed,annual review,quarterly review,38,"Operations,Trading Desk","Revise policy from annual review to quarterly review, update controls, and collect new evidence.",No Action Required,2026-07-04T15:26:00
DRF-000462,ORG-0019,POL-000192,CIR-00123,Scope Expanded,sample testing,complete population testing for high-risk items,67,"Audit,Finance","Revise policy from sample testing to complete population testing for high-risk items, update controls, and collect new evidence.",Minor Drift,2025-10-07T08:57:00
DRF-000463,ORG-0027,POL-000277,CIR-00201,Scope Expanded,annual review,quarterly review,90,"Trading Desk,Operations,Audit","Revise policy from annual review to quarterly review, update controls, and collect new evidence.",Material Drift,2026-05-29T10:13:00
DRF-000464,ORG-0018,POL-000177,CIR-00093,Evidence Standard Changed,periodic audit,continuous monitoring dashboard,39,Finance,"Revise policy from periodic audit to continuous monitoring dashboard, update controls, and collect new evidence.",No Action Required,2026-06-05T19:52:00
DRF-000465,ORG-0029,POL-000298,CIR-00047,Threshold Changed,static limits,dynamic risk-based limits,86,"Legal,Trading Desk,Operations","Revise policy from static limits to dynamic risk-based limits, update controls, and collect new evidence.",Material Drift,2025-08-08T10:33:00
DRF-000466,ORG-0019,POL-000186,CIR-00168,Scope Expanded,board noting,board approval with action tracker,70,"Data Governance,Security,IT","Revise policy from board noting to board approval with action tracker, update controls, and collect new evidence.",Material Drift,2025-10-13T08:40:00
DRF-000467,ORG-0021,POL-000214,CIR-00184,New Control Required,static limits,dynamic risk-based limits,84,"Audit,Operations,Legal","Revise policy from static limits to dynamic risk-based limits, update controls, and collect new evidence.",Material Drift,2025-05-01T17:04:00
