mapping_id,org_id,policy_id,obligation_id,coverage_status,coverage_score,matched_policy_clause,gap_summary,ai_confidence,review_status,reviewed_by,reviewed_at
MAP-0001224,ORG-0026,POL-000262,OBL-000591,Fully Covered,83,"Policy clause mentions capital adequacy control ownership, review cadence, and evidence retention.",No major gap identified.,0.712,Accepted,USR-00104,2025-08-17T16:21:00
MAP-0001225,ORG-0026,POL-000262,OBL-000560,Partially Covered,66,"Policy clause mentions cybersecurity control ownership, review cadence, and evidence retention.",Policy needs clearer wording for perform periodic control testing and document exceptions and evidence requirements.,0.685,Pending Review,USR-00027,2025-04-26T16:41:00
MAP-0001226,ORG-0026,POL-000264,OBL-000090,Fully Covered,96,"Policy clause mentions data privacy control ownership, review cadence, and evidence retention.",No major gap identified.,0.729,Accepted,USR-00051,2024-08-31T17:40:00
MAP-0001227,ORG-0026,POL-000261,OBL-000550,Fully Covered,94,"Policy clause mentions audit & reporting control ownership, review cadence, and evidence retention.",No major gap identified.,0.796,Accepted,USR-00073,2025-10-20T09:31:00
MAP-0001228,ORG-0026,POL-000268,OBL-000668,Partially Covered,47,"Policy clause mentions liquidity risk control ownership, review cadence, and evidence retention.",Policy needs clearer wording for perform periodic control testing and document exceptions and evidence requirements.,0.651,Rejected,USR-00010,2024-12-24T15:50:00
MAP-0001229,ORG-0026,POL-000262,OBL-000075,Fully Covered,98,"Policy clause mentions trading risk control ownership, review cadence, and evidence retention.",No major gap identified.,0.856,Pending Review,USR-00053,2025-11-26T19:06:00
MAP-0001230,ORG-0026,POL-000267,OBL-000502,Fully Covered,93,"Policy clause mentions incident management control ownership, review cadence, and evidence retention.",No major gap identified.,0.795,Accepted,USR-00133,2025-09-24T09:05:00
MAP-0001231,ORG-0026,POL-000268,OBL-000581,Not Covered,24,"Policy clause mentions outsourcing control ownership, review cadence, and evidence retention.",Policy needs clearer wording for perform periodic control testing and document exceptions and evidence requirements.,0.769,Accepted,USR-00134,2025-02-10T18:12:00
MAP-0001232,ORG-0026,POL-000263,OBL-000059,Fully Covered,97,"Policy clause mentions cybersecurity control ownership, review cadence, and evidence retention.",No major gap identified.,0.916,Pending Review,USR-00008,2025-06-24T16:13:00
MAP-0001233,ORG-0026,POL-000266,OBL-000012,Fully Covered,93,"Policy clause mentions capital adequacy control ownership, review cadence, and evidence retention.",No major gap identified.,0.839,Accepted,USR-00090,2025-09-24T13:28:00
MAP-0001234,ORG-0026,POL-000263,OBL-000060,Partially Covered,60,"Policy clause mentions cybersecurity control ownership, review cadence, and evidence retention.",Policy needs clearer wording for update the internal policy and maintain approval evidence and evidence requirements.,0.744,Accepted,USR-00064,2026-03-03T18:37:00
MAP-0001235,ORG-0026,POL-000269,OBL-000043,Fully Covered,87,"Policy clause mentions customer protection control ownership, review cadence, and evidence retention.",No major gap identified.,0.752,Pending Review,USR-00025,2025-11-10T20:44:00
MAP-0001236,ORG-0026,POL-000268,OBL-000473,Fully Covered,83,"Policy clause mentions capital adequacy control ownership, review cadence, and evidence retention.",No major gap identified.,0.643,Accepted,USR-00069,2025-09-27T14:35:00
MAP-0001237,ORG-0026,POL-000268,OBL-000092,Partially Covered,58,"Policy clause mentions data privacy control ownership, review cadence, and evidence retention.",Policy needs clearer wording for retain supporting records for audit and supervisory review and evidence requirements.,0.621,Pending Review,USR-00052,2024-07-25T10:50:00
MAP-0001238,ORG-0026,POL-000269,OBL-000252,Fully Covered,87,"Policy clause mentions trading risk control ownership, review cadence, and evidence retention.",No major gap identified.,0.926,Accepted,USR-00123,2025-08-16T14:37:00
MAP-0001239,ORG-0026,POL-000269,OBL-000559,Not Covered,14,"Policy clause mentions cybersecurity control ownership, review cadence, and evidence retention.",Policy needs clearer wording for review customer or transaction risk indicators and evidence requirements.,0.707,Accepted,USR-00095,2024-09-19T10:20:00
MAP-0001240,ORG-0026,POL-000263,OBL-000464,Not Covered,23,"Policy clause mentions capital adequacy control ownership, review cadence, and evidence retention.",Policy needs clearer wording for monitor threshold breaches and escalate unresolved cases and evidence requirements.,0.941,Accepted,USR-00062,2024-07-23T20:34:00
MAP-0001241,ORG-0026,POL-000268,OBL-000013,Not Covered,0,"Policy clause mentions capital adequacy control ownership, review cadence, and evidence retention.",Policy needs clearer wording for monitor threshold breaches and escalate unresolved cases and evidence requirements.,0.802,Accepted,USR-00121,2024-11-24T19:53:00
MAP-0001242,ORG-0026,POL-000261,OBL-000037,Partially Covered,59,"Policy clause mentions disclosure control ownership, review cadence, and evidence retention.",Policy needs clearer wording for submit a compliance confirmation report to management and evidence requirements.,0.809,Pending Review,USR-00043,2025-11-26T20:30:00
MAP-0001243,ORG-0026,POL-000268,OBL-000536,Fully Covered,85,"Policy clause mentions cybersecurity control ownership, review cadence, and evidence retention.",No major gap identified.,0.661,Pending Review,USR-00075,2024-12-09T13:08:00
MAP-0001244,ORG-0026,POL-000268,OBL-000551,Partially Covered,69,"Policy clause mentions audit & reporting control ownership, review cadence, and evidence retention.",Policy needs clearer wording for review customer or transaction risk indicators and evidence requirements.,0.687,Pending Review,USR-00016,2024-07-27T15:58:00
MAP-0001245,ORG-0026,POL-000262,OBL-000474,Fully Covered,83,"Policy clause mentions capital adequacy control ownership, review cadence, and evidence retention.",No major gap identified.,0.901,Pending Review,USR-00072,2024-12-10T11:18:00
MAP-0001246,ORG-0026,POL-000265,OBL-000136,Fully Covered,83,"Policy clause mentions kyc/aml control ownership, review cadence, and evidence retention.",No major gap identified.,0.739,Pending Review,USR-00115,2025-11-11T09:48:00
MAP-0001247,ORG-0026,POL-000267,OBL-000014,Needs Human Review,63,"Policy clause mentions capital adequacy control ownership, review cadence, and evidence retention.",Policy needs clearer wording for retain supporting records for audit and supervisory review and evidence requirements.,0.817,Pending Review,USR-00028,2025-08-08T13:45:00
MAP-0001248,ORG-0026,POL-000267,OBL-000058,Fully Covered,94,"Policy clause mentions cybersecurity control ownership, review cadence, and evidence retention.",No major gap identified.,0.757,Accepted,USR-00076,2024-08-29T17:39:00
MAP-0001249,ORG-0027,POL-000272,OBL-000657,Fully Covered,88,"Policy clause mentions liquidity risk control ownership, review cadence, and evidence retention.",No major gap identified.,0.848,Pending Review,USR-00087,2026-03-23T15:55:00
MAP-0001250,ORG-0027,POL-000278,OBL-000459,Needs Human Review,33,"Policy clause mentions incident management control ownership, review cadence, and evidence retention.",Policy needs clearer wording for notify stakeholders when material incidents occur and evidence requirements.,0.695,Accepted,USR-00129,2025-02-15T13:31:00
MAP-0001251,ORG-0027,POL-000271,OBL-000528,Partially Covered,51,"Policy clause mentions cybersecurity control ownership, review cadence, and evidence retention.",Policy needs clearer wording for notify stakeholders when material incidents occur and evidence requirements.,0.716,Accepted,USR-00146,2024-10-20T12:24:00
MAP-0001252,ORG-0027,POL-000273,OBL-000269,Needs Human Review,65,"Policy clause mentions operational resilience control ownership, review cadence, and evidence retention.",Policy needs clearer wording for review customer or transaction risk indicators and evidence requirements.,0.792,Accepted,USR-00100,2025-05-05T18:53:00
MAP-0001253,ORG-0027,POL-000273,OBL-000237,Not Covered,1,"Policy clause mentions customer protection control ownership, review cadence, and evidence retention.",Policy needs clearer wording for notify stakeholders when material incidents occur and evidence requirements.,0.918,Accepted,USR-00127,2024-12-08T18:26:00
MAP-0001254,ORG-0027,POL-000276,OBL-000317,Fully Covered,98,"Policy clause mentions audit & reporting control ownership, review cadence, and evidence retention.",No major gap identified.,0.668,Accepted,USR-00086,2025-04-15T17:57:00
MAP-0001255,ORG-0027,POL-000272,OBL-000315,Needs Human Review,51,"Policy clause mentions audit & reporting control ownership, review cadence, and evidence retention.",Policy needs clearer wording for notify stakeholders when material incidents occur and evidence requirements.,0.848,Accepted,USR-00011,2024-08-23T19:56:00
MAP-0001256,ORG-0027,POL-000280,OBL-000005,Partially Covered,46,"Policy clause mentions trading risk control ownership, review cadence, and evidence retention.",Policy needs clearer wording for validate system calculations against approved methodology and evidence requirements.,0.806,Pending Review,USR-00023,2025-05-26T18:47:00
MAP-0001257,ORG-0027,POL-000276,OBL-000656,Partially Covered,65,"Policy clause mentions liquidity risk control ownership, review cadence, and evidence retention.",Policy needs clearer wording for submit a compliance confirmation report to management and evidence requirements.,0.649,Accepted,USR-00087,2025-05-01T11:52:00
MAP-0001258,ORG-0027,POL-000272,OBL-000603,Fully Covered,85,"Policy clause mentions operational resilience control ownership, review cadence, and evidence retention.",No major gap identified.,0.756,Pending Review,USR-00015,2026-05-10T19:46:00
MAP-0001259,ORG-0027,POL-000273,OBL-000447,Needs Human Review,40,"Policy clause mentions cybersecurity control ownership, review cadence, and evidence retention.",Policy needs clearer wording for notify stakeholders when material incidents occur and evidence requirements.,0.926,Pending Review,USR-00056,2025-08-13T17:45:00
MAP-0001260,ORG-0027,POL-000273,OBL-000176,Not Covered,5,"Policy clause mentions capital adequacy control ownership, review cadence, and evidence retention.",Policy needs clearer wording for retain supporting records for audit and supervisory review and evidence requirements.,0.928,Accepted,USR-00010,2026-03-14T08:33:00
MAP-0001261,ORG-0027,POL-000279,OBL-000177,Partially Covered,49,"Policy clause mentions capital adequacy control ownership, review cadence, and evidence retention.",Policy needs clearer wording for review customer or transaction risk indicators and evidence requirements.,0.808,Accepted,USR-00001,2025-06-01T16:02:00
MAP-0001262,ORG-0027,POL-000272,OBL-000709,Partially Covered,59,"Policy clause mentions outsourcing control ownership, review cadence, and evidence retention.",Policy needs clearer wording for update the internal policy and maintain approval evidence and evidence requirements.,0.734,Rejected,USR-00017,2025-06-27T16:56:00
MAP-0001263,ORG-0027,POL-000279,OBL-000135,Partially Covered,48,"Policy clause mentions cybersecurity control ownership, review cadence, and evidence retention.",Policy needs clearer wording for perform periodic control testing and document exceptions and evidence requirements.,0.831,Accepted,USR-00068,2025-03-01T18:28:00
MAP-0001264,ORG-0027,POL-000276,OBL-000741,Fully Covered,89,"Policy clause mentions kyc/aml control ownership, review cadence, and evidence retention.",No major gap identified.,0.882,Accepted,USR-00137,2026-05-08T08:32:00
MAP-0001265,ORG-0027,POL-000271,OBL-000653,Fully Covered,86,"Policy clause mentions liquidity risk control ownership, review cadence, and evidence retention.",No major gap identified.,0.849,Accepted,USR-00018,2025-07-11T20:36:00
MAP-0001266,ORG-0027,POL-000274,OBL-000243,Partially Covered,61,"Policy clause mentions capital adequacy control ownership, review cadence, and evidence retention.",Policy needs clearer wording for perform periodic control testing and document exceptions and evidence requirements.,0.881,Pending Review,USR-00089,2025-03-01T09:53:00
MAP-0001267,ORG-0027,POL-000271,OBL-000510,Fully Covered,93,"Policy clause mentions incident management control ownership, review cadence, and evidence retention.",No major gap identified.,0.851,Rejected,USR-00063,2024-07-27T17:27:00
MAP-0001268,ORG-0027,POL-000277,OBL-000601,Needs Human Review,58,"Policy clause mentions operational resilience control ownership, review cadence, and evidence retention.",Policy needs clearer wording for validate system calculations against approved methodology and evidence requirements.,0.772,Accepted,USR-00036,2024-10-23T16:37:00
MAP-0001269,ORG-0027,POL-000271,OBL-000236,Partially Covered,53,"Policy clause mentions customer protection control ownership, review cadence, and evidence retention.",Policy needs clearer wording for notify stakeholders when material incidents occur and evidence requirements.,0.847,Pending Review,USR-00122,2025-09-09T19:55:00
MAP-0001270,ORG-0027,POL-000275,OBL-000134,Partially Covered,51,"Policy clause mentions cybersecurity control ownership, review cadence, and evidence retention.",Policy needs clearer wording for notify stakeholders when material incidents occur and evidence requirements.,0.758,Accepted,USR-00123,2024-10-27T16:31:00
MAP-0001271,ORG-0027,POL-000277,OBL-000108,Fully Covered,86,"Policy clause mentions cybersecurity control ownership, review cadence, and evidence retention.",No major gap identified.,0.844,Accepted,USR-00056,2025-09-10T11:27:00
MAP-0001272,ORG-0027,POL-000278,OBL-000068,Partially Covered,67,"Policy clause mentions incident management control ownership, review cadence, and evidence retention.",Policy needs clearer wording for notify stakeholders when material incidents occur and evidence requirements.,0.628,Pending Review,USR-00102,2026-05-05T10:29:00
MAP-0001273,ORG-0027,POL-000276,OBL-000314,Fully Covered,87,"Policy clause mentions audit & reporting control ownership, review cadence, and evidence retention.",No major gap identified.,0.683,Accepted,USR-00114,2025-12-28T19:32:00
MAP-0001274,ORG-0027,POL-000270,OBL-000270,Partially Covered,57,"Policy clause mentions operational resilience control ownership, review cadence, and evidence retention.",Policy needs clearer wording for review customer or transaction risk indicators and evidence requirements.,0.772,Accepted,USR-00102,2025-06-16T10:11:00
MAP-0001275,ORG-0027,POL-000278,OBL-000004,Needs Human Review,58,"Policy clause mentions trading risk control ownership, review cadence, and evidence retention.",Policy needs clearer wording for monitor threshold breaches and escalate unresolved cases and evidence requirements.,0.85,Pending Review,USR-00001,2025-11-05T12:37:00
MAP-0001276,ORG-0027,POL-000279,OBL-000594,Fully Covered,92,"Policy clause mentions kyc/aml control ownership, review cadence, and evidence retention.",No major gap identified.,0.812,Accepted,USR-00083,2025-07-03T17:30:00
MAP-0001277,ORG-0027,POL-000277,OBL-000655,Fully Covered,95,"Policy clause mentions liquidity risk control ownership, review cadence, and evidence retention.",No major gap identified.,0.73,Pending Review,USR-00127,2025-08-12T12:01:00
MAP-0001278,ORG-0027,POL-000278,OBL-000602,Not Covered,35,"Policy clause mentions operational resilience control ownership, review cadence, and evidence retention.",Policy needs clearer wording for submit a compliance confirmation report to management and evidence requirements.,0.746,Pending Review,USR-00007,2025-06-08T08:59:00
MAP-0001279,ORG-0027,POL-000271,OBL-000605,Needs Human Review,38,"Policy clause mentions operational resilience control ownership, review cadence, and evidence retention.",Policy needs clearer wording for perform periodic control testing and document exceptions and evidence requirements.,0.662,Accepted,USR-00100,2025-06-21T15:35:00
MAP-0001280,ORG-0027,POL-000279,OBL-000711,Fully Covered,84,"Policy clause mentions outsourcing control ownership, review cadence, and evidence retention.",No major gap identified.,0.944,Accepted,USR-00091,2025-08-28T13:51:00
MAP-0001281,ORG-0027,POL-000271,OBL-000443,Partially Covered,73,"Policy clause mentions cybersecurity control ownership, review cadence, and evidence retention.",Policy needs clearer wording for validate system calculations against approved methodology and evidence requirements.,0.647,Accepted,USR-00079,2026-01-08T14:02:00
MAP-0001282,ORG-0027,POL-000270,OBL-000133,Not Covered,23,"Policy clause mentions cybersecurity control ownership, review cadence, and evidence retention.",Policy needs clearer wording for perform periodic control testing and document exceptions and evidence requirements.,0.883,Accepted,USR-00048,2025-04-13T12:38:00
MAP-0001283,ORG-0027,POL-000280,OBL-000244,Fully Covered,96,"Policy clause mentions capital adequacy control ownership, review cadence, and evidence retention.",No major gap identified.,0.811,Pending Review,USR-00090,2026-05-04T15:03:00
MAP-0001284,ORG-0027,POL-000280,OBL-000006,Fully Covered,82,"Policy clause mentions trading risk control ownership, review cadence, and evidence retention.",No major gap identified.,0.883,Accepted,USR-00005,2024-11-22T09:46:00
MAP-0001285,ORG-0027,POL-000272,OBL-000654,Fully Covered,82,"Policy clause mentions liquidity risk control ownership, review cadence, and evidence retention.",No major gap identified.,0.642,Accepted,USR-00010,2025-12-06T12:10:00
MAP-0001286,ORG-0027,POL-000279,OBL-000066,Partially Covered,46,"Policy clause mentions incident management control ownership, review cadence, and evidence retention.",Policy needs clearer wording for retain supporting records for audit and supervisory review and evidence requirements.,0.757,Pending Review,USR-00089,2024-12-18T10:10:00
MAP-0001287,ORG-0027,POL-000273,OBL-000178,Not Covered,26,"Policy clause mentions capital adequacy control ownership, review cadence, and evidence retention.",Policy needs clearer wording for retain supporting records for audit and supervisory review and evidence requirements.,0.826,Pending Review,USR-00144,2024-08-04T14:10:00
MAP-0001288,ORG-0027,POL-000270,OBL-000568,Fully Covered,97,"Policy clause mentions data privacy control ownership, review cadence, and evidence retention.",No major gap identified.,0.837,Accepted,USR-00035,2025-04-12T20:11:00
MAP-0001289,ORG-0027,POL-000276,OBL-000467,Partially Covered,72,"Policy clause mentions trading risk control ownership, review cadence, and evidence retention.",Policy needs clearer wording for perform periodic control testing and document exceptions and evidence requirements.,0.667,Pending Review,USR-00147,2025-10-24T13:15:00
MAP-0001290,ORG-0027,POL-000277,OBL-000417,Needs Human Review,67,"Policy clause mentions customer protection control ownership, review cadence, and evidence retention.",Policy needs clearer wording for retain supporting records for audit and supervisory review and evidence requirements.,0.836,Rejected,USR-00084,2025-12-07T20:44:00
MAP-0001291,ORG-0027,POL-000271,OBL-000387,Not Covered,17,"Policy clause mentions disclosure control ownership, review cadence, and evidence retention.",Policy needs clearer wording for submit a compliance confirmation report to management and evidence requirements.,0.724,Rejected,USR-00095,2025-09-09T18:49:00
MAP-0001292,ORG-0027,POL-000277,OBL-000508,Fully Covered,94,"Policy clause mentions operational resilience control ownership, review cadence, and evidence retention.",No major gap identified.,0.805,Accepted,USR-00054,2025-07-24T18:19:00
MAP-0001293,ORG-0027,POL-000274,OBL-000035,Needs Human Review,34,"Policy clause mentions cybersecurity control ownership, review cadence, and evidence retention.",Policy needs clearer wording for monitor threshold breaches and escalate unresolved cases and evidence requirements.,0.706,Pending Review,USR-00072,2025-08-12T18:27:00
MAP-0001294,ORG-0027,POL-000278,OBL-000507,Needs Human Review,62,"Policy clause mentions operational resilience control ownership, review cadence, and evidence retention.",Policy needs clearer wording for submit a compliance confirmation report to management and evidence requirements.,0.9,Accepted,USR-00132,2025-02-07T18:47:00
MAP-0001295,ORG-0027,POL-000274,OBL-000526,Partially Covered,63,"Policy clause mentions cybersecurity control ownership, review cadence, and evidence retention.",Policy needs clearer wording for notify stakeholders when material incidents occur and evidence requirements.,0.811,Pending Review,USR-00091,2026-05-20T16:27:00
MAP-0001296,ORG-0027,POL-000280,OBL-000445,Fully Covered,95,"Policy clause mentions cybersecurity control ownership, review cadence, and evidence retention.",No major gap identified.,0.903,Accepted,USR-00101,2025-05-21T16:20:00
MAP-0001297,ORG-0027,POL-000273,OBL-000065,Fully Covered,96,"Policy clause mentions incident management control ownership, review cadence, and evidence retention.",No major gap identified.,0.781,Accepted,USR-00002,2025-12-21T17:18:00
MAP-0001298,ORG-0027,POL-000273,OBL-000458,Fully Covered,95,"Policy clause mentions incident management control ownership, review cadence, and evidence retention.",No major gap identified.,0.882,Pending Review,USR-00056,2026-05-22T18:16:00
MAP-0001299,ORG-0027,POL-000274,OBL-000034,Fully Covered,95,"Policy clause mentions cybersecurity control ownership, review cadence, and evidence retention.",No major gap identified.,0.959,Pending Review,USR-00138,2024-08-20T13:01:00
MAP-0001300,ORG-0027,POL-000274,OBL-000593,Fully Covered,83,"Policy clause mentions kyc/aml control ownership, review cadence, and evidence retention.",No major gap identified.,0.743,Pending Review,USR-00045,2026-01-14T12:25:00
MAP-0001301,ORG-0027,POL-000277,OBL-000570,Fully Covered,82,"Policy clause mentions data privacy control ownership, review cadence, and evidence retention.",No major gap identified.,0.637,Accepted,USR-00045,2026-03-28T20:12:00
MAP-0001302,ORG-0027,POL-000279,OBL-000516,Fully Covered,96,"Policy clause mentions disclosure control ownership, review cadence, and evidence retention.",No major gap identified.,0.772,Rejected,USR-00126,2024-12-11T17:20:00
MAP-0001303,ORG-0027,POL-000274,OBL-000003,Partially Covered,67,"Policy clause mentions trading risk control ownership, review cadence, and evidence retention.",Policy needs clearer wording for notify stakeholders when material incidents occur and evidence requirements.,0.847,Rejected,USR-00002,2025-03-23T16:59:00
MAP-0001304,ORG-0027,POL-000270,OBL-000740,Fully Covered,86,"Policy clause mentions kyc/aml control ownership, review cadence, and evidence retention.",No major gap identified.,0.734,Rejected,USR-00029,2025-07-16T08:43:00
MAP-0001305,ORG-0027,POL-000272,OBL-000313,Partially Covered,45,"Policy clause mentions audit & reporting control ownership, review cadence, and evidence retention.",Policy needs clearer wording for review customer or transaction risk indicators and evidence requirements.,0.722,Accepted,USR-00048,2026-02-14T09:19:00
MAP-0001306,ORG-0027,POL-000273,OBL-000525,Fully Covered,84,"Policy clause mentions cybersecurity control ownership, review cadence, and evidence retention.",No major gap identified.,0.667,Accepted,USR-00068,2026-06-19T18:43:00
MAP-0001307,ORG-0028,POL-000286,OBL-000271,Fully Covered,89,"Policy clause mentions cybersecurity control ownership, review cadence, and evidence retention.",No major gap identified.,0.854,Pending Review,USR-00107,2024-12-04T15:11:00
MAP-0001308,ORG-0028,POL-000289,OBL-000264,Not Covered,26,"Policy clause mentions data privacy control ownership, review cadence, and evidence retention.",Policy needs clearer wording for update the internal policy and maintain approval evidence and evidence requirements.,0.775,Accepted,USR-00065,2025-08-17T09:53:00
MAP-0001309,ORG-0028,POL-000283,OBL-000619,Not Covered,42,"Policy clause mentions cybersecurity control ownership, review cadence, and evidence retention.",Policy needs clearer wording for submit a compliance confirmation report to management and evidence requirements.,0.728,Accepted,USR-00109,2025-01-05T20:27:00
MAP-0001310,ORG-0028,POL-000285,OBL-000356,Not Covered,11,"Policy clause mentions kyc/aml control ownership, review cadence, and evidence retention.",Policy needs clearer wording for submit a compliance confirmation report to management and evidence requirements.,0.876,Accepted,USR-00066,2026-01-08T09:32:00
MAP-0001311,ORG-0028,POL-000291,OBL-000242,Fully Covered,87,"Policy clause mentions trading risk control ownership, review cadence, and evidence retention.",No major gap identified.,0.625,Pending Review,USR-00016,2025-09-26T17:14:00
MAP-0001312,ORG-0028,POL-000282,OBL-000155,Partially Covered,72,"Policy clause mentions trading risk control ownership, review cadence, and evidence retention.",Policy needs clearer wording for update the internal policy and maintain approval evidence and evidence requirements.,0.702,Pending Review,USR-00061,2026-04-13T17:21:00
MAP-0001313,ORG-0028,POL-000282,OBL-000157,Fully Covered,97,"Policy clause mentions trading risk control ownership, review cadence, and evidence retention.",No major gap identified.,0.94,Accepted,USR-00009,2025-06-21T19:39:00
MAP-0001314,ORG-0028,POL-000290,OBL-000166,Partially Covered,53,"Policy clause mentions incident management control ownership, review cadence, and evidence retention.",Policy needs clearer wording for monitor threshold breaches and escalate unresolved cases and evidence requirements.,0.931,Pending Review,USR-00108,2025-10-13T11:43:00
MAP-0001315,ORG-0028,POL-000282,OBL-000182,Needs Human Review,68,"Policy clause mentions customer protection control ownership, review cadence, and evidence retention.",Policy needs clearer wording for monitor threshold breaches and escalate unresolved cases and evidence requirements.,0.693,Pending Review,USR-00136,2026-02-08T16:02:00
MAP-0001316,ORG-0028,POL-000285,OBL-000272,Partially Covered,50,"Policy clause mentions cybersecurity control ownership, review cadence, and evidence retention.",Policy needs clearer wording for notify stakeholders when material incidents occur and evidence requirements.,0.844,Pending Review,USR-00015,2024-12-14T13:38:00
MAP-0001317,ORG-0028,POL-000284,OBL-000439,Fully Covered,93,"Policy clause mentions disclosure control ownership, review cadence, and evidence retention.",No major gap identified.,0.636,Pending Review,USR-00142,2025-01-14T20:46:00
MAP-0001318,ORG-0028,POL-000284,OBL-000028,Fully Covered,90,"Policy clause mentions capital adequacy control ownership, review cadence, and evidence retention.",No major gap identified.,0.665,Accepted,USR-00095,2025-10-14T14:29:00
MAP-0001319,ORG-0028,POL-000283,OBL-000294,Partially Covered,49,"Policy clause mentions trading risk control ownership, review cadence, and evidence retention.",Policy needs clearer wording for validate system calculations against approved methodology and evidence requirements.,0.657,Accepted,USR-00007,2025-05-07T18:16:00
MAP-0001320,ORG-0028,POL-000284,OBL-000239,Not Covered,33,"Policy clause mentions trading risk control ownership, review cadence, and evidence retention.",Policy needs clearer wording for update the internal policy and maintain approval evidence and evidence requirements.,0.909,Accepted,USR-00077,2025-03-30T14:56:00
MAP-0001321,ORG-0028,POL-000290,OBL-000511,Fully Covered,84,"Policy clause mentions operational resilience control ownership, review cadence, and evidence retention.",No major gap identified.,0.921,Pending Review,USR-00041,2026-05-30T17:30:00
MAP-0001322,ORG-0028,POL-000288,OBL-000706,Fully Covered,85,"Policy clause mentions disclosure control ownership, review cadence, and evidence retention.",No major gap identified.,0.729,Accepted,USR-00150,2024-11-13T18:59:00
MAP-0001323,ORG-0028,POL-000288,OBL-000241,Partially Covered,69,"Policy clause mentions trading risk control ownership, review cadence, and evidence retention.",Policy needs clearer wording for notify stakeholders when material incidents occur and evidence requirements.,0.927,Rejected,USR-00017,2025-10-24T11:54:00
MAP-0001324,ORG-0028,POL-000283,OBL-000615,Partially Covered,72,"Policy clause mentions cybersecurity control ownership, review cadence, and evidence retention.",Policy needs clearer wording for submit a compliance confirmation report to management and evidence requirements.,0.668,Pending Review,USR-00014,2025-12-16T15:14:00
MAP-0001325,ORG-0028,POL-000290,OBL-000292,Fully Covered,85,"Policy clause mentions trading risk control ownership, review cadence, and evidence retention.",No major gap identified.,0.822,Accepted,USR-00146,2024-10-04T20:20:00
MAP-0001326,ORG-0028,POL-000288,OBL-000149,Fully Covered,96,"Policy clause mentions data privacy control ownership, review cadence, and evidence retention.",No major gap identified.,0.768,Accepted,USR-00007,2025-07-21T10:36:00
MAP-0001327,ORG-0028,POL-000289,OBL-000702,Partially Covered,76,"Policy clause mentions data privacy control ownership, review cadence, and evidence retention.",Policy needs clearer wording for retain supporting records for audit and supervisory review and evidence requirements.,0.62,Pending Review,USR-00089,2026-03-20T19:39:00
MAP-0001328,ORG-0028,POL-000282,OBL-000263,Fully Covered,88,"Policy clause mentions data privacy control ownership, review cadence, and evidence retention.",No major gap identified.,0.639,Accepted,USR-00014,2024-07-29T20:11:00
MAP-0001329,ORG-0028,POL-000281,OBL-000513,Fully Covered,94,"Policy clause mentions operational resilience control ownership, review cadence, and evidence retention.",No major gap identified.,0.872,Accepted,USR-00144,2025-12-07T16:39:00
MAP-0001330,ORG-0028,POL-000281,OBL-000437,Not Covered,19,"Policy clause mentions disclosure control ownership, review cadence, and evidence retention.",Policy needs clearer wording for notify stakeholders when material incidents occur and evidence requirements.,0.837,Pending Review,USR-00044,2026-03-19T13:32:00
MAP-0001331,ORG-0028,POL-000287,OBL-000733,Fully Covered,94,"Policy clause mentions trading risk control ownership, review cadence, and evidence retention.",No major gap identified.,0.636,Pending Review,USR-00013,2025-04-23T08:38:00
MAP-0001332,ORG-0028,POL-000284,OBL-000156,Fully Covered,96,"Policy clause mentions trading risk control ownership, review cadence, and evidence retention.",No major gap identified.,0.851,Accepted,USR-00018,2026-01-19T19:46:00
MAP-0001333,ORG-0028,POL-000283,OBL-000700,Fully Covered,95,"Policy clause mentions disclosure control ownership, review cadence, and evidence retention.",No major gap identified.,0.804,Accepted,USR-00020,2025-03-25T16:42:00
MAP-0001334,ORG-0028,POL-000283,OBL-000734,Fully Covered,84,"Policy clause mentions trading risk control ownership, review cadence, and evidence retention.",No major gap identified.,0.636,Pending Review,USR-00026,2025-03-25T11:17:00
MAP-0001335,ORG-0028,POL-000287,OBL-000240,Fully Covered,91,"Policy clause mentions trading risk control ownership, review cadence, and evidence retention.",No major gap identified.,0.674,Accepted,USR-00061,2026-01-18T18:35:00
MAP-0001336,ORG-0028,POL-000283,OBL-000147,Fully Covered,89,"Policy clause mentions data privacy control ownership, review cadence, and evidence retention.",No major gap identified.,0.679,Pending Review,USR-00051,2024-10-05T20:43:00
MAP-0001337,ORG-0028,POL-000287,OBL-000438,Partially Covered,71,"Policy clause mentions disclosure control ownership, review cadence, and evidence retention.",Policy needs clearer wording for notify stakeholders when material incidents occur and evidence requirements.,0.696,Pending Review,USR-00061,2026-01-20T17:43:00
MAP-0001338,ORG-0028,POL-000291,OBL-000703,Partially Covered,75,"Policy clause mentions data privacy control ownership, review cadence, and evidence retention.",Policy needs clearer wording for submit a compliance confirmation report to management and evidence requirements.,0.957,Pending Review,USR-00004,2025-11-08T19:32:00
MAP-0001339,ORG-0028,POL-000290,OBL-000696,Partially Covered,76,"Policy clause mentions incident management control ownership, review cadence, and evidence retention.",Policy needs clearer wording for update the internal policy and maintain approval evidence and evidence requirements.,0.766,Accepted,USR-00011,2024-08-11T13:08:00
MAP-0001340,ORG-0028,POL-000282,OBL-000698,Fully Covered,85,"Policy clause mentions disclosure control ownership, review cadence, and evidence retention.",No major gap identified.,0.885,Rejected,USR-00003,2025-10-29T09:27:00
