example_id,utterance,intent_label,entities_json,split
INT-000423,Show circulars related to Customer Protection for Payments,search_circular,"{""category"": ""Cybersecurity"", ""regulator"": ""NPCI"", ""org_id"": ""ORG-0021"", ""obligation_id"": ""OBL-000022""}",validation
INT-000424,Show missing evidence for Trading Risk,show_evidence_status,"{""category"": ""Data Privacy"", ""regulator"": ""NPCI"", ""org_id"": ""ORG-0010"", ""obligation_id"": ""OBL-000541""}",validation
INT-000425,Show circulars related to Data Privacy for Banking,search_circular,"{""category"": ""Disclosure"", ""regulator"": ""RBI"", ""org_id"": ""ORG-0015"", ""obligation_id"": ""OBL-000029""}",validation
INT-000426,Who should own Outsourcing remediation?,assign_owner,"{""category"": ""Cybersecurity"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0027"", ""obligation_id"": ""OBL-000230""}",train
INT-000427,Extract action items from CIR-00219,extract_obligations,"{""category"": ""Audit & Reporting"", ""regulator"": ""NPCI"", ""org_id"": ""ORG-0017"", ""obligation_id"": ""OBL-000306""}",test
INT-000428,Extract action items from CIR-00160,extract_obligations,"{""category"": ""Audit & Reporting"", ""regulator"": ""NPCI"", ""org_id"": ""ORG-0020"", ""obligation_id"": ""OBL-000302""}",validation
INT-000429,Which circular talks about Customer Protection risk?,search_circular,"{""category"": ""Liquidity Risk"", ""regulator"": ""FIU-IND"", ""org_id"": ""ORG-0010"", ""obligation_id"": ""OBL-000555""}",train
INT-000430,What changed from old requirement to new requirement?,compare_policy_versions,"{""category"": ""Data Privacy"", ""regulator"": ""RBI"", ""org_id"": ""ORG-0022"", ""obligation_id"": ""OBL-000201""}",train
INT-000431,Prepare board summary for open findings,generate_report,"{""category"": ""Capital Adequacy"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0019"", ""obligation_id"": ""OBL-000755""}",train
INT-000432,Find latest MOF requirements for Liquidity Risk,search_circular,"{""category"": ""Incident Management"", ""regulator"": ""MOF"", ""org_id"": ""ORG-0018"", ""obligation_id"": ""OBL-000152""}",train
INT-000433,Show circulars related to Trading Risk for NBFC,search_circular,"{""category"": ""Disclosure"", ""regulator"": ""RBI"", ""org_id"": ""ORG-0029"", ""obligation_id"": ""OBL-000131""}",validation
INT-000434,Find latest RBI requirements for Liquidity Risk,search_circular,"{""category"": ""Capital Adequacy"", ""regulator"": ""RBI"", ""org_id"": ""ORG-0017"", ""obligation_id"": ""OBL-000683""}",train
INT-000435,What is the main point of CIR-00191?,summarize_circular,"{""category"": ""Audit & Reporting"", ""regulator"": ""NPCI"", ""org_id"": ""ORG-0023"", ""obligation_id"": ""OBL-000137""}",test
INT-000436,Assign this finding to Finance,assign_owner,"{""category"": ""KYC/AML"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0017"", ""obligation_id"": ""OBL-000544""}",train
INT-000437,How do I fix Trading Risk gaps?,create_remediation_plan,"{""category"": ""Data Privacy"", ""regulator"": ""NPCI"", ""org_id"": ""ORG-0025"", ""obligation_id"": ""OBL-000503""}",train
INT-000438,Why is ORG-0010 high risk?,explain_risk_score,"{""category"": ""Outsourcing"", ""regulator"": ""NPCI"", ""org_id"": ""ORG-0010"", ""obligation_id"": ""OBL-000086""}",validation
INT-000439,Show obligations due in 30 days,deadline_query,"{""category"": ""Incident Management"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0022"", ""obligation_id"": ""OBL-000478""}",train
INT-000440,Generate compliance report for ORG-0030,generate_report,"{""category"": ""Data Privacy"", ""regulator"": ""MOF"", ""org_id"": ""ORG-0030"", ""obligation_id"": ""OBL-000338""}",train
INT-000441,Who approved this mapping?,show_audit_trail,"{""category"": ""Incident Management"", ""regulator"": ""MOF"", ""org_id"": ""ORG-0003"", ""obligation_id"": ""OBL-000735""}",train
INT-000442,What changed from old requirement to new requirement?,compare_policy_versions,"{""category"": ""Incident Management"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0016"", ""obligation_id"": ""OBL-000340""}",train
INT-000443,Which circular deadlines are overdue?,deadline_query,"{""category"": ""Customer Protection"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0029"", ""obligation_id"": ""OBL-000006""}",train
INT-000444,Show obligations due in 30 days,deadline_query,"{""category"": ""KYC/AML"", ""regulator"": ""NPCI"", ""org_id"": ""ORG-0005"", ""obligation_id"": ""OBL-000489""}",train
INT-000445,Assign this finding to Finance,assign_owner,"{""category"": ""Cybersecurity"", ""regulator"": ""FIU-IND"", ""org_id"": ""ORG-0009"", ""obligation_id"": ""OBL-000118""}",validation
INT-000446,Give executive summary for FIU-IND circular,summarize_circular,"{""category"": ""Disclosure"", ""regulator"": ""FIU-IND"", ""org_id"": ""ORG-0015"", ""obligation_id"": ""OBL-000240""}",train
INT-000447,Which circular deadlines are overdue?,deadline_query,"{""category"": ""Disclosure"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0024"", ""obligation_id"": ""OBL-000156""}",train
INT-000448,Tell me what we must do for Outsourcing,extract_obligations,"{""category"": ""KYC/AML"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0010"", ""obligation_id"": ""OBL-000728""}",train
INT-000449,Show circulars related to Liquidity Risk for NBFC,search_circular,"{""category"": ""Customer Protection"", ""regulator"": ""FIU-IND"", ""org_id"": ""ORG-0017"", ""obligation_id"": ""OBL-000419""}",train
INT-000450,What factors increased our compliance risk?,explain_risk_score,"{""category"": ""Liquidity Risk"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0021"", ""obligation_id"": ""OBL-000757""}",train
INT-000451,Who should own Operational Resilience remediation?,assign_owner,"{""category"": ""Customer Protection"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0016"", ""obligation_id"": ""OBL-000471""}",train
INT-000452,Extract action items from CIR-00027,extract_obligations,"{""category"": ""Capital Adequacy"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0026"", ""obligation_id"": ""OBL-000494""}",train
INT-000453,Find gaps for Disclosure and Investor Communication Policy,check_policy_gap,"{""category"": ""Cybersecurity"", ""regulator"": ""FIU-IND"", ""org_id"": ""ORG-0017"", ""obligation_id"": ""OBL-000704""}",validation
INT-000454,Why is ORG-0020 high risk?,explain_risk_score,"{""category"": ""Trading Risk"", ""regulator"": ""MOF"", ""org_id"": ""ORG-0020"", ""obligation_id"": ""OBL-000199""}",train
INT-000455,Who approved this mapping?,show_audit_trail,"{""category"": ""Disclosure"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0030"", ""obligation_id"": ""OBL-000192""}",test
INT-000456,Do we have proof for obligation OBL-000387?,show_evidence_status,"{""category"": ""Customer Protection"", ""regulator"": ""MOF"", ""org_id"": ""ORG-0012"", ""obligation_id"": ""OBL-000387""}",train
INT-000457,Show obligations due in 30 days,deadline_query,"{""category"": ""Operational Resilience"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0027"", ""obligation_id"": ""OBL-000097""}",validation
INT-000458,Why is ORG-0011 high risk?,explain_risk_score,"{""category"": ""Trading Risk"", ""regulator"": ""MOF"", ""org_id"": ""ORG-0011"", ""obligation_id"": ""OBL-000152""}",validation
INT-000459,Compare policy POL-000003 with new circular CIR-00130,compare_policy_versions,"{""category"": ""Trading Risk"", ""regulator"": ""MOF"", ""org_id"": ""ORG-0001"", ""obligation_id"": ""OBL-000572""}",train
INT-000460,Explain the risk score for ORG-0010,explain_risk_score,"{""category"": ""Customer Protection"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0010"", ""obligation_id"": ""OBL-000251""}",train
INT-000461,Why is ORG-0019 high risk?,explain_risk_score,"{""category"": ""Operational Resilience"", ""regulator"": ""FIU-IND"", ""org_id"": ""ORG-0019"", ""obligation_id"": ""OBL-000551""}",train
INT-000462,Show missing evidence for Trading Risk,show_evidence_status,"{""category"": ""Disclosure"", ""regulator"": ""FIU-IND"", ""org_id"": ""ORG-0013"", ""obligation_id"": ""OBL-000386""}",test
INT-000463,What is due this month?,deadline_query,"{""category"": ""Operational Resilience"", ""regulator"": ""RBI"", ""org_id"": ""ORG-0007"", ""obligation_id"": ""OBL-000138""}",train
INT-000464,Find latest RBI requirements for Liquidity Risk,search_circular,"{""category"": ""Customer Protection"", ""regulator"": ""RBI"", ""org_id"": ""ORG-0025"", ""obligation_id"": ""OBL-000572""}",test
INT-000465,Who approved this mapping?,show_audit_trail,"{""category"": ""Incident Management"", ""regulator"": ""MOF"", ""org_id"": ""ORG-0027"", ""obligation_id"": ""OBL-000318""}",test
INT-000466,Who approved this mapping?,show_audit_trail,"{""category"": ""Disclosure"", ""regulator"": ""FIU-IND"", ""org_id"": ""ORG-0026"", ""obligation_id"": ""OBL-000438""}",test
INT-000467,What is the main point of CIR-00183?,summarize_circular,"{""category"": ""KYC/AML"", ""regulator"": ""NPCI"", ""org_id"": ""ORG-0028"", ""obligation_id"": ""OBL-000103""}",train
INT-000468,Prepare board summary for open findings,generate_report,"{""category"": ""Capital Adequacy"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0021"", ""obligation_id"": ""OBL-000662""}",train
INT-000469,Assign this finding to Audit,assign_owner,"{""category"": ""Cybersecurity"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0027"", ""obligation_id"": ""OBL-000076""}",validation
INT-000470,Who should own Operational Resilience remediation?,assign_owner,"{""category"": ""Data Privacy"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0008"", ""obligation_id"": ""OBL-000014""}",train
INT-000471,List recent LLM review events,show_audit_trail,"{""category"": ""KYC/AML"", ""regulator"": ""FIU-IND"", ""org_id"": ""ORG-0028"", ""obligation_id"": ""OBL-000022""}",train
INT-000472,Why is ORG-0024 high risk?,explain_risk_score,"{""category"": ""Disclosure"", ""regulator"": ""RBI"", ""org_id"": ""ORG-0024"", ""obligation_id"": ""OBL-000458""}",train
INT-000473,Show drift for POL-000089,compare_policy_versions,"{""category"": ""Capital Adequacy"", ""regulator"": ""RBI"", ""org_id"": ""ORG-0009"", ""obligation_id"": ""OBL-000704""}",validation
INT-000474,Give executive summary for RBI circular,summarize_circular,"{""category"": ""Capital Adequacy"", ""regulator"": ""RBI"", ""org_id"": ""ORG-0008"", ""obligation_id"": ""OBL-000744""}",train
INT-000475,Set owner for obligation OBL-000196,assign_owner,"{""category"": ""Incident Management"", ""regulator"": ""MOF"", ""org_id"": ""ORG-0013"", ""obligation_id"": ""OBL-000196""}",validation
INT-000476,Show circulars related to Customer Protection for Capital Markets,search_circular,"{""category"": ""Audit & Reporting"", ""regulator"": ""NPCI"", ""org_id"": ""ORG-0021"", ""obligation_id"": ""OBL-000444""}",validation
INT-000477,Which circular deadlines are overdue?,deadline_query,"{""category"": ""Customer Protection"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0024"", ""obligation_id"": ""OBL-000253""}",train
INT-000478,Show audit trail for MAP-0000299,show_audit_trail,"{""category"": ""Liquidity Risk"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0005"", ""obligation_id"": ""OBL-000294""}",train
INT-000479,Give me action plan for non-compliant obligations,create_remediation_plan,"{""category"": ""Capital Adequacy"", ""regulator"": ""RBI"", ""org_id"": ""ORG-0010"", ""obligation_id"": ""OBL-000588""}",validation
INT-000480,Who should own Audit & Reporting remediation?,assign_owner,"{""category"": ""Outsourcing"", ""regulator"": ""RBI"", ""org_id"": ""ORG-0014"", ""obligation_id"": ""OBL-000708""}",train
INT-000481,Prepare board summary for open findings,generate_report,"{""category"": ""Incident Management"", ""regulator"": ""MOF"", ""org_id"": ""ORG-0012"", ""obligation_id"": ""OBL-000210""}",train
INT-000482,Assign this finding to Audit,assign_owner,"{""category"": ""Incident Management"", ""regulator"": ""MOF"", ""org_id"": ""ORG-0016"", ""obligation_id"": ""OBL-000037""}",validation
INT-000483,Generate compliance report for ORG-0014,generate_report,"{""category"": ""Liquidity Risk"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0014"", ""obligation_id"": ""OBL-000110""}",train
INT-000484,What obligations are in circular CIR-00080?,extract_obligations,"{""category"": ""Trading Risk"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0001"", ""obligation_id"": ""OBL-000193""}",train
INT-000485,Give me action plan for non-compliant obligations,create_remediation_plan,"{""category"": ""Trading Risk"", ""regulator"": ""MOF"", ""org_id"": ""ORG-0027"", ""obligation_id"": ""OBL-000530""}",validation
INT-000486,Tell me what we must do for Operational Resilience,extract_obligations,"{""category"": ""Operational Resilience"", ""regulator"": ""NPCI"", ""org_id"": ""ORG-0005"", ""obligation_id"": ""OBL-000570""}",train
INT-000487,What changed from old requirement to new requirement?,compare_policy_versions,"{""category"": ""Operational Resilience"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0013"", ""obligation_id"": ""OBL-000360""}",train
INT-000488,Show drift for POL-000095,compare_policy_versions,"{""category"": ""Capital Adequacy"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0010"", ""obligation_id"": ""OBL-000150""}",train
INT-000489,Show drift for POL-000018,compare_policy_versions,"{""category"": ""Disclosure"", ""regulator"": ""FIU-IND"", ""org_id"": ""ORG-0002"", ""obligation_id"": ""OBL-000421""}",train
INT-000490,Export risk report for this month,generate_report,"{""category"": ""Capital Adequacy"", ""regulator"": ""RBI"", ""org_id"": ""ORG-0021"", ""obligation_id"": ""OBL-000018""}",train
INT-000491,Give me action plan for non-compliant obligations,create_remediation_plan,"{""category"": ""Audit & Reporting"", ""regulator"": ""NPCI"", ""org_id"": ""ORG-0020"", ""obligation_id"": ""OBL-000476""}",test
INT-000492,Find gaps for Outsourcing Governance Policy,check_policy_gap,"{""category"": ""Data Privacy"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0004"", ""obligation_id"": ""OBL-000641""}",validation
INT-000493,Generate compliance report for ORG-0013,generate_report,"{""category"": ""Incident Management"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0013"", ""obligation_id"": ""OBL-000201""}",validation
INT-000494,Why is OBL-000011 marked partial?,check_policy_gap,"{""category"": ""Incident Management"", ""regulator"": ""MOF"", ""org_id"": ""ORG-0012"", ""obligation_id"": ""OBL-000011""}",validation
INT-000495,Assign this finding to Risk,assign_owner,"{""category"": ""Operational Resilience"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0025"", ""obligation_id"": ""OBL-000434""}",train
INT-000496,Who approved this mapping?,show_audit_trail,"{""category"": ""Incident Management"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0009"", ""obligation_id"": ""OBL-000439""}",train
INT-000497,Set owner for obligation OBL-000420,assign_owner,"{""category"": ""Customer Protection"", ""regulator"": ""NPCI"", ""org_id"": ""ORG-0030"", ""obligation_id"": ""OBL-000420""}",validation
INT-000498,Which evidence is rejected for ORG-0025?,show_evidence_status,"{""category"": ""Customer Protection"", ""regulator"": ""NPCI"", ""org_id"": ""ORG-0025"", ""obligation_id"": ""OBL-000615""}",train
INT-000499,Why is ORG-0005 high risk?,explain_risk_score,"{""category"": ""Outsourcing"", ""regulator"": ""RBI"", ""org_id"": ""ORG-0005"", ""obligation_id"": ""OBL-000033""}",train
INT-000500,What obligations are in circular CIR-00068?,extract_obligations,"{""category"": ""Data Privacy"", ""regulator"": ""RBI"", ""org_id"": ""ORG-0028"", ""obligation_id"": ""OBL-000095""}",validation
INT-000501,What factors increased our compliance risk?,explain_risk_score,"{""category"": ""Disclosure"", ""regulator"": ""FIU-IND"", ""org_id"": ""ORG-0029"", ""obligation_id"": ""OBL-000169""}",train
INT-000502,What is due this month?,deadline_query,"{""category"": ""Customer Protection"", ""regulator"": ""NPCI"", ""org_id"": ""ORG-0024"", ""obligation_id"": ""OBL-000566""}",train
INT-000503,Who approved this mapping?,show_audit_trail,"{""category"": ""Incident Management"", ""regulator"": ""MOF"", ""org_id"": ""ORG-0015"", ""obligation_id"": ""OBL-000601""}",train
INT-000504,Show circulars related to Incident Management for Mutual Funds,search_circular,"{""category"": ""Cybersecurity"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0029"", ""obligation_id"": ""OBL-000250""}",test
INT-000505,Why is ORG-0013 high risk?,explain_risk_score,"{""category"": ""Capital Adequacy"", ""regulator"": ""NPCI"", ""org_id"": ""ORG-0013"", ""obligation_id"": ""OBL-000364""}",train
INT-000506,Assign this finding to Finance,assign_owner,"{""category"": ""Cybersecurity"", ""regulator"": ""FIU-IND"", ""org_id"": ""ORG-0015"", ""obligation_id"": ""OBL-000270""}",validation
INT-000507,What factors increased our compliance risk?,explain_risk_score,"{""category"": ""Cybersecurity"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0004"", ""obligation_id"": ""OBL-000411""}",validation
INT-000508,Find latest MOF requirements for Disclosure,search_circular,"{""category"": ""Incident Management"", ""regulator"": ""MOF"", ""org_id"": ""ORG-0030"", ""obligation_id"": ""OBL-000103""}",test
INT-000509,Which circular talks about Cybersecurity risk?,search_circular,"{""category"": ""Liquidity Risk"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0016"", ""obligation_id"": ""OBL-000463""}",train
INT-000510,Who should own Outsourcing remediation?,assign_owner,"{""category"": ""Cybersecurity"", ""regulator"": ""RBI"", ""org_id"": ""ORG-0021"", ""obligation_id"": ""OBL-000114""}",test
INT-000511,Do we have proof for obligation OBL-000560?,show_evidence_status,"{""category"": ""Incident Management"", ""regulator"": ""NPCI"", ""org_id"": ""ORG-0029"", ""obligation_id"": ""OBL-000560""}",train
INT-000512,What is due this month?,deadline_query,"{""category"": ""Cybersecurity"", ""regulator"": ""NPCI"", ""org_id"": ""ORG-0023"", ""obligation_id"": ""OBL-000002""}",train
INT-000513,Create remediation steps for finding FND-000039,create_remediation_plan,"{""category"": ""Outsourcing"", ""regulator"": ""MOF"", ""org_id"": ""ORG-0004"", ""obligation_id"": ""OBL-000236""}",validation
INT-000514,Who should own Customer Protection remediation?,assign_owner,"{""category"": ""Disclosure"", ""regulator"": ""RBI"", ""org_id"": ""ORG-0019"", ""obligation_id"": ""OBL-000204""}",train
INT-000515,What factors increased our compliance risk?,explain_risk_score,"{""category"": ""Cybersecurity"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0006"", ""obligation_id"": ""OBL-000264""}",train
INT-000516,Explain the risk score for ORG-0015,explain_risk_score,"{""category"": ""Capital Adequacy"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0015"", ""obligation_id"": ""OBL-000124""}",validation
INT-000517,Generate compliance report for ORG-0018,generate_report,"{""category"": ""Cybersecurity"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0018"", ""obligation_id"": ""OBL-000687""}",validation
INT-000518,Who approved this mapping?,show_audit_trail,"{""category"": ""Incident Management"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0009"", ""obligation_id"": ""OBL-000545""}",train
INT-000519,Show missing evidence for Incident Management,show_evidence_status,"{""category"": ""KYC/AML"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0027"", ""obligation_id"": ""OBL-000645""}",train
INT-000520,Give me action plan for non-compliant obligations,create_remediation_plan,"{""category"": ""Customer Protection"", ""regulator"": ""MOF"", ""org_id"": ""ORG-0014"", ""obligation_id"": ""OBL-000183""}",validation
INT-000521,Which circular talks about Customer Protection risk?,search_circular,"{""category"": ""KYC/AML"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0003"", ""obligation_id"": ""OBL-000619""}",train
INT-000522,Compare policy POL-000182 with new circular CIR-00052,compare_policy_versions,"{""category"": ""Audit & Reporting"", ""regulator"": ""FIU-IND"", ""org_id"": ""ORG-0018"", ""obligation_id"": ""OBL-000356""}",train
INT-000523,Create remediation steps for finding FND-000012,create_remediation_plan,"{""category"": ""Audit & Reporting"", ""regulator"": ""MOF"", ""org_id"": ""ORG-0013"", ""obligation_id"": ""OBL-000493""}",test
INT-000524,Who approved this mapping?,show_audit_trail,"{""category"": ""Disclosure"", ""regulator"": ""RBI"", ""org_id"": ""ORG-0017"", ""obligation_id"": ""OBL-000631""}",train
INT-000525,Who approved this mapping?,show_audit_trail,"{""category"": ""Trading Risk"", ""regulator"": ""RBI"", ""org_id"": ""ORG-0021"", ""obligation_id"": ""OBL-000420""}",validation
INT-000526,Create remediation steps for finding FND-000103,create_remediation_plan,"{""category"": ""Customer Protection"", ""regulator"": ""NPCI"", ""org_id"": ""ORG-0010"", ""obligation_id"": ""OBL-000359""}",test
INT-000527,Who approved this mapping?,show_audit_trail,"{""category"": ""Disclosure"", ""regulator"": ""RBI"", ""org_id"": ""ORG-0006"", ""obligation_id"": ""OBL-000672""}",train
INT-000528,Explain the risk score for ORG-0017,explain_risk_score,"{""category"": ""Operational Resilience"", ""regulator"": ""FIU-IND"", ""org_id"": ""ORG-0017"", ""obligation_id"": ""OBL-000067""}",train
INT-000529,What factors increased our compliance risk?,explain_risk_score,"{""category"": ""Incident Management"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0025"", ""obligation_id"": ""OBL-000383""}",train
INT-000530,Give executive summary for FIU-IND circular,summarize_circular,"{""category"": ""Disclosure"", ""regulator"": ""FIU-IND"", ""org_id"": ""ORG-0017"", ""obligation_id"": ""OBL-000152""}",validation
INT-000531,Show circulars related to Disclosure for Brokerage,search_circular,"{""category"": ""Trading Risk"", ""regulator"": ""MOF"", ""org_id"": ""ORG-0013"", ""obligation_id"": ""OBL-000384""}",validation
INT-000532,Show obligations due in 30 days,deadline_query,"{""category"": ""Liquidity Risk"", ""regulator"": ""MOF"", ""org_id"": ""ORG-0008"", ""obligation_id"": ""OBL-000030""}",test
INT-000533,List recent LLM review events,show_audit_trail,"{""category"": ""Data Privacy"", ""regulator"": ""MOF"", ""org_id"": ""ORG-0017"", ""obligation_id"": ""OBL-000369""}",train
INT-000534,Who approved this mapping?,show_audit_trail,"{""category"": ""Disclosure"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0010"", ""obligation_id"": ""OBL-000754""}",train
INT-000535,Prepare board summary for open findings,generate_report,"{""category"": ""Audit & Reporting"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0014"", ""obligation_id"": ""OBL-000257""}",train
INT-000536,Find gaps for Capital Adequacy Monitoring Policy,check_policy_gap,"{""category"": ""Cybersecurity"", ""regulator"": ""NPCI"", ""org_id"": ""ORG-0001"", ""obligation_id"": ""OBL-000296""}",train
INT-000537,What obligations are in circular CIR-00202?,extract_obligations,"{""category"": ""Incident Management"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0008"", ""obligation_id"": ""OBL-000328""}",train
INT-000538,Give executive summary for NPCI circular,summarize_circular,"{""category"": ""KYC/AML"", ""regulator"": ""NPCI"", ""org_id"": ""ORG-0003"", ""obligation_id"": ""OBL-000227""}",train
INT-000539,Prepare board summary for open findings,generate_report,"{""category"": ""Customer Protection"", ""regulator"": ""MOF"", ""org_id"": ""ORG-0029"", ""obligation_id"": ""OBL-000122""}",train
INT-000540,Compare policy POL-000159 with new circular CIR-00191,compare_policy_versions,"{""category"": ""Audit & Reporting"", ""regulator"": ""NPCI"", ""org_id"": ""ORG-0016"", ""obligation_id"": ""OBL-000248""}",train
INT-000541,Explain the risk score for ORG-0029,explain_risk_score,"{""category"": ""KYC/AML"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0029"", ""obligation_id"": ""OBL-000132""}",train
INT-000542,Is our policy covering obligation OBL-000699?,check_policy_gap,"{""category"": ""Incident Management"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0030"", ""obligation_id"": ""OBL-000699""}",train
INT-000543,Which circular talks about Capital Adequacy risk?,search_circular,"{""category"": ""Operational Resilience"", ""regulator"": ""RBI"", ""org_id"": ""ORG-0021"", ""obligation_id"": ""OBL-000015""}",train
INT-000544,What is due this month?,deadline_query,"{""category"": ""Customer Protection"", ""regulator"": ""FIU-IND"", ""org_id"": ""ORG-0028"", ""obligation_id"": ""OBL-000396""}",train
INT-000545,What obligations are in circular CIR-00008?,extract_obligations,"{""category"": ""Capital Adequacy"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0021"", ""obligation_id"": ""OBL-000498""}",train
INT-000546,Is our policy covering obligation OBL-000132?,check_policy_gap,"{""category"": ""Audit & Reporting"", ""regulator"": ""RBI"", ""org_id"": ""ORG-0030"", ""obligation_id"": ""OBL-000132""}",train
INT-000547,Show audit trail for MAP-0000105,show_audit_trail,"{""category"": ""Data Privacy"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0028"", ""obligation_id"": ""OBL-000638""}",train
INT-000548,What is the main point of CIR-00113?,summarize_circular,"{""category"": ""Cybersecurity"", ""regulator"": ""NPCI"", ""org_id"": ""ORG-0012"", ""obligation_id"": ""OBL-000223""}",validation
INT-000549,What changed from old requirement to new requirement?,compare_policy_versions,"{""category"": ""Cybersecurity"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0021"", ""obligation_id"": ""OBL-000455""}",test
INT-000550,Show obligations due in 30 days,deadline_query,"{""category"": ""Audit & Reporting"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0026"", ""obligation_id"": ""OBL-000263""}",train
INT-000551,Set owner for obligation OBL-000480,assign_owner,"{""category"": ""Customer Protection"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0011"", ""obligation_id"": ""OBL-000480""}",validation
INT-000552,Summarize CIR-00179 in simple words,summarize_circular,"{""category"": ""Operational Resilience"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0030"", ""obligation_id"": ""OBL-000215""}",train
INT-000553,Explain the risk score for ORG-0027,explain_risk_score,"{""category"": ""Liquidity Risk"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0027"", ""obligation_id"": ""OBL-000369""}",train
INT-000554,Which circular talks about Liquidity Risk risk?,search_circular,"{""category"": ""Data Privacy"", ""regulator"": ""RBI"", ""org_id"": ""ORG-0013"", ""obligation_id"": ""OBL-000285""}",validation
INT-000555,What obligations are in circular CIR-00211?,extract_obligations,"{""category"": ""Audit & Reporting"", ""regulator"": ""RBI"", ""org_id"": ""ORG-0019"", ""obligation_id"": ""OBL-000646""}",validation
INT-000556,What obligations are in circular CIR-00043?,extract_obligations,"{""category"": ""Audit & Reporting"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0022"", ""obligation_id"": ""OBL-000444""}",train
INT-000557,Is our policy covering obligation OBL-000484?,check_policy_gap,"{""category"": ""Liquidity Risk"", ""regulator"": ""FIU-IND"", ""org_id"": ""ORG-0027"", ""obligation_id"": ""OBL-000484""}",train
INT-000558,Compare policy POL-000113 with new circular CIR-00073,compare_policy_versions,"{""category"": ""Operational Resilience"", ""regulator"": ""FIU-IND"", ""org_id"": ""ORG-0011"", ""obligation_id"": ""OBL-000284""}",train
INT-000559,Give me action plan for non-compliant obligations,create_remediation_plan,"{""category"": ""Trading Risk"", ""regulator"": ""NPCI"", ""org_id"": ""ORG-0010"", ""obligation_id"": ""OBL-000129""}",train
INT-000560,Generate compliance report for ORG-0003,generate_report,"{""category"": ""Capital Adequacy"", ""regulator"": ""FIU-IND"", ""org_id"": ""ORG-0003"", ""obligation_id"": ""OBL-000253""}",train
INT-000561,Create remediation steps for finding FND-000484,create_remediation_plan,"{""category"": ""Audit & Reporting"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0018"", ""obligation_id"": ""OBL-000750""}",train
INT-000562,List recent LLM review events,show_audit_trail,"{""category"": ""Disclosure"", ""regulator"": ""NPCI"", ""org_id"": ""ORG-0029"", ""obligation_id"": ""OBL-000023""}",train
INT-000563,What factors increased our compliance risk?,explain_risk_score,"{""category"": ""Operational Resilience"", ""regulator"": ""FIU-IND"", ""org_id"": ""ORG-0019"", ""obligation_id"": ""OBL-000214""}",train
