qa_id,user_question,expected_answer,intent,linked_circular_id,linked_obligation_id,linked_org_id,difficulty,split
QA-000681,What is the main point of CIR-00124?,"Intent: summarize_circular. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",summarize_circular,CIR-00124,OBL-000601,ORG-0008,hard,train
QA-000682,Explain the risk score for ORG-0011,"Intent: explain_risk_score. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",explain_risk_score,CIR-00106,OBL-000594,ORG-0011,easy,train
QA-000683,Set owner for obligation OBL-000423,"Intent: assign_owner. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",assign_owner,CIR-00049,OBL-000423,ORG-0018,medium,train
QA-000684,How do I fix Data Privacy gaps?,"Intent: create_remediation_plan. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",create_remediation_plan,CIR-00042,OBL-000698,ORG-0024,medium,train
QA-000685,Which evidence is rejected for ORG-0005?,"Intent: show_evidence_status. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",show_evidence_status,CIR-00208,OBL-000283,ORG-0005,easy,train
QA-000686,Show missing evidence for Customer Protection,"Intent: show_evidence_status. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",show_evidence_status,CIR-00004,OBL-000067,ORG-0026,easy,train
QA-000687,Prepare board summary for open findings,"Intent: generate_report. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",generate_report,CIR-00188,OBL-000505,ORG-0015,easy,train
QA-000688,Create remediation steps for finding FND-000134,"Intent: create_remediation_plan. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",create_remediation_plan,CIR-00156,OBL-000688,ORG-0003,easy,train
QA-000689,Explain the risk score for ORG-0030,"Intent: explain_risk_score. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",explain_risk_score,CIR-00018,OBL-000218,ORG-0030,easy,validation
QA-000690,Show drift for POL-000194,"Intent: compare_policy_versions. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",compare_policy_versions,CIR-00199,OBL-000308,ORG-0020,easy,train
QA-000691,What factors increased our compliance risk?,"Intent: explain_risk_score. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",explain_risk_score,CIR-00143,OBL-000666,ORG-0014,medium,train
QA-000692,Extract action items from CIR-00049,"Intent: extract_obligations. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",extract_obligations,CIR-00049,OBL-000157,ORG-0001,easy,train
QA-000693,What factors increased our compliance risk?,"Intent: explain_risk_score. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",explain_risk_score,CIR-00220,OBL-000750,ORG-0001,easy,train
QA-000694,Create remediation steps for finding FND-000070,"Intent: create_remediation_plan. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",create_remediation_plan,CIR-00174,OBL-000474,ORG-0006,medium,validation
QA-000695,Explain the risk score for ORG-0006,"Intent: explain_risk_score. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",explain_risk_score,CIR-00039,OBL-000502,ORG-0006,easy,train
QA-000696,How do I fix Audit & Reporting gaps?,"Intent: create_remediation_plan. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",create_remediation_plan,CIR-00054,OBL-000358,ORG-0009,easy,train
QA-000697,Who approved this mapping?,"Intent: show_audit_trail. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",show_audit_trail,CIR-00023,OBL-000572,ORG-0016,easy,train
QA-000698,What is due this month?,"Intent: deadline_query. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",deadline_query,CIR-00039,OBL-000214,ORG-0015,easy,train
QA-000699,Which circular deadlines are overdue?,"Intent: deadline_query. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",deadline_query,CIR-00184,OBL-000329,ORG-0026,easy,train
QA-000700,Is our policy covering obligation OBL-000206?,"Intent: check_policy_gap. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",check_policy_gap,CIR-00133,OBL-000206,ORG-0004,medium,test
QA-000701,Why is OBL-000003 marked partial?,"Intent: check_policy_gap. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",check_policy_gap,CIR-00122,OBL-000003,ORG-0026,medium,train
QA-000702,Show missing evidence for Outsourcing,"Intent: show_evidence_status. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",show_evidence_status,CIR-00109,OBL-000050,ORG-0017,easy,validation
QA-000703,Set owner for obligation OBL-000497,"Intent: assign_owner. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",assign_owner,CIR-00036,OBL-000497,ORG-0009,medium,validation
QA-000704,Which evidence is rejected for ORG-0017?,"Intent: show_evidence_status. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",show_evidence_status,CIR-00167,OBL-000313,ORG-0017,medium,train
QA-000705,How do I fix Cybersecurity gaps?,"Intent: create_remediation_plan. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",create_remediation_plan,CIR-00207,OBL-000372,ORG-0013,medium,train
QA-000706,Which evidence is rejected for ORG-0019?,"Intent: show_evidence_status. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",show_evidence_status,CIR-00067,OBL-000439,ORG-0019,medium,train
QA-000707,What is due this month?,"Intent: deadline_query. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",deadline_query,CIR-00198,OBL-000205,ORG-0027,medium,train
QA-000708,Find gaps for Outsourcing Governance Policy,"Intent: check_policy_gap. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",check_policy_gap,CIR-00098,OBL-000527,ORG-0030,easy,train
QA-000709,Find latest MOF requirements for Capital Adequacy,"Intent: search_circular. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",search_circular,CIR-00050,OBL-000647,ORG-0013,easy,train
QA-000710,Do we have proof for obligation OBL-000136?,"Intent: show_evidence_status. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",show_evidence_status,CIR-00170,OBL-000136,ORG-0007,easy,train
QA-000711,What changed from old requirement to new requirement?,"Intent: compare_policy_versions. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",compare_policy_versions,CIR-00158,OBL-000670,ORG-0009,medium,validation
QA-000712,Do we have proof for obligation OBL-000737?,"Intent: show_evidence_status. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",show_evidence_status,CIR-00011,OBL-000737,ORG-0019,easy,train
QA-000713,Extract action items from CIR-00066,"Intent: extract_obligations. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",extract_obligations,CIR-00066,OBL-000344,ORG-0009,easy,validation
QA-000714,Prepare board summary for open findings,"Intent: generate_report. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",generate_report,CIR-00168,OBL-000402,ORG-0016,medium,validation
QA-000715,Show audit trail for MAP-0000883,"Intent: show_audit_trail. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",show_audit_trail,CIR-00016,OBL-000282,ORG-0006,medium,train
QA-000716,Who approved this mapping?,"Intent: show_audit_trail. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",show_audit_trail,CIR-00045,OBL-000216,ORG-0025,easy,test
QA-000717,Export risk report for this month,"Intent: generate_report. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",generate_report,CIR-00053,OBL-000089,ORG-0021,hard,validation
QA-000718,What changed from old requirement to new requirement?,"Intent: compare_policy_versions. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",compare_policy_versions,CIR-00097,OBL-000400,ORG-0028,medium,test
QA-000719,What obligations are in circular CIR-00080?,"Intent: extract_obligations. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",extract_obligations,CIR-00080,OBL-000522,ORG-0022,easy,train
QA-000720,How do I fix Liquidity Risk gaps?,"Intent: create_remediation_plan. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",create_remediation_plan,CIR-00013,OBL-000731,ORG-0025,medium,test
QA-000721,Why is ORG-0029 high risk?,"Intent: explain_risk_score. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",explain_risk_score,CIR-00217,OBL-000489,ORG-0029,hard,train
QA-000722,Generate compliance report for ORG-0002,"Intent: generate_report. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",generate_report,CIR-00097,OBL-000669,ORG-0002,easy,validation
QA-000723,Which circular deadlines are overdue?,"Intent: deadline_query. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",deadline_query,CIR-00157,OBL-000304,ORG-0008,hard,train
QA-000724,Prepare board summary for open findings,"Intent: generate_report. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",generate_report,CIR-00079,OBL-000236,ORG-0009,easy,train
QA-000725,Show obligations due in 30 days,"Intent: deadline_query. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",deadline_query,CIR-00128,OBL-000202,ORG-0008,easy,test
QA-000726,Tell me what we must do for Trading Risk,"Intent: extract_obligations. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",extract_obligations,CIR-00162,OBL-000252,ORG-0011,easy,train
QA-000727,Create remediation steps for finding FND-000249,"Intent: create_remediation_plan. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",create_remediation_plan,CIR-00015,OBL-000482,ORG-0024,hard,train
QA-000728,Find latest IRDAI requirements for Data Privacy,"Intent: search_circular. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",search_circular,CIR-00002,OBL-000437,ORG-0017,hard,train
QA-000729,Show missing evidence for Data Privacy,"Intent: show_evidence_status. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",show_evidence_status,CIR-00006,OBL-000597,ORG-0001,easy,train
QA-000730,Compare policy POL-000134 with new circular CIR-00194,"Intent: compare_policy_versions. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",compare_policy_versions,CIR-00194,OBL-000338,ORG-0013,medium,train
QA-000731,What is due this month?,"Intent: deadline_query. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",deadline_query,CIR-00051,OBL-000044,ORG-0021,easy,train
QA-000732,Explain the risk score for ORG-0007,"Intent: explain_risk_score. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",explain_risk_score,CIR-00214,OBL-000004,ORG-0007,medium,test
QA-000733,Extract action items from CIR-00145,"Intent: extract_obligations. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",extract_obligations,CIR-00145,OBL-000716,ORG-0015,easy,validation
QA-000734,What changed from old requirement to new requirement?,"Intent: compare_policy_versions. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",compare_policy_versions,CIR-00198,OBL-000651,ORG-0014,medium,train
QA-000735,Is our policy covering obligation OBL-000200?,"Intent: check_policy_gap. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",check_policy_gap,CIR-00101,OBL-000200,ORG-0012,easy,train
QA-000736,Compare policy POL-000073 with new circular CIR-00100,"Intent: compare_policy_versions. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",compare_policy_versions,CIR-00100,OBL-000075,ORG-0008,easy,train
QA-000737,Show missing evidence for Trading Risk,"Intent: show_evidence_status. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",show_evidence_status,CIR-00024,OBL-000546,ORG-0018,easy,train
QA-000738,Set owner for obligation OBL-000631,"Intent: assign_owner. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",assign_owner,CIR-00038,OBL-000631,ORG-0001,medium,train
QA-000739,Create remediation steps for finding FND-000277,"Intent: create_remediation_plan. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",create_remediation_plan,CIR-00179,OBL-000556,ORG-0006,easy,validation
QA-000740,Is our policy covering obligation OBL-000034?,"Intent: check_policy_gap. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",check_policy_gap,CIR-00104,OBL-000034,ORG-0007,medium,train
QA-000741,Extract action items from CIR-00049,"Intent: extract_obligations. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",extract_obligations,CIR-00049,OBL-000129,ORG-0013,easy,train
QA-000742,Why is ORG-0030 high risk?,"Intent: explain_risk_score. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",explain_risk_score,CIR-00136,OBL-000718,ORG-0030,hard,train
QA-000743,Give executive summary for SEBI circular,"Intent: summarize_circular. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",summarize_circular,CIR-00154,OBL-000617,ORG-0025,medium,train
QA-000744,Which circular talks about Cybersecurity risk?,"Intent: search_circular. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",search_circular,CIR-00030,OBL-000646,ORG-0023,hard,train
QA-000745,Which circular talks about Customer Protection risk?,"Intent: search_circular. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",search_circular,CIR-00073,OBL-000096,ORG-0026,medium,train
QA-000746,Show audit trail for MAP-0000677,"Intent: show_audit_trail. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",show_audit_trail,CIR-00007,OBL-000392,ORG-0011,easy,validation
QA-000747,Who should own Liquidity Risk remediation?,"Intent: assign_owner. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",assign_owner,CIR-00186,OBL-000610,ORG-0015,medium,test
QA-000748,What factors increased our compliance risk?,"Intent: explain_risk_score. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",explain_risk_score,CIR-00023,OBL-000357,ORG-0024,easy,validation
QA-000749,Find latest IRDAI requirements for Incident Management,"Intent: search_circular. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",search_circular,CIR-00147,OBL-000146,ORG-0006,medium,train
QA-000750,What obligations are in circular CIR-00194?,"Intent: extract_obligations. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",extract_obligations,CIR-00194,OBL-000275,ORG-0010,medium,train
QA-000751,Which circular talks about Outsourcing risk?,"Intent: search_circular. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",search_circular,CIR-00085,OBL-000194,ORG-0024,easy,validation
QA-000752,Why is OBL-000586 marked partial?,"Intent: check_policy_gap. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",check_policy_gap,CIR-00187,OBL-000586,ORG-0012,easy,train
QA-000753,Tell me what we must do for Outsourcing,"Intent: extract_obligations. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",extract_obligations,CIR-00075,OBL-000091,ORG-0026,easy,train
QA-000754,Set owner for obligation OBL-000430,"Intent: assign_owner. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",assign_owner,CIR-00068,OBL-000430,ORG-0029,easy,train
QA-000755,List recent LLM review events,"Intent: show_audit_trail. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",show_audit_trail,CIR-00032,OBL-000132,ORG-0024,easy,train
QA-000756,Why is OBL-000644 marked partial?,"Intent: check_policy_gap. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",check_policy_gap,CIR-00207,OBL-000644,ORG-0013,medium,train
QA-000757,Why is ORG-0012 high risk?,"Intent: explain_risk_score. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",explain_risk_score,CIR-00008,OBL-000534,ORG-0012,easy,train
QA-000758,What is due this month?,"Intent: deadline_query. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",deadline_query,CIR-00021,OBL-000673,ORG-0022,medium,validation
QA-000759,Create remediation steps for finding FND-000444,"Intent: create_remediation_plan. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",create_remediation_plan,CIR-00062,OBL-000226,ORG-0021,easy,validation
QA-000760,Which circular deadlines are overdue?,"Intent: deadline_query. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",deadline_query,CIR-00037,OBL-000525,ORG-0008,medium,train
QA-000761,What is the main point of CIR-00147?,"Intent: summarize_circular. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",summarize_circular,CIR-00147,OBL-000371,ORG-0019,medium,train
QA-000762,Set owner for obligation OBL-000303,"Intent: assign_owner. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",assign_owner,CIR-00139,OBL-000303,ORG-0008,medium,validation
QA-000763,Which circular talks about Data Privacy risk?,"Intent: search_circular. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",search_circular,CIR-00063,OBL-000639,ORG-0028,easy,train
QA-000764,How do I fix Data Privacy gaps?,"Intent: create_remediation_plan. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",create_remediation_plan,CIR-00078,OBL-000223,ORG-0018,hard,train
QA-000765,Export risk report for this month,"Intent: generate_report. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",generate_report,CIR-00135,OBL-000603,ORG-0004,easy,test
QA-000766,Find latest IRDAI requirements for Liquidity Risk,"Intent: search_circular. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",search_circular,CIR-00065,OBL-000179,ORG-0004,medium,train
QA-000767,Show drift for POL-000148,"Intent: compare_policy_versions. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",compare_policy_versions,CIR-00026,OBL-000152,ORG-0015,easy,train
QA-000768,Summarize CIR-00128 in simple words,"Intent: summarize_circular. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",summarize_circular,CIR-00128,OBL-000085,ORG-0022,hard,validation
QA-000769,Create remediation steps for finding FND-000400,"Intent: create_remediation_plan. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",create_remediation_plan,CIR-00147,OBL-000299,ORG-0021,medium,train
QA-000770,Find latest NPCI requirements for Cybersecurity,"Intent: search_circular. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",search_circular,CIR-00189,OBL-000454,ORG-0008,medium,validation
QA-000771,Why is ORG-0016 high risk?,"Intent: explain_risk_score. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",explain_risk_score,CIR-00013,OBL-000732,ORG-0016,easy,train
QA-000772,Generate compliance report for ORG-0007,"Intent: generate_report. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",generate_report,CIR-00160,OBL-000450,ORG-0007,medium,validation
QA-000773,Generate compliance report for ORG-0012,"Intent: generate_report. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",generate_report,CIR-00041,OBL-000596,ORG-0012,medium,train
QA-000774,Which circular deadlines are overdue?,"Intent: deadline_query. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",deadline_query,CIR-00177,OBL-000443,ORG-0012,easy,validation
QA-000775,Create remediation steps for finding FND-000171,"Intent: create_remediation_plan. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",create_remediation_plan,CIR-00002,OBL-000310,ORG-0026,easy,train
QA-000776,Assign this finding to Finance,"Intent: assign_owner. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",assign_owner,CIR-00099,OBL-000150,ORG-0014,medium,train
QA-000777,Assign this finding to Legal,"Intent: assign_owner. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",assign_owner,CIR-00046,OBL-000003,ORG-0015,medium,train
QA-000778,Which evidence is rejected for ORG-0005?,"Intent: show_evidence_status. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",show_evidence_status,CIR-00182,OBL-000757,ORG-0005,easy,test
QA-000779,Assign this finding to Operations,"Intent: assign_owner. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",assign_owner,CIR-00185,OBL-000465,ORG-0005,medium,train
QA-000780,Which circular talks about Capital Adequacy risk?,"Intent: search_circular. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",search_circular,CIR-00166,OBL-000664,ORG-0004,easy,validation
QA-000781,Which circular deadlines are overdue?,"Intent: deadline_query. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",deadline_query,CIR-00021,OBL-000585,ORG-0027,medium,train
QA-000782,List recent LLM review events,"Intent: show_audit_trail. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",show_audit_trail,CIR-00181,OBL-000131,ORG-0005,medium,train
QA-000783,Who should own KYC/AML remediation?,"Intent: assign_owner. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",assign_owner,CIR-00010,OBL-000463,ORG-0023,hard,validation
QA-000784,Show obligations due in 30 days,"Intent: deadline_query. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",deadline_query,CIR-00213,OBL-000698,ORG-0013,easy,train
QA-000785,What obligations are in circular CIR-00199?,"Intent: extract_obligations. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",extract_obligations,CIR-00199,OBL-000546,ORG-0030,medium,test
QA-000786,Generate compliance report for ORG-0005,"Intent: generate_report. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",generate_report,CIR-00096,OBL-000333,ORG-0005,easy,train
QA-000787,Explain the risk score for ORG-0022,"Intent: explain_risk_score. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",explain_risk_score,CIR-00169,OBL-000268,ORG-0022,hard,validation
QA-000788,Give executive summary for SEBI circular,"Intent: summarize_circular. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",summarize_circular,CIR-00117,OBL-000334,ORG-0027,medium,validation
QA-000789,Export risk report for this month,"Intent: generate_report. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",generate_report,CIR-00038,OBL-000468,ORG-0004,easy,validation
QA-000790,Show audit trail for MAP-0000944,"Intent: show_audit_trail. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",show_audit_trail,CIR-00064,OBL-000099,ORG-0003,easy,train
QA-000791,Is our policy covering obligation OBL-000400?,"Intent: check_policy_gap. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",check_policy_gap,CIR-00055,OBL-000400,ORG-0010,medium,train
QA-000792,Set owner for obligation OBL-000479,"Intent: assign_owner. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",assign_owner,CIR-00023,OBL-000479,ORG-0024,medium,train
QA-000793,Compare policy POL-000073 with new circular CIR-00183,"Intent: compare_policy_versions. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",compare_policy_versions,CIR-00183,OBL-000113,ORG-0008,medium,train
