circular_id,regulator_code,sector,title,issue_date,effective_date,due_date,category,severity,jurisdiction,summary,full_text,source_url,status,keywords,version
CIR-00167,SEBI,Banking,SEBI circular on outsourcing requirements for banking entities,2024-03-11,2024-05-24,2024-09-03,Outsourcing,Critical,India / Synthetic Demo,Synthetic Outsourcing requirement for Banking firms to review brokerage surveillance.,"This synthetic circular requires regulated entities in the Banking sector to review brokerage surveillance. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Outsourcing with Critical supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/sebi/167,Active,"Banking,Critical,Outsourcing,brokerage,review",v2.0
CIR-00168,RBI,Payments,RBI circular on capital adequacy requirements for payments entities,2026-03-14,2026-05-06,2026-08-06,Capital Adequacy,Medium,India / Synthetic Demo,Synthetic Capital Adequacy requirement for Payments firms to monitor brokerage surveillance.,"This synthetic circular requires regulated entities in the Payments sector to monitor brokerage surveillance. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Capital Adequacy with Medium supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/rbi/168,Active,"Capital Adequacy,Medium,Payments,brokerage,monitor",v2.0
CIR-00169,SEBI,Payments,SEBI circular on liquidity risk requirements for payments entities,2025-02-23,2025-03-13,2025-06-10,Liquidity Risk,Low,India / Synthetic Demo,Synthetic Liquidity Risk requirement for Payments firms to retain brokerage surveillance.,"This synthetic circular requires regulated entities in the Payments sector to retain brokerage surveillance. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Liquidity Risk with Low supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/sebi/169,Active,"Liquidity Risk,Low,Payments,brokerage,retain",v3.0
CIR-00170,RBI,Banking,RBI circular on capital adequacy requirements for banking entities,2025-01-20,2025-03-15,2025-05-10,Capital Adequacy,High,India / Synthetic Demo,Synthetic Capital Adequacy requirement for Banking firms to automate data retention.,"This synthetic circular requires regulated entities in the Banking sector to automate data retention. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Capital Adequacy with High supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/rbi/170,Draft,"Banking,Capital Adequacy,High,automate,data",v2.0
CIR-00171,NPCI,Capital Markets,NPCI circular on kyc/aml requirements for capital markets entities,2024-04-05,2024-04-25,2024-07-23,KYC/AML,High,India / Synthetic Demo,Synthetic KYC/AML requirement for Capital Markets firms to retain outsourced vendor controls.,"This synthetic circular requires regulated entities in the Capital Markets sector to retain outsourced vendor controls. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under KYC/AML with High supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/npci/171,Active,"Capital Markets,High,KYC/AML,outsourced,retain",v2.0
CIR-00172,NPCI,NBFC,NPCI circular on liquidity risk requirements for nbfc entities,2025-06-01,2025-07-03,2025-11-10,Liquidity Risk,Medium,India / Synthetic Demo,Synthetic Liquidity Risk requirement for NBFC firms to standardize risk appetite limits.,"This synthetic circular requires regulated entities in the NBFC sector to standardize risk appetite limits. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Liquidity Risk with Medium supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/npci/172,Active,"Liquidity Risk,Medium,NBFC,risk,standardize",v2.0
CIR-00173,MOF,Payments,MOF circular on data privacy requirements for payments entities,2026-05-21,2026-07-15,2026-11-22,Data Privacy,Medium,India / Synthetic Demo,Synthetic Data Privacy requirement for Payments firms to disclose brokerage surveillance.,"This synthetic circular requires regulated entities in the Payments sector to disclose brokerage surveillance. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Data Privacy with Medium supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/mof/173,Active,"Data Privacy,Medium,Payments,brokerage,disclose",v1.0
CIR-00174,RBI,Capital Markets,RBI circular on operational resilience requirements for capital markets entities,2025-08-21,2025-09-18,2025-11-26,Operational Resilience,High,India / Synthetic Demo,Synthetic Operational Resilience requirement for Capital Markets firms to standardize board oversight.,"This synthetic circular requires regulated entities in the Capital Markets sector to standardize board oversight. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Operational Resilience with High supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/rbi/174,Active,"Capital Markets,High,Operational Resilience,board,standardize",v2.0
CIR-00175,NPCI,Mutual Funds,NPCI circular on cybersecurity requirements for mutual funds entities,2024-07-31,2024-10-11,2025-01-27,Cybersecurity,Critical,India / Synthetic Demo,Synthetic Cybersecurity requirement for Mutual Funds firms to monitor UPI dispute handling.,"This synthetic circular requires regulated entities in the Mutual Funds sector to monitor UPI dispute handling. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Cybersecurity with Critical supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/npci/175,Superseded,"Critical,Cybersecurity,Mutual Funds,UPI,monitor",v1.0
CIR-00176,SEBI,Insurance,SEBI circular on incident management requirements for insurance entities,2025-12-14,2026-01-03,2026-03-29,Incident Management,High,India / Synthetic Demo,Synthetic Incident Management requirement for Insurance firms to disclose board oversight.,"This synthetic circular requires regulated entities in the Insurance sector to disclose board oversight. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Incident Management with High supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/sebi/176,Active,"High,Incident Management,Insurance,board,disclose",v1.0
CIR-00177,IRDAI,Banking,IRDAI circular on disclosure requirements for banking entities,2024-09-23,2024-10-30,2024-12-06,Disclosure,High,India / Synthetic Demo,Synthetic Disclosure requirement for Banking firms to validate incident reporting.,"This synthetic circular requires regulated entities in the Banking sector to validate incident reporting. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Disclosure with High supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/irdai/177,Active,"Banking,Disclosure,High,incident,validate",v3.0
CIR-00178,SEBI,FinTech,SEBI circular on cybersecurity requirements for fintech entities,2026-03-23,2026-04-24,2026-06-24,Cybersecurity,Low,India / Synthetic Demo,Synthetic Cybersecurity requirement for FinTech firms to strengthen customer due diligence.,"This synthetic circular requires regulated entities in the FinTech sector to strengthen customer due diligence. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Cybersecurity with Low supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/sebi/178,Superseded,"Cybersecurity,FinTech,Low,customer,strengthen",v1.0
CIR-00179,SEBI,Brokerage,SEBI circular on operational resilience requirements for brokerage entities,2025-10-07,2025-11-01,2026-04-29,Operational Resilience,Medium,India / Synthetic Demo,Synthetic Operational Resilience requirement for Brokerage firms to report UPI dispute handling.,"This synthetic circular requires regulated entities in the Brokerage sector to report UPI dispute handling. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Operational Resilience with Medium supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/sebi/179,Draft,"Brokerage,Medium,Operational Resilience,UPI,report",v1.0
CIR-00180,RBI,Payments,RBI circular on cybersecurity requirements for payments entities,2025-03-30,2025-04-30,2025-06-22,Cybersecurity,High,India / Synthetic Demo,Synthetic Cybersecurity requirement for Payments firms to disclose transaction alerts.,"This synthetic circular requires regulated entities in the Payments sector to disclose transaction alerts. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Cybersecurity with High supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/rbi/180,Active,"Cybersecurity,High,Payments,disclose,transaction",v2.0
CIR-00181,RBI,Brokerage,RBI circular on data privacy requirements for brokerage entities,2025-02-08,2025-04-27,2025-06-03,Data Privacy,High,India / Synthetic Demo,Synthetic Data Privacy requirement for Brokerage firms to validate liquidity stress testing.,"This synthetic circular requires regulated entities in the Brokerage sector to validate liquidity stress testing. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Data Privacy with High supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/rbi/181,Active,"Brokerage,Data Privacy,High,liquidity,validate",v2.0
CIR-00182,SEBI,Insurance,SEBI circular on data privacy requirements for insurance entities,2024-06-01,2024-06-20,2024-09-20,Data Privacy,Medium,India / Synthetic Demo,Synthetic Data Privacy requirement for Insurance firms to review incident reporting.,"This synthetic circular requires regulated entities in the Insurance sector to review incident reporting. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Data Privacy with Medium supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/sebi/182,Active,"Data Privacy,Insurance,Medium,incident,review",v3.0
CIR-00183,NPCI,NBFC,NPCI circular on kyc/aml requirements for nbfc entities,2024-05-20,2024-07-27,2024-10-16,KYC/AML,Medium,India / Synthetic Demo,Synthetic KYC/AML requirement for NBFC firms to retain capital calculations.,"This synthetic circular requires regulated entities in the NBFC sector to retain capital calculations. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under KYC/AML with Medium supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/npci/183,Active,"KYC/AML,Medium,NBFC,capital,retain",v3.0
CIR-00184,RBI,Mutual Funds,RBI circular on disclosure requirements for mutual funds entities,2026-03-11,2026-05-27,2026-09-22,Disclosure,Medium,India / Synthetic Demo,Synthetic Disclosure requirement for Mutual Funds firms to report data retention.,"This synthetic circular requires regulated entities in the Mutual Funds sector to report data retention. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Disclosure with Medium supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/rbi/184,Active,"Disclosure,Medium,Mutual Funds,data,report",v2.0
CIR-00185,SEBI,Mutual Funds,SEBI circular on kyc/aml requirements for mutual funds entities,2024-01-31,2024-03-21,2024-05-04,KYC/AML,High,India / Synthetic Demo,Synthetic KYC/AML requirement for Mutual Funds firms to monitor data retention.,"This synthetic circular requires regulated entities in the Mutual Funds sector to monitor data retention. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under KYC/AML with High supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/sebi/185,Active,"High,KYC/AML,Mutual Funds,data,monitor",v3.0
CIR-00186,SEBI,NBFC,SEBI circular on data privacy requirements for nbfc entities,2024-09-03,2024-10-22,2025-04-06,Data Privacy,Medium,India / Synthetic Demo,Synthetic Data Privacy requirement for NBFC firms to strengthen capital calculations.,"This synthetic circular requires regulated entities in the NBFC sector to strengthen capital calculations. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Data Privacy with Medium supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/sebi/186,Active,"Data Privacy,Medium,NBFC,capital,strengthen",v2.0
CIR-00187,IRDAI,Capital Markets,IRDAI circular on data privacy requirements for capital markets entities,2024-11-21,2025-01-20,2025-02-26,Data Privacy,Medium,India / Synthetic Demo,Synthetic Data Privacy requirement for Capital Markets firms to disclose risk appetite limits.,"This synthetic circular requires regulated entities in the Capital Markets sector to disclose risk appetite limits. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Data Privacy with Medium supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/irdai/187,Active,"Capital Markets,Data Privacy,Medium,disclose,risk",v3.0
CIR-00188,SEBI,Insurance,SEBI circular on customer protection requirements for insurance entities,2024-02-08,2024-03-05,2024-04-18,Customer Protection,Medium,India / Synthetic Demo,Synthetic Customer Protection requirement for Insurance firms to automate risk appetite limits.,"This synthetic circular requires regulated entities in the Insurance sector to automate risk appetite limits. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Customer Protection with Medium supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/sebi/188,Active,"Customer Protection,Insurance,Medium,automate,risk",v3.0
CIR-00189,NPCI,Mutual Funds,NPCI circular on kyc/aml requirements for mutual funds entities,2024-07-25,2024-08-25,2024-12-20,KYC/AML,Critical,India / Synthetic Demo,Synthetic KYC/AML requirement for Mutual Funds firms to document brokerage surveillance.,"This synthetic circular requires regulated entities in the Mutual Funds sector to document brokerage surveillance. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under KYC/AML with Critical supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/npci/189,Active,"Critical,KYC/AML,Mutual Funds,brokerage,document",v1.0
CIR-00190,FIU-IND,Capital Markets,FIU-IND circular on liquidity risk requirements for capital markets entities,2026-05-16,2026-08-06,2026-12-07,Liquidity Risk,High,India / Synthetic Demo,Synthetic Liquidity Risk requirement for Capital Markets firms to standardize brokerage surveillance.,"This synthetic circular requires regulated entities in the Capital Markets sector to standardize brokerage surveillance. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Liquidity Risk with High supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/fiu-ind/190,Active,"Capital Markets,High,Liquidity Risk,brokerage,standardize",v3.0
CIR-00191,NPCI,NBFC,NPCI circular on audit & reporting requirements for nbfc entities,2024-11-26,2024-12-28,2025-03-08,Audit & Reporting,Medium,India / Synthetic Demo,Synthetic Audit & Reporting requirement for NBFC firms to validate liquidity stress testing.,"This synthetic circular requires regulated entities in the NBFC sector to validate liquidity stress testing. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Audit & Reporting with Medium supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/npci/191,Draft,"Audit & Reporting,Medium,NBFC,liquidity,validate",v3.0
CIR-00192,IRDAI,Mutual Funds,IRDAI circular on data privacy requirements for mutual funds entities,2025-08-26,2025-10-02,2026-02-05,Data Privacy,Medium,India / Synthetic Demo,Synthetic Data Privacy requirement for Mutual Funds firms to review investor disclosures.,"This synthetic circular requires regulated entities in the Mutual Funds sector to review investor disclosures. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Data Privacy with Medium supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/irdai/192,Active,"Data Privacy,Medium,Mutual Funds,investor,review",v1.0
CIR-00193,SEBI,Banking,SEBI circular on liquidity risk requirements for banking entities,2025-08-09,2025-10-13,2026-04-06,Liquidity Risk,Critical,India / Synthetic Demo,Synthetic Liquidity Risk requirement for Banking firms to strengthen board oversight.,"This synthetic circular requires regulated entities in the Banking sector to strengthen board oversight. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Liquidity Risk with Critical supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/sebi/193,Active,"Banking,Critical,Liquidity Risk,board,strengthen",v3.0
CIR-00194,SEBI,NBFC,SEBI circular on incident management requirements for nbfc entities,2024-05-24,2024-07-20,2024-09-07,Incident Management,Critical,India / Synthetic Demo,Synthetic Incident Management requirement for NBFC firms to automate brokerage surveillance.,"This synthetic circular requires regulated entities in the NBFC sector to automate brokerage surveillance. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Incident Management with Critical supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/sebi/194,Draft,"Critical,Incident Management,NBFC,automate,brokerage",v1.0
CIR-00195,MOF,Mutual Funds,MOF circular on cybersecurity requirements for mutual funds entities,2024-09-28,2024-11-08,2025-02-09,Cybersecurity,Medium,India / Synthetic Demo,Synthetic Cybersecurity requirement for Mutual Funds firms to standardize brokerage surveillance.,"This synthetic circular requires regulated entities in the Mutual Funds sector to standardize brokerage surveillance. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Cybersecurity with Medium supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/mof/195,Active,"Cybersecurity,Medium,Mutual Funds,brokerage,standardize",v1.0
CIR-00196,MOF,Banking,MOF circular on kyc/aml requirements for banking entities,2026-01-20,2026-03-29,2026-06-09,KYC/AML,Medium,India / Synthetic Demo,Synthetic KYC/AML requirement for Banking firms to validate incident reporting.,"This synthetic circular requires regulated entities in the Banking sector to validate incident reporting. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under KYC/AML with Medium supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/mof/196,Superseded,"Banking,KYC/AML,Medium,incident,validate",v2.0
CIR-00197,FIU-IND,NBFC,FIU-IND circular on disclosure requirements for nbfc entities,2026-03-18,2026-06-14,2026-09-09,Disclosure,High,India / Synthetic Demo,Synthetic Disclosure requirement for NBFC firms to document incident reporting.,"This synthetic circular requires regulated entities in the NBFC sector to document incident reporting. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Disclosure with High supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/fiu-ind/197,Active,"Disclosure,High,NBFC,document,incident",v1.0
CIR-00198,IRDAI,Mutual Funds,IRDAI circular on kyc/aml requirements for mutual funds entities,2024-04-17,2024-05-11,2024-09-05,KYC/AML,Medium,India / Synthetic Demo,Synthetic KYC/AML requirement for Mutual Funds firms to document outsourced vendor controls.,"This synthetic circular requires regulated entities in the Mutual Funds sector to document outsourced vendor controls. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under KYC/AML with Medium supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/irdai/198,Active,"KYC/AML,Medium,Mutual Funds,document,outsourced",v1.0
CIR-00199,FIU-IND,Mutual Funds,FIU-IND circular on cybersecurity requirements for mutual funds entities,2025-09-20,2025-12-05,2026-01-11,Cybersecurity,High,India / Synthetic Demo,Synthetic Cybersecurity requirement for Mutual Funds firms to validate liquidity stress testing.,"This synthetic circular requires regulated entities in the Mutual Funds sector to validate liquidity stress testing. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Cybersecurity with High supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/fiu-ind/199,Active,"Cybersecurity,High,Mutual Funds,liquidity,validate",v2.0
CIR-00200,SEBI,NBFC,SEBI circular on kyc/aml requirements for nbfc entities,2024-07-13,2024-09-18,2025-03-08,KYC/AML,Medium,India / Synthetic Demo,Synthetic KYC/AML requirement for NBFC firms to retain UPI dispute handling.,"This synthetic circular requires regulated entities in the NBFC sector to retain UPI dispute handling. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under KYC/AML with Medium supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/sebi/200,Active,"KYC/AML,Medium,NBFC,UPI,retain",v2.0
CIR-00201,SEBI,Banking,SEBI circular on cybersecurity requirements for banking entities,2025-07-16,2025-10-01,2025-12-09,Cybersecurity,Medium,India / Synthetic Demo,Synthetic Cybersecurity requirement for Banking firms to strengthen brokerage surveillance.,"This synthetic circular requires regulated entities in the Banking sector to strengthen brokerage surveillance. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Cybersecurity with Medium supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/sebi/201,Active,"Banking,Cybersecurity,Medium,brokerage,strengthen",v1.0
CIR-00202,IRDAI,FinTech,IRDAI circular on incident management requirements for fintech entities,2024-01-27,2024-03-08,2024-05-20,Incident Management,Medium,India / Synthetic Demo,Synthetic Incident Management requirement for FinTech firms to review transaction alerts.,"This synthetic circular requires regulated entities in the FinTech sector to review transaction alerts. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Incident Management with Medium supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/irdai/202,Active,"FinTech,Incident Management,Medium,review,transaction",v1.0
CIR-00203,IRDAI,FinTech,IRDAI circular on disclosure requirements for fintech entities,2025-11-07,2025-12-25,2026-02-16,Disclosure,Medium,India / Synthetic Demo,Synthetic Disclosure requirement for FinTech firms to retain outsourced vendor controls.,"This synthetic circular requires regulated entities in the FinTech sector to retain outsourced vendor controls. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Disclosure with Medium supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/irdai/203,Active,"Disclosure,FinTech,Medium,outsourced,retain",v2.0
CIR-00204,IRDAI,FinTech,IRDAI circular on data privacy requirements for fintech entities,2025-03-26,2025-06-08,2025-09-13,Data Privacy,Low,India / Synthetic Demo,Synthetic Data Privacy requirement for FinTech firms to automate UPI dispute handling.,"This synthetic circular requires regulated entities in the FinTech sector to automate UPI dispute handling. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Data Privacy with Low supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/irdai/204,Active,"Data Privacy,FinTech,Low,UPI,automate",v1.0
CIR-00205,MOF,NBFC,MOF circular on incident management requirements for nbfc entities,2024-12-18,2025-03-12,2025-07-25,Incident Management,Low,India / Synthetic Demo,Synthetic Incident Management requirement for NBFC firms to report capital calculations.,"This synthetic circular requires regulated entities in the NBFC sector to report capital calculations. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Incident Management with Low supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/mof/205,Active,"Incident Management,Low,NBFC,capital,report",v2.0
CIR-00206,FIU-IND,FinTech,FIU-IND circular on disclosure requirements for fintech entities,2024-08-29,2024-11-12,2025-02-26,Disclosure,Medium,India / Synthetic Demo,Synthetic Disclosure requirement for FinTech firms to standardize outsourced vendor controls.,"This synthetic circular requires regulated entities in the FinTech sector to standardize outsourced vendor controls. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Disclosure with Medium supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/fiu-ind/206,Draft,"Disclosure,FinTech,Medium,outsourced,standardize",v3.0
CIR-00207,RBI,Capital Markets,RBI circular on outsourcing requirements for capital markets entities,2026-02-14,2026-04-27,2026-07-10,Outsourcing,Low,India / Synthetic Demo,Synthetic Outsourcing requirement for Capital Markets firms to document capital calculations.,"This synthetic circular requires regulated entities in the Capital Markets sector to document capital calculations. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Outsourcing with Low supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/rbi/207,Superseded,"Capital Markets,Low,Outsourcing,capital,document",v1.0
CIR-00208,RBI,NBFC,RBI circular on disclosure requirements for nbfc entities,2025-03-21,2025-04-30,2025-07-06,Disclosure,Critical,India / Synthetic Demo,Synthetic Disclosure requirement for NBFC firms to report UPI dispute handling.,"This synthetic circular requires regulated entities in the NBFC sector to report UPI dispute handling. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Disclosure with Critical supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/rbi/208,Active,"Critical,Disclosure,NBFC,UPI,report",v3.0
CIR-00209,RBI,Brokerage,RBI circular on cybersecurity requirements for brokerage entities,2025-07-19,2025-09-13,2025-12-22,Cybersecurity,Medium,India / Synthetic Demo,Synthetic Cybersecurity requirement for Brokerage firms to retain incident reporting.,"This synthetic circular requires regulated entities in the Brokerage sector to retain incident reporting. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Cybersecurity with Medium supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/rbi/209,Draft,"Brokerage,Cybersecurity,Medium,incident,retain",v1.0
