policy_id,org_id,policy_title,department,owner_role,version,effective_from,last_updated_at,next_review_date,status,policy_text,tags
POL-000212,ORG-0021,Model Risk Governance Policy,Data Governance,Admin,4.0,2025-09-17,2025-12-03T19:40:00,2027-01-24,Approved,"Model Risk Governance Policy for Aarohan Holdings 21 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to NBFC operations and is maintained by the Data Governance team. Controls must be reviewed, documented, and approved according to internal governance standards.","Cybersecurity,Liquidity Risk"
POL-000213,ORG-0021,Capital Adequacy Monitoring Policy,Compliance,Compliance Officer,1.0,2024-01-09,2024-03-01T09:20:00,2025-05-23,Approved,"Capital Adequacy Monitoring Policy for Aarohan Holdings 21 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to NBFC operations and is maintained by the Compliance team. Controls must be reviewed, documented, and approved according to internal governance standards.","Liquidity Risk,Data Privacy"
POL-000214,ORG-0021,AML Transaction Monitoring Policy,Security,Operations Lead,2.0,2024-03-08,2024-06-05T13:37:00,2025-07-03,Approved,"AML Transaction Monitoring Policy for Aarohan Holdings 21 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to NBFC operations and is maintained by the Security team. Controls must be reviewed, documented, and approved according to internal governance standards.","Capital Adequacy,Data Privacy"
POL-000215,ORG-0022,Third Party Risk Management Policy,Finance,ML Reviewer,5.0,2024-06-11,2024-08-30T18:30:00,2025-09-03,Expired,"Third Party Risk Management Policy for CapitalNest Insurance 22 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Capital Markets operations and is maintained by the Finance team. Controls must be reviewed, documented, and approved according to internal governance standards.","Liquidity Risk,Operational Resilience"
POL-000216,ORG-0022,AML Transaction Monitoring Policy,Legal,Risk Manager,1.0,2025-03-31,2025-07-15T08:08:00,2026-08-08,Approved,"AML Transaction Monitoring Policy for CapitalNest Insurance 22 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Capital Markets operations and is maintained by the Legal team. Controls must be reviewed, documented, and approved according to internal governance standards.","Disclosure,Customer Protection"
POL-000217,ORG-0022,Business Continuity and Resilience Policy,Compliance,Operations Lead,2.0,2025-08-23,2025-10-28T17:36:00,2026-07-05,Approved,"Business Continuity and Resilience Policy for CapitalNest Insurance 22 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Capital Markets operations and is maintained by the Compliance team. Controls must be reviewed, documented, and approved according to internal governance standards.","KYC/AML,Customer Protection"
POL-000218,ORG-0022,Outsourcing Governance Policy,Data Governance,Risk Manager,5.0,2024-12-13,2025-02-08T09:11:00,2025-10-13,Approved,"Outsourcing Governance Policy for CapitalNest Insurance 22 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Capital Markets operations and is maintained by the Data Governance team. Controls must be reviewed, documented, and approved according to internal governance standards.","Incident Management,Disclosure"
POL-000219,ORG-0022,Cyber Incident Response Policy,Risk,Auditor,2.0,2025-11-15,2026-02-14T13:18:00,2027-02-10,Approved,"Cyber Incident Response Policy for CapitalNest Insurance 22 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Capital Markets operations and is maintained by the Risk team. Controls must be reviewed, documented, and approved according to internal governance standards.","Cybersecurity,Capital Adequacy"
POL-000220,ORG-0022,Model Risk Governance Policy,Trading Desk,Admin,5.0,2024-01-17,2024-04-11T14:10:00,2025-01-14,Pending Review,"Model Risk Governance Policy for CapitalNest Insurance 22 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Capital Markets operations and is maintained by the Trading Desk team. Controls must be reviewed, documented, and approved according to internal governance standards.","Operational Resilience,Outsourcing"
POL-000221,ORG-0022,Regulatory Reporting Policy,IT,Data Protection Officer,3.0,2024-01-25,2024-03-15T10:03:00,2025-04-05,Approved,"Regulatory Reporting Policy for CapitalNest Insurance 22 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Capital Markets operations and is maintained by the IT team. Controls must be reviewed, documented, and approved according to internal governance standards.","Trading Risk,Liquidity Risk"
POL-000222,ORG-0022,Capital Adequacy Monitoring Policy,Finance,Compliance Officer,4.0,2024-12-11,2025-01-24T19:48:00,2026-02-22,Approved,"Capital Adequacy Monitoring Policy for CapitalNest Insurance 22 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Capital Markets operations and is maintained by the Finance team. Controls must be reviewed, documented, and approved according to internal governance standards.","Cybersecurity,Capital Adequacy"
POL-000223,ORG-0022,KYC and Customer Due Diligence Policy,Compliance,Admin,5.0,2024-05-13,2024-05-24T19:36:00,2025-02-11,Approved,"KYC and Customer Due Diligence Policy for CapitalNest Insurance 22 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Capital Markets operations and is maintained by the Compliance team. Controls must be reviewed, documented, and approved according to internal governance standards.","Operational Resilience,Customer Protection"
POL-000224,ORG-0022,Disclosure and Investor Communication Policy,Finance,Legal Reviewer,4.0,2024-02-06,2024-05-15T14:21:00,2025-02-03,Pending Review,"Disclosure and Investor Communication Policy for CapitalNest Insurance 22 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Capital Markets operations and is maintained by the Finance team. Controls must be reviewed, documented, and approved according to internal governance standards.","Disclosure,Liquidity Risk"
POL-000225,ORG-0023,Trading Limit and Surveillance Policy,Data Governance,Risk Manager,1.0,2025-06-05,2025-06-17T10:51:00,2026-09-13,Approved,"Trading Limit and Surveillance Policy for Sangam Payments 23 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Brokerage operations and is maintained by the Data Governance team. Controls must be reviewed, documented, and approved according to internal governance standards.","Cybersecurity,Data Privacy"
POL-000226,ORG-0023,Cyber Incident Response Policy,Risk,Admin,3.0,2024-06-06,2024-09-26T11:49:00,2025-03-25,Pending Review,"Cyber Incident Response Policy for Sangam Payments 23 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Brokerage operations and is maintained by the Risk team. Controls must be reviewed, documented, and approved according to internal governance standards.","KYC/AML,Liquidity Risk"
POL-000227,ORG-0023,Disclosure and Investor Communication Policy,Audit,Policy Owner,3.0,2024-03-13,2024-06-05T18:55:00,2025-04-04,Approved,"Disclosure and Investor Communication Policy for Sangam Payments 23 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Brokerage operations and is maintained by the Audit team. Controls must be reviewed, documented, and approved according to internal governance standards.","Capital Adequacy,Incident Management"
POL-000228,ORG-0023,Access Control and Review Policy,Audit,Compliance Officer,1.0,2024-05-04,2024-08-12T10:12:00,2025-08-07,Expired,"Access Control and Review Policy for Sangam Payments 23 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Brokerage operations and is maintained by the Audit team. Controls must be reviewed, documented, and approved according to internal governance standards.","Data Privacy,Cybersecurity"
POL-000229,ORG-0023,Third Party Risk Management Policy,Compliance,Auditor,1.0,2025-03-19,2025-04-24T08:45:00,2026-01-03,Approved,"Third Party Risk Management Policy for Sangam Payments 23 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Brokerage operations and is maintained by the Compliance team. Controls must be reviewed, documented, and approved according to internal governance standards.","Incident Management,Outsourcing"
POL-000230,ORG-0023,Outsourcing Governance Policy,Trading Desk,Data Protection Officer,2.0,2024-07-21,2024-10-16T19:11:00,2025-08-15,Approved,"Outsourcing Governance Policy for Sangam Payments 23 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Brokerage operations and is maintained by the Trading Desk team. Controls must be reviewed, documented, and approved according to internal governance standards.","Incident Management,Audit & Reporting"
POL-000231,ORG-0023,Data Retention and Privacy Policy,Trading Desk,ML Reviewer,1.0,2024-07-08,2024-07-18T09:11:00,2025-05-24,Approved,"Data Retention and Privacy Policy for Sangam Payments 23 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Brokerage operations and is maintained by the Trading Desk team. Controls must be reviewed, documented, and approved according to internal governance standards.","Outsourcing,Audit & Reporting"
POL-000232,ORG-0023,Customer Complaint Handling Policy,Risk,Risk Manager,2.0,2025-12-20,2026-01-23T10:54:00,2026-12-07,Approved,"Customer Complaint Handling Policy for Sangam Payments 23 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Brokerage operations and is maintained by the Risk team. Controls must be reviewed, documented, and approved according to internal governance standards.","Operational Resilience,Data Privacy"
POL-000233,ORG-0023,Liquidity Risk Monitoring Policy,Audit,Admin,4.0,2024-10-30,2024-12-31T16:40:00,2025-10-08,Approved,"Liquidity Risk Monitoring Policy for Sangam Payments 23 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Brokerage operations and is maintained by the Audit team. Controls must be reviewed, documented, and approved according to internal governance standards.","Trading Risk,Capital Adequacy"
POL-000234,ORG-0023,Capital Adequacy Monitoring Policy,IT,Legal Reviewer,2.0,2024-01-08,2024-02-23T10:04:00,2024-10-19,Approved,"Capital Adequacy Monitoring Policy for Sangam Payments 23 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Brokerage operations and is maintained by the IT team. Controls must be reviewed, documented, and approved according to internal governance standards.","Capital Adequacy,KYC/AML"
POL-000235,ORG-0023,KYC and Customer Due Diligence Policy,Finance,Data Protection Officer,5.0,2024-03-22,2024-04-02T19:43:00,2025-01-08,Approved,"KYC and Customer Due Diligence Policy for Sangam Payments 23 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Brokerage operations and is maintained by the Finance team. Controls must be reviewed, documented, and approved according to internal governance standards.","Capital Adequacy,Incident Management"
POL-000236,ORG-0023,Regulatory Reporting Policy,Risk,Legal Reviewer,5.0,2025-08-05,2025-11-16T13:28:00,2026-08-01,Approved,"Regulatory Reporting Policy for Sangam Payments 23 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Brokerage operations and is maintained by the Risk team. Controls must be reviewed, documented, and approved according to internal governance standards.","Customer Protection,Capital Adequacy"
POL-000237,ORG-0023,Business Continuity and Resilience Policy,Security,Operations Lead,4.0,2025-05-15,2025-08-02T19:12:00,2026-04-08,Approved,"Business Continuity and Resilience Policy for Sangam Payments 23 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Brokerage operations and is maintained by the Security team. Controls must be reviewed, documented, and approved according to internal governance standards.","KYC/AML,Capital Adequacy"
POL-000238,ORG-0024,Customer Complaint Handling Policy,Compliance,Operations Lead,4.0,2024-05-22,2024-07-19T18:09:00,2025-05-29,Approved,"Customer Complaint Handling Policy for Aarohan Payments 24 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to NBFC operations and is maintained by the Compliance team. Controls must be reviewed, documented, and approved according to internal governance standards.","Disclosure,Incident Management"
POL-000239,ORG-0024,Disclosure and Investor Communication Policy,Legal,Policy Owner,2.0,2025-08-30,2025-10-06T09:01:00,2026-09-04,Approved,"Disclosure and Investor Communication Policy for Aarohan Payments 24 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to NBFC operations and is maintained by the Legal team. Controls must be reviewed, documented, and approved according to internal governance standards.","Trading Risk,Capital Adequacy"
POL-000240,ORG-0024,Trading Limit and Surveillance Policy,Compliance,Security Officer,2.0,2025-05-24,2025-06-23T12:53:00,2026-09-24,Approved,"Trading Limit and Surveillance Policy for Aarohan Payments 24 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to NBFC operations and is maintained by the Compliance team. Controls must be reviewed, documented, and approved according to internal governance standards.","Operational Resilience,Liquidity Risk"
POL-000241,ORG-0024,Capital Adequacy Monitoring Policy,Audit,Data Protection Officer,4.0,2026-01-11,2026-03-17T14:54:00,2026-11-17,Approved,"Capital Adequacy Monitoring Policy for Aarohan Payments 24 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to NBFC operations and is maintained by the Audit team. Controls must be reviewed, documented, and approved according to internal governance standards.","Incident Management,KYC/AML"
POL-000242,ORG-0024,Liquidity Risk Monitoring Policy,Risk,Operations Lead,3.0,2024-03-09,2024-06-17T15:38:00,2025-02-16,Approved,"Liquidity Risk Monitoring Policy for Aarohan Payments 24 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to NBFC operations and is maintained by the Risk team. Controls must be reviewed, documented, and approved according to internal governance standards.","Outsourcing,Customer Protection"
POL-000243,ORG-0024,Model Risk Governance Policy,Finance,Compliance Officer,2.0,2025-05-17,2025-07-05T18:10:00,2026-05-08,Approved,"Model Risk Governance Policy for Aarohan Payments 24 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to NBFC operations and is maintained by the Finance team. Controls must be reviewed, documented, and approved according to internal governance standards.","Incident Management,Audit & Reporting"
POL-000244,ORG-0024,Regulatory Reporting Policy,Audit,Admin,4.0,2024-05-04,2024-05-30T16:18:00,2025-04-26,Approved,"Regulatory Reporting Policy for Aarohan Payments 24 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to NBFC operations and is maintained by the Audit team. Controls must be reviewed, documented, and approved according to internal governance standards.","Liquidity Risk,Data Privacy"
POL-000245,ORG-0024,Cyber Incident Response Policy,Audit,Risk Manager,3.0,2025-04-29,2025-05-11T15:23:00,2026-05-10,Approved,"Cyber Incident Response Policy for Aarohan Payments 24 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to NBFC operations and is maintained by the Audit team. Controls must be reviewed, documented, and approved according to internal governance standards.","Capital Adequacy,Operational Resilience"
POL-000246,ORG-0024,AML Transaction Monitoring Policy,Trading Desk,ML Reviewer,3.0,2024-10-14,2024-12-06T17:50:00,2025-10-03,Approved,"AML Transaction Monitoring Policy for Aarohan Payments 24 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to NBFC operations and is maintained by the Trading Desk team. Controls must be reviewed, documented, and approved according to internal governance standards.","Data Privacy,Capital Adequacy"
POL-000247,ORG-0024,Business Continuity and Resilience Policy,Operations,Admin,5.0,2025-12-26,2026-03-24T11:52:00,2027-04-19,Approved,"Business Continuity and Resilience Policy for Aarohan Payments 24 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to NBFC operations and is maintained by the Operations team. Controls must be reviewed, documented, and approved according to internal governance standards.","Audit & Reporting,Customer Protection"
POL-000248,ORG-0024,Data Retention and Privacy Policy,Data Governance,Risk Manager,1.0,2025-06-07,2025-08-05T10:39:00,2026-05-25,Approved,"Data Retention and Privacy Policy for Aarohan Payments 24 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to NBFC operations and is maintained by the Data Governance team. Controls must be reviewed, documented, and approved according to internal governance standards.","Customer Protection,Liquidity Risk"
POL-000249,ORG-0025,Disclosure and Investor Communication Policy,Operations,Compliance Officer,4.0,2024-08-16,2024-10-06T13:52:00,2025-10-18,Approved,"Disclosure and Investor Communication Policy for Veda Payments 25 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Capital Markets operations and is maintained by the Operations team. Controls must be reviewed, documented, and approved according to internal governance standards.","Data Privacy,Trading Risk"
POL-000250,ORG-0025,Access Control and Review Policy,Trading Desk,Admin,3.0,2024-11-17,2025-02-03T11:52:00,2026-03-09,Approved,"Access Control and Review Policy for Veda Payments 25 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Capital Markets operations and is maintained by the Trading Desk team. Controls must be reviewed, documented, and approved according to internal governance standards.","Audit & Reporting,Liquidity Risk"
POL-000251,ORG-0025,Third Party Risk Management Policy,Security,Compliance Officer,1.0,2026-01-21,2026-05-05T11:33:00,2027-05-10,Approved,"Third Party Risk Management Policy for Veda Payments 25 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Capital Markets operations and is maintained by the Security team. Controls must be reviewed, documented, and approved according to internal governance standards.","Operational Resilience,Disclosure"
POL-000252,ORG-0025,AML Transaction Monitoring Policy,Compliance,Legal Reviewer,4.0,2024-11-01,2024-12-07T10:18:00,2025-08-04,Approved,"AML Transaction Monitoring Policy for Veda Payments 25 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Capital Markets operations and is maintained by the Compliance team. Controls must be reviewed, documented, and approved according to internal governance standards.","Incident Management,Disclosure"
POL-000253,ORG-0025,Customer Complaint Handling Policy,Data Governance,Policy Owner,1.0,2025-04-21,2025-06-27T18:24:00,2026-06-07,Approved,"Customer Complaint Handling Policy for Veda Payments 25 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Capital Markets operations and is maintained by the Data Governance team. Controls must be reviewed, documented, and approved according to internal governance standards.","Customer Protection,Capital Adequacy"
POL-000254,ORG-0025,Capital Adequacy Monitoring Policy,Security,Legal Reviewer,1.0,2025-04-11,2025-05-16T19:38:00,2026-05-02,Approved,"Capital Adequacy Monitoring Policy for Veda Payments 25 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Capital Markets operations and is maintained by the Security team. Controls must be reviewed, documented, and approved according to internal governance standards.","Audit & Reporting,Data Privacy"
POL-000255,ORG-0025,Data Retention and Privacy Policy,Compliance,Compliance Officer,3.0,2024-05-06,2024-06-26T16:30:00,2025-05-05,Approved,"Data Retention and Privacy Policy for Veda Payments 25 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Capital Markets operations and is maintained by the Compliance team. Controls must be reviewed, documented, and approved according to internal governance standards.","Liquidity Risk,Disclosure"
POL-000256,ORG-0025,Business Continuity and Resilience Policy,Compliance,Security Officer,5.0,2025-10-05,2026-01-05T13:25:00,2026-08-16,Approved,"Business Continuity and Resilience Policy for Veda Payments 25 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Capital Markets operations and is maintained by the Compliance team. Controls must be reviewed, documented, and approved according to internal governance standards.","KYC/AML,Incident Management"
POL-000257,ORG-0025,Trading Limit and Surveillance Policy,Data Governance,Admin,3.0,2025-08-02,2025-08-17T16:03:00,2026-10-31,Approved,"Trading Limit and Surveillance Policy for Veda Payments 25 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Capital Markets operations and is maintained by the Data Governance team. Controls must be reviewed, documented, and approved according to internal governance standards.","Data Privacy,Customer Protection"
POL-000258,ORG-0025,Liquidity Risk Monitoring Policy,Risk,Policy Owner,1.0,2024-05-23,2024-06-15T16:10:00,2025-08-18,Approved,"Liquidity Risk Monitoring Policy for Veda Payments 25 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Capital Markets operations and is maintained by the Risk team. Controls must be reviewed, documented, and approved according to internal governance standards.","Capital Adequacy,Liquidity Risk"
POL-000259,ORG-0025,Cyber Incident Response Policy,Risk,Operations Lead,3.0,2025-02-26,2025-06-12T09:31:00,2026-03-05,Approved,"Cyber Incident Response Policy for Veda Payments 25 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Capital Markets operations and is maintained by the Risk team. Controls must be reviewed, documented, and approved according to internal governance standards.","Outsourcing,Disclosure"
POL-000260,ORG-0025,KYC and Customer Due Diligence Policy,Legal,Risk Manager,4.0,2025-07-15,2025-11-06T11:28:00,2026-05-21,Approved,"KYC and Customer Due Diligence Policy for Veda Payments 25 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Capital Markets operations and is maintained by the Legal team. Controls must be reviewed, documented, and approved according to internal governance standards.","Trading Risk,Operational Resilience"
POL-000261,ORG-0026,KYC and Customer Due Diligence Policy,Operations,Auditor,1.0,2026-02-15,2026-03-16T10:32:00,2027-02-01,Approved,"KYC and Customer Due Diligence Policy for Zetta Holdings 26 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Banking operations and is maintained by the Operations team. Controls must be reviewed, documented, and approved according to internal governance standards.","Incident Management,Liquidity Risk"
POL-000262,ORG-0026,Model Risk Governance Policy,Compliance,Legal Reviewer,4.0,2025-06-06,2025-08-18T08:42:00,2026-09-01,Approved,"Model Risk Governance Policy for Zetta Holdings 26 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Banking operations and is maintained by the Compliance team. Controls must be reviewed, documented, and approved according to internal governance standards.","Outsourcing,Cybersecurity"
POL-000263,ORG-0026,Liquidity Risk Monitoring Policy,Operations,Compliance Officer,1.0,2025-08-26,2025-10-01T11:37:00,2026-09-25,Approved,"Liquidity Risk Monitoring Policy for Zetta Holdings 26 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Banking operations and is maintained by the Operations team. Controls must be reviewed, documented, and approved according to internal governance standards.","Liquidity Risk,Cybersecurity"
POL-000264,ORG-0026,Outsourcing Governance Policy,Data Governance,Policy Owner,5.0,2025-06-05,2025-08-04T11:09:00,2026-07-17,Approved,"Outsourcing Governance Policy for Zetta Holdings 26 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Banking operations and is maintained by the Data Governance team. Controls must be reviewed, documented, and approved according to internal governance standards.","Incident Management,Audit & Reporting"
POL-000265,ORG-0026,Disclosure and Investor Communication Policy,Security,Operations Lead,3.0,2025-07-23,2025-10-06T14:10:00,2026-11-18,Approved,"Disclosure and Investor Communication Policy for Zetta Holdings 26 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Banking operations and is maintained by the Security team. Controls must be reviewed, documented, and approved according to internal governance standards.","Audit & Reporting,Trading Risk"
POL-000266,ORG-0026,Business Continuity and Resilience Policy,Operations,Legal Reviewer,3.0,2024-11-30,2025-01-29T09:41:00,2025-11-08,Approved,"Business Continuity and Resilience Policy for Zetta Holdings 26 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Banking operations and is maintained by the Operations team. Controls must be reviewed, documented, and approved according to internal governance standards.","Customer Protection,Audit & Reporting"
POL-000267,ORG-0026,Data Retention and Privacy Policy,Finance,Policy Owner,5.0,2024-07-28,2024-08-21T08:24:00,2025-11-15,Approved,"Data Retention and Privacy Policy for Zetta Holdings 26 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Banking operations and is maintained by the Finance team. Controls must be reviewed, documented, and approved according to internal governance standards.","Operational Resilience,Liquidity Risk"
POL-000268,ORG-0026,Customer Complaint Handling Policy,Security,Auditor,5.0,2025-12-07,2026-03-02T12:23:00,2026-12-30,Approved,"Customer Complaint Handling Policy for Zetta Holdings 26 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Banking operations and is maintained by the Security team. Controls must be reviewed, documented, and approved according to internal governance standards.","Incident Management,Operational Resilience"
POL-000269,ORG-0026,Regulatory Reporting Policy,Security,ML Reviewer,5.0,2024-08-10,2024-08-23T12:00:00,2025-07-01,Pending Review,"Regulatory Reporting Policy for Zetta Holdings 26 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Banking operations and is maintained by the Security team. Controls must be reviewed, documented, and approved according to internal governance standards.","Capital Adequacy,Operational Resilience"
POL-000270,ORG-0027,Access Control and Review Policy,Operations,Admin,3.0,2024-03-20,2024-04-12T08:54:00,2024-12-22,Approved,"Access Control and Review Policy for FinEdge Bank 27 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Capital Markets operations and is maintained by the Operations team. Controls must be reviewed, documented, and approved according to internal governance standards.","KYC/AML,Trading Risk"
POL-000271,ORG-0027,Capital Adequacy Monitoring Policy,Security,Security Officer,1.0,2025-03-31,2025-07-12T17:10:00,2026-01-19,Approved,"Capital Adequacy Monitoring Policy for FinEdge Bank 27 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Capital Markets operations and is maintained by the Security team. Controls must be reviewed, documented, and approved according to internal governance standards.","Operational Resilience,Incident Management"
POL-000272,ORG-0027,Disclosure and Investor Communication Policy,Finance,Operations Lead,2.0,2026-01-29,2026-02-17T12:26:00,2027-04-11,Approved,"Disclosure and Investor Communication Policy for FinEdge Bank 27 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Capital Markets operations and is maintained by the Finance team. Controls must be reviewed, documented, and approved according to internal governance standards.","KYC/AML,Cybersecurity"
POL-000273,ORG-0027,Trading Limit and Surveillance Policy,Legal,Data Protection Officer,3.0,2024-09-26,2025-01-16T11:07:00,2025-12-02,Approved,"Trading Limit and Surveillance Policy for FinEdge Bank 27 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Capital Markets operations and is maintained by the Legal team. Controls must be reviewed, documented, and approved according to internal governance standards.","Incident Management,KYC/AML"
POL-000274,ORG-0027,Customer Complaint Handling Policy,Legal,Risk Manager,4.0,2024-01-15,2024-02-05T19:15:00,2025-02-04,Pending Review,"Customer Complaint Handling Policy for FinEdge Bank 27 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Capital Markets operations and is maintained by the Legal team. Controls must be reviewed, documented, and approved according to internal governance standards.","Audit & Reporting,Outsourcing"
POL-000275,ORG-0027,Liquidity Risk Monitoring Policy,Security,Admin,3.0,2024-01-24,2024-04-04T09:46:00,2025-04-15,Approved,"Liquidity Risk Monitoring Policy for FinEdge Bank 27 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Capital Markets operations and is maintained by the Security team. Controls must be reviewed, documented, and approved according to internal governance standards.","Cybersecurity,Disclosure"
POL-000276,ORG-0027,Cyber Incident Response Policy,Compliance,Data Protection Officer,4.0,2024-02-08,2024-04-13T15:26:00,2024-12-18,Expired,"Cyber Incident Response Policy for FinEdge Bank 27 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Capital Markets operations and is maintained by the Compliance team. Controls must be reviewed, documented, and approved according to internal governance standards.","Audit & Reporting,KYC/AML"
POL-000277,ORG-0027,Model Risk Governance Policy,Security,Legal Reviewer,1.0,2025-12-27,2026-04-08T15:12:00,2027-04-16,Approved,"Model Risk Governance Policy for FinEdge Bank 27 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Capital Markets operations and is maintained by the Security team. Controls must be reviewed, documented, and approved according to internal governance standards.","Incident Management,Trading Risk"
POL-000278,ORG-0027,Data Retention and Privacy Policy,Operations,Data Protection Officer,2.0,2025-12-07,2026-03-30T08:41:00,2026-09-14,Pending Review,"Data Retention and Privacy Policy for FinEdge Bank 27 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Capital Markets operations and is maintained by the Operations team. Controls must be reviewed, documented, and approved according to internal governance standards.","Disclosure,Outsourcing"
POL-000279,ORG-0027,Third Party Risk Management Policy,Operations,Compliance Officer,4.0,2026-01-02,2026-02-17T13:05:00,2027-03-01,Approved,"Third Party Risk Management Policy for FinEdge Bank 27 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Capital Markets operations and is maintained by the Operations team. Controls must be reviewed, documented, and approved according to internal governance standards.","Customer Protection,Outsourcing"
POL-000280,ORG-0027,Business Continuity and Resilience Policy,Data Governance,Operations Lead,2.0,2025-11-05,2026-02-15T16:34:00,2026-09-08,Approved,"Business Continuity and Resilience Policy for FinEdge Bank 27 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Capital Markets operations and is maintained by the Data Governance team. Controls must be reviewed, documented, and approved according to internal governance standards.","Incident Management,Capital Adequacy"
POL-000281,ORG-0028,Cyber Incident Response Policy,Finance,Security Officer,5.0,2025-01-03,2025-01-24T17:16:00,2026-05-14,Approved,"Cyber Incident Response Policy for Nexora Finance 28 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to FinTech operations and is maintained by the Finance team. Controls must be reviewed, documented, and approved according to internal governance standards.","Capital Adequacy,Incident Management"
